"DIRECTORIO","SECUENCIA_P","ORDEN","FEX_C"
8379220,1,4,57.1798196386277
8379223,1,1,51.2364626449432
8379223,1,2,51.2364626449432
8379223,1,3,51.2364626449432
8379223,1,4,51.2364626449432
8379224,1,1,74.5675744246345
8379224,1,2,74.5675744246345
8379224,1,3,74.5675744246345
8379225,1,1,78.8055256795416
8379225,1,2,78.8055256795416
8379225,1,3,78.8055256795416
8379225,1,4,78.8055256795416
8379226,1,1,75.9915509011732
8379226,1,2,75.9915509011732
8379226,1,3,75.9915509011732
8379226,1,4,75.9915509011732
8379226,1,5,75.9915509011732
8379226,1,6,75.9915509011732
8379227,1,1,71.3572205346658
8379227,1,2,71.3572205346658
8379227,1,3,71.3572205346658
8379227,1,4,71.3572205346658
8379228,1,1,46.4420791813601
8379228,1,2,46.4420791813601
8379229,1,1,60.503913768155
8379230,1,1,71.7770574095627
8379230,1,2,71.7770574095627
8379230,1,3,71.7770574095627
8379230,1,4,71.7770574095627
8379231,1,1,85.2013323474202
8379231,1,2,85.2013323474202
8379231,1,3,85.2013323474202
8379232,1,1,86.1377521385891
8379232,1,2,86.1377521385891
8379232,1,3,86.1377521385891
8379232,1,4,86.1377521385891
8379233,1,1,61.8761627571606
8379233,1,2,61.8761627571606
8379234,1,1,47.5533181152423
8379235,1,1,109.425071641741
8379235,1,2,109.425071641741
8379235,1,3,109.425071641741
8379235,1,4,109.425071641741
8379235,1,5,109.425071641741
8379235,1,6,109.425071641741
8379236,1,1,81.1835861157302
8379236,1,2,81.1835861157302
8379236,1,3,81.1835861157302
8379236,1,4,81.1835861157302
8379237,1,1,46.9622689147072
8379238,1,1,79.8870373009406
8379239,1,1,66.8607414738118
8379239,1,2,66.8607414738118
8379239,1,3,66.8607414738118
8382889,1,1,85.5082412114587
8382889,1,2,85.5082412114587
8382889,1,3,85.5082412114587
8382889,1,4,85.5082412114587
8382889,1,5,85.5082412114587
8382890,1,1,97.4657234434059
8382890,1,2,97.4657234434059
8382890,1,3,97.4657234434059
8382891,1,1,117.827733704929
8382891,1,2,117.827733704929
8382893,1,1,95.8644447611288
8382894,1,1,57.0639817382907
8387988,1,1,40.90552615884
8387988,1,2,40.90552615884
8387988,1,3,40.90552615884
8387988,1,4,40.90552615884
8387988,1,5,40.90552615884
8387989,1,1,39.9833205395009
8387989,1,2,39.9833205395009
8387989,1,3,39.9833205395009
8387990,1,1,68.5790865726137
8387990,1,2,68.5790865726137
8387990,1,3,68.5790865726137
8387991,1,1,63.0456258024474
8387991,1,2,63.0456258024474
8387991,1,3,63.0456258024474
8387991,1,4,63.0456258024474
8387991,1,5,63.0456258024474
8387992,1,1,37.5938666667479
8387992,1,2,37.5938666667479
8387992,1,3,37.5938666667479
8387993,1,1,51.7044689561697
8387993,1,2,51.7044689561697
8387993,1,3,51.7044689561697
8387993,1,4,51.7044689561697
8388011,1,1,56.4397540582742
8388011,1,2,56.4397540582742
8388012,1,1,86.0505535543949
8388012,1,2,86.0505535543949
8388012,1,3,86.0505535543949
8388012,1,4,86.0505535543949
8388013,1,1,72.0258889462991
8388045,1,1,29.3617990197757
8388045,1,2,29.3617990197757
8388045,1,3,29.3617990197757
8388046,1,1,26.0075643415617
8388046,1,2,26.0075643415617
8388047,1,1,26.6298581445357
8388048,1,1,26.0075643415617
8388048,1,2,26.0075643415617
8388049,1,1,44.7367408885268
8388050,1,1,34.65065114401
8388050,1,2,34.65065114401
8388052,1,1,26.298870592236
8388053,1,1,32.1361319925767
8388053,1,2,32.1361319925767
8388053,1,3,32.1361319925767
8388054,1,1,37.4420152253346
8388054,1,2,37.4420152253346
8388054,1,3,37.4420152253346
8388056,1,1,56.163022838002
8388056,1,2,56.163022838002
8388056,1,3,56.163022838002
8388058,1,1,54.8226081490144
8388058,1,2,54.8226081490144
8388059,1,1,56.1948169111727
8388059,1,2,56.1948169111727
8388060,1,1,29.8321389190926
8388060,1,2,29.8321389190926
8388061,1,1,75.6988245578637
8388061,1,2,75.6988245578637
8388061,1,3,75.6988245578637
8388061,1,4,75.6988245578637
8388062,1,1,56.163022838002
8388062,1,2,56.163022838002
8388062,1,3,56.163022838002
8388063,1,1,39.0113465123425
8388063,1,2,39.0113465123425
8388064,1,1,55.3190894774638
8388064,1,2,55.3190894774638
8397383,1,1,55.7304950176321
8397383,1,2,55.7304950176321
8399990,1,1,80.1509744314939
8399990,1,2,80.1509744314939
8399990,1,3,80.1509744314939
8399992,1,1,29.5673878567295
8399992,1,2,29.5673878567295
8399992,1,3,29.5673878567295
8399992,1,4,29.5673878567295
8399993,1,1,40.1322415899364
8399993,1,2,40.1322415899364
8399993,1,3,40.1322415899364
8399993,1,4,40.1322415899364
8404111,1,1,31.5022995836782
8404111,1,2,31.5022995836782
8406350,1,1,81.8731992989083
8406351,1,1,139.78249988987
8406351,1,2,139.78249988987
8406351,1,3,139.78249988987
8406352,1,1,81.8731992989083
8406353,1,1,116.629835956843
8406353,1,2,116.629835956843
8406354,1,1,113.781877877683
8406354,1,2,113.781877877683
8406355,1,1,80.9663096043553
8406355,1,2,80.9663096043553
8406356,1,1,139.273665380569
8406357,1,1,139.207678199862
8406357,1,2,139.207678199862
8406358,1,1,92.1684733058478
8406358,1,2,92.1684733058478
8406358,1,3,92.1684733058478
8408712,1,1,61.9703877874846
8408712,1,2,61.9703877874846
8408712,1,3,61.9703877874846
8408713,1,1,115.672474463943
8408713,1,2,115.672474463943
8408713,1,3,115.672474463943
8408713,1,4,115.672474463943
8408714,1,1,54.664489637497
8408714,1,2,54.664489637497
8408715,1,1,41.2768491190838
8408715,1,2,41.2768491190838
8408715,1,3,41.2768491190838
8408715,1,4,41.2768491190838
8408716,1,1,92.8491102537127
8408717,1,1,92.2445171240107
8408717,1,2,92.2445171240107
8408718,1,1,54.5821328659389
8408719,1,1,71.9158808740631
8408719,1,2,71.9158808740631
8408720,1,1,76.4616809402666
8408720,1,2,76.4616809402666
8408720,1,3,76.4616809402666
8408721,1,1,60.983095650679
8408721,1,2,60.983095650679
8408722,1,1,58.8598398502293
8408722,1,2,58.8598398502293
8408722,1,3,58.8598398502293
8408723,1,1,57.5760423853193
8408723,1,2,57.5760423853193
8408724,1,1,105.627388114217
8408724,1,2,105.627388114217
8408724,1,3,105.627388114217
8408725,1,1,106.741379741619
8408725,1,2,106.741379741619
8408725,1,3,106.741379741619
8408725,1,4,106.741379741619
8408725,1,5,106.741379741619
8408726,1,1,99.0390509372935
8408727,1,1,82.8052200080459
8408727,1,2,82.8052200080459
8408727,1,3,82.8052200080459
8408728,1,1,58.9536882850123
8408729,1,1,95.1277853454286
8408730,1,1,105.907146904936
8408730,1,2,105.907146904936
8408730,1,3,105.907146904936
8408730,1,4,105.907146904936
8408731,1,1,112.166656413449
8408731,1,2,112.166656413449
8408731,1,3,112.166656413449
8408732,1,1,75.3669310461805
8408733,1,1,124.900131793266
8408733,1,2,124.900131793266
8408735,1,1,74.4301811808257
8408736,1,1,73.7902714597458
8408737,1,1,77.333456448392
8408737,1,2,77.333456448392
8408737,1,3,77.333456448392
8408738,1,1,65.3712157510194
8408738,1,2,65.3712157510194
8408738,1,3,65.3712157510194
8408739,1,1,42.8977434353698
8408739,1,2,42.8977434353698
8408740,1,1,61.793069293068
8408740,1,2,61.793069293068
8408741,1,1,73.7902714597458
8408742,1,1,55.8864162719005
8408743,1,1,73.7902714597458
8408744,1,1,73.7902714597458
8408745,1,1,73.7902714597458
8408746,1,1,91.9287569669905
8408746,1,2,91.9287569669905
8408746,1,3,91.9287569669905
8408746,1,4,91.9287569669905
8408747,1,1,59.8085329759041
8408747,1,2,59.8085329759041
8408747,1,3,59.8085329759041
8408748,1,1,50.1664709329148
8408748,1,2,50.1664709329148
8408748,1,3,50.1664709329148
8408748,1,4,50.1664709329148
8408748,1,5,50.1664709329148
8408749,1,1,45.7731388031867
8408749,1,2,45.7731388031867
8408749,1,3,45.7731388031867
8408749,1,4,45.7731388031867
8408750,1,1,60.5277679175249
8408751,1,1,79.749682150036
8408751,1,2,79.749682150036
8408752,1,1,84.117429835094
8408752,1,2,84.117429835094
8408753,1,1,61.2895473132947
8408754,1,1,77.3593779102548
8408755,1,1,86.2228873856763
8408755,1,2,86.2228873856763
8408756,1,1,67.5772045220322
8408756,1,2,67.5772045220322
8408756,1,3,67.5772045220322
8408757,1,1,102.963169478715
8412983,1,1,77.3593779102548
8412984,1,1,79.749682150036
8412984,1,2,79.749682150036
8412985,1,1,116.148989957525
8412985,1,2,116.148989957525
8412985,1,3,116.148989957525
8412985,1,4,116.148989957525
8412986,1,1,86.2228873856763
8412986,1,2,86.2228873856763
8412987,1,1,84.117429835094
8412987,1,2,84.117429835094
8412988,1,1,102.963169478715
8412989,1,1,63.0094000569973
8412989,1,2,63.0094000569973
8412989,1,3,63.0094000569973
8412990,1,1,59.8573164214462
8412990,1,2,59.8573164214462
8412991,1,1,59.8573164214462
8412991,1,2,59.8573164214462
8412992,1,1,86.1741039401342
8412992,1,2,86.1741039401342
8412992,1,3,86.1741039401342
8412993,1,1,86.1741039401342
8412993,1,2,86.1741039401342
8412993,1,3,86.1741039401342
8412994,1,1,44.3870298061849
8412995,1,1,44.9098935030186
8412995,1,2,44.9098935030186
8412996,1,1,81.5145668025758
8412996,1,2,81.5145668025758
8412996,1,3,81.5145668025758
8412997,1,1,57.186100371247
8412998,1,1,44.3512552794541
8412998,1,2,44.3512552794541
8412999,1,1,63.1943428894318
8412999,1,2,63.1943428894318
8412999,1,3,63.1943428894318
8413000,1,1,62.1798147621404
8413000,1,2,62.1798147621404
8413000,1,3,62.1798147621404
8413001,1,1,44.3870298061849
8413002,1,1,63.1298233898314
8413002,1,2,63.1298233898314
8413002,1,3,63.1298233898314
8413003,1,1,44.3870298061849
8415560,1,1,89.0317193116893
8415560,1,2,89.0317193116893
8415560,1,3,89.0317193116893
8415561,1,1,87.7392512389644
8415561,1,2,87.7392512389644
8415561,1,3,87.7392512389644
8415562,1,1,99.0390509372935
8415563,1,1,83.1587667963805
8415563,1,2,83.1587667963805
8415564,1,1,142.826848964398
8415564,1,2,142.826848964398
8415564,1,3,142.826848964398
8415564,1,4,142.826848964398
8415565,1,1,98.0671102828133
8415565,1,2,98.0671102828133
8415566,1,1,73.5457476578622
8415566,1,2,73.5457476578622
8415566,1,3,73.5457476578622
8415567,1,1,51.3201409678219
8415567,1,2,51.3201409678219
8415567,1,3,51.3201409678219
8415568,1,1,94.7722337857622
8415568,1,2,94.7722337857622
8415569,1,1,53.974081432999
8415569,1,2,53.974081432999
8415569,1,3,53.974081432999
8415570,1,1,88.0706057516621
8415570,1,2,88.0706057516621
8415571,1,1,73.0162904070646
8415571,1,2,73.0162904070646
8415571,1,3,73.0162904070646
8415572,1,1,51.9014805156123
8415572,1,2,51.9014805156123
8415573,1,1,79.0918731120473
8415573,1,2,79.0918731120473
8415573,1,3,79.0918731120473
8415574,1,1,73.1105677686138
8415574,1,2,73.1105677686138
8415575,1,1,79.0918731120473
8415575,1,2,79.0918731120473
8415575,1,3,79.0918731120473
8415576,1,1,73.5208470579486
8415576,1,2,73.5208470579486
8415576,1,3,73.5208470579486
8415577,1,1,89.2779906285699
8415578,1,1,89.2779906285699
8415579,1,1,93.3913823438838
8415579,1,2,93.3913823438838
8415579,1,3,93.3913823438838
8415580,1,1,88.206654741027
8415581,1,1,39.2130066631296
8415581,1,2,39.2130066631296
8415582,1,1,88.206654741027
8415583,1,1,53.326392455803
8415583,1,2,53.326392455803
8415583,1,3,53.326392455803
8415584,1,1,68.3200868303599
8415584,1,2,68.3200868303599
8415585,1,1,39.2130066631296
8415585,1,2,39.2130066631296
8415586,1,1,89.6382290930738
8415586,1,2,89.6382290930738
8415586,1,3,89.6382290930738
8415586,1,4,89.6382290930738
8415587,1,1,79.0376467702033
8415587,1,2,79.0376467702033
8415588,1,1,79.0376467702033
8415588,1,2,79.0376467702033
8415589,1,1,84.8460507032929
8415589,1,2,84.8460507032929
8415589,1,3,84.8460507032929
8415590,1,1,73.9821092064714
8415590,1,2,73.9821092064714
8415590,1,3,73.9821092064714
8415590,1,4,73.9821092064714
8415591,1,1,55.4390690993176
8415591,1,2,55.4390690993176
8415592,1,1,72.4892947661275
8415592,1,2,72.4892947661275
8415592,1,3,72.4892947661275
8415594,1,1,94.3829053554888
8415595,1,1,112.881227304229
8415595,1,2,112.881227304229
8415595,1,3,112.881227304229
8415595,1,4,112.881227304229
8415596,1,1,56.1373668787732
8415596,1,2,56.1373668787732
8415597,1,1,117.238467088505
8415597,1,2,117.238467088505
8415598,1,1,56.1820850371868
8415599,1,1,120.740142443474
8415599,1,2,120.740142443474
8415599,1,3,120.740142443474
8415599,1,4,120.740142443474
8415600,1,1,91.7916761729169
8415600,1,2,91.7916761729169
8415600,1,3,91.7916761729169
8415601,1,1,100.337214873658
8415601,1,2,100.337214873658
8415601,1,3,100.337214873658
8415603,1,1,94.8451761242439
8415603,1,2,94.8451761242439
8415604,1,1,67.4185020446242
8415605,1,1,85.0953157012802
8415606,1,1,85.0953157012802
8415607,1,1,125.667948105612
8415607,1,2,125.667948105612
8415607,1,3,125.667948105612
8415607,1,4,125.667948105612
8415608,1,1,62.8906993916003
8415608,1,2,62.8906993916003
8415608,1,3,62.8906993916003
8415608,1,4,62.8906993916003
8415608,1,5,62.8906993916003
8415609,1,1,67.4185020446242
8415610,1,1,93.2697221432106
8415610,1,2,93.2697221432106
8415610,1,3,93.2697221432106
8415612,1,1,113.259486426587
8415613,1,1,101.761599053855
8415613,1,2,101.761599053855
8415613,1,3,101.761599053855
8415613,1,4,101.761599053855
8415614,1,1,120.740142443474
8415614,1,2,120.740142443474
8415614,1,3,120.740142443474
8415614,1,4,120.740142443474
8415615,1,1,65.8430480635908
8415615,1,2,65.8430480635908
8415616,1,1,67.3648402545279
8415616,1,2,67.3648402545279
8415617,1,1,111.781440456293
8415618,1,1,94.8451761242439
8415618,1,2,94.8451761242439
8418142,1,1,56.8563884020196
8418143,1,1,57.4803123537395
8418143,1,2,57.4803123537395
8418143,1,3,57.4803123537395
8418144,1,1,86.9450383903216
8418144,1,2,86.9450383903216
8418144,1,3,86.9450383903216
8418145,1,1,56.2266038919134
8418145,1,2,56.2266038919134
8418146,1,1,80.2773688228839
8418146,1,2,80.2773688228839
8418147,1,1,56.8563884020196
8418148,1,1,56.2266038919134
8418148,1,2,56.2266038919134
8418149,1,1,96.7178231809507
8418150,1,1,96.7178231809507
8418151,1,1,96.7178231809507
8418152,1,1,118.876627749545
8418152,1,2,118.876627749545
8418153,1,1,92.8971351439466
8418153,1,2,92.8971351439466
8418153,1,3,92.8971351439466
8418153,1,4,92.8971351439466
8418185,1,1,49.5442035103862
8418185,1,2,49.5442035103862
8418185,1,3,49.5442035103862
8418200,1,1,33.8051242122484
8418200,1,2,33.8051242122484
8418200,1,3,33.8051242122484
8418201,1,1,85.7148449713337
8418201,1,2,85.7148449713337
8418201,1,3,85.7148449713337
8418201,1,4,85.7148449713337
8418201,1,5,85.7148449713337
8418202,1,1,76.042037415892
8418203,1,1,93.4638588618107
8418203,1,2,93.4638588618107
8418204,1,1,67.5784870291867
8418204,1,2,67.5784870291867
8418204,1,3,67.5784870291867
8418204,1,4,67.5784870291867
8418204,1,5,67.5784870291867
8418204,1,6,67.5784870291867
8418205,1,1,77.2761827392986
8418205,1,2,77.2761827392986
8418205,1,3,77.2761827392986
8418205,1,4,77.2761827392986
8418206,1,1,63.1161298187842
8418206,1,2,63.1161298187842
8418207,1,1,63.6427032041908
8418207,1,2,63.6427032041908
8418207,1,3,63.6427032041908
8422507,1,1,66.2723571239819
8422508,1,1,73.2129603664701
8422508,1,2,73.2129603664701
8422509,1,1,72.7144583953967
8422509,1,2,72.7144583953967
8425197,1,1,75.3069427000834
8425197,1,2,75.3069427000834
8425240,1,1,76.4483453190172
8425240,1,2,76.4483453190172
8425240,1,3,76.4483453190172
8425240,1,4,76.4483453190172
8425241,1,1,87.7246503650396
8425241,1,2,87.7246503650396
8425242,1,1,74.3349249742354
8425242,1,2,74.3349249742354
8425242,1,3,74.3349249742354
8425294,1,1,93.4638588618107
8425294,1,2,93.4638588618107
8425295,1,1,49.34561633187
8425295,1,2,49.34561633187
8425295,1,3,49.34561633187
8425296,1,1,63.3683645132434
8425297,1,1,67.2380837143405
8425297,1,2,67.2380837143405
8425297,1,3,67.2380837143405
8425298,1,1,49.0516718425565
8425298,1,2,49.0516718425565
8425298,1,3,49.0516718425565
8425299,1,1,70.6265507950861
8425299,1,2,70.6265507950861
8425299,1,3,70.6265507950861
8425299,1,4,70.6265507950861
8425299,1,5,70.6265507950861
8425300,1,1,63.3683645132434
8425301,1,1,37.2516277421279
8425302,1,1,56.9653524462385
8425302,1,2,56.9653524462385
8425302,1,3,56.9653524462385
8425303,1,1,64.42684257024
8425303,1,2,64.42684257024
8425303,1,3,64.42684257024
8425304,1,1,47.6105901047283
8425305,1,1,40.9982226161369
8425305,1,2,40.9982226161369
8425305,1,3,40.9982226161369
8425306,1,1,63.3383408924188
8425306,1,2,63.3383408924188
8425307,1,1,56.9653524462385
8425307,1,2,56.9653524462385
8425307,1,3,56.9653524462385
8425308,1,1,92.8648168425545
8425308,1,2,92.8648168425545
8425309,1,1,110.842096561733
8425309,1,2,110.842096561733
8425310,1,1,83.3185326832745
8425311,1,1,62.1797253596696
8425311,1,2,62.1797253596696
8425312,1,1,131.575045180843
8425312,1,2,131.575045180843
8425312,1,3,131.575045180843
8425312,1,4,131.575045180843
8425313,1,1,62.1797253596696
8425313,1,2,62.1797253596696
8425314,1,1,105.218408710528
8425314,1,2,105.218408710528
8425314,1,3,105.218408710528
8425315,1,1,88.3926433391539
8425315,1,2,88.3926433391539
8425315,1,3,88.3926433391539
8425316,1,1,61.398334067453
8425316,1,2,61.398334067453
8430019,1,1,80.52920282238
8430019,1,2,80.52920282238
8430019,1,3,80.52920282238
8430020,1,1,49.5923911762211
8430020,1,2,49.5923911762211
8430021,1,1,79.5438388421842
8430021,1,2,79.5438388421842
8430021,1,3,79.5438388421842
8430022,1,1,102.545414184881
8430022,1,2,102.545414184881
8430022,1,3,102.545414184881
8430022,1,4,102.545414184881
8430023,1,1,94.9517049898548
8430023,1,2,94.9517049898548
8430023,1,3,94.9517049898548
8430023,1,4,94.9517049898548
8430023,1,5,94.9517049898548
8430024,1,1,43.8953653757272
8430024,1,2,43.8953653757272
8430025,1,1,62.5999301391364
8430025,1,2,62.5999301391364
8430025,1,3,62.5999301391364
8430025,1,4,62.5999301391364
8430026,1,1,67.8768405626343
8430026,1,2,67.8768405626343
8430026,1,3,67.8768405626343
8430027,1,1,44.9456680297494
8430028,1,1,58.4831002433597
8430028,1,2,58.4831002433597
8430049,1,1,79.3509835078805
8430050,1,1,124.49928973057
8430050,1,2,124.49928973057
8430050,1,3,124.49928973057
8430051,1,1,111.858265645421
8430051,1,2,111.858265645421
8430051,1,3,111.858265645421
8430052,1,1,105.613940855406
8430053,1,1,155.386160263946
8430053,1,2,155.386160263946
8430053,1,3,155.386160263946
8430054,1,1,62.8674375290965
8430055,1,1,131.384720247778
8430055,1,2,131.384720247778
8430055,1,3,131.384720247778
8430055,1,4,131.384720247778
8430055,1,5,131.384720247778
8430055,1,6,131.384720247778
8430056,1,1,142.413381115596
8430056,1,2,142.413381115596
8430056,1,3,142.413381115596
8430057,1,1,178.70884246126
8430057,1,2,178.70884246126
8430057,1,3,178.70884246126
8430057,1,4,178.70884246126
8430058,1,1,70.4273421088508
8430058,1,2,70.4273421088508
8443153,1,1,51.5080385813282
8443153,1,2,51.5080385813282
8443153,1,3,51.5080385813282
8443153,1,4,51.5080385813282
8443154,1,1,129.760875717807
8443154,1,2,129.760875717807
8443154,1,3,129.760875717807
8443155,1,1,88.3926433391539
8443155,1,2,88.3926433391539
8443155,1,3,88.3926433391539
8443156,1,1,138.214902115736
8443156,1,2,138.214902115736
8443156,1,3,138.214902115736
8443156,1,4,138.214902115736
8443157,1,1,104.185630539709
8443157,1,2,104.185630539709
8443158,1,1,89.4254215099725
8443158,1,2,89.4254215099725
8443158,1,3,89.4254215099725
8443158,1,4,89.4254215099725
8443159,1,1,105.613940855406
8443160,1,1,88.3926433391539
8443160,1,2,88.3926433391539
8443160,1,3,88.3926433391539
8443161,1,1,93.999295327783
8443161,1,2,93.999295327783
8443161,1,3,93.999295327783
8443161,1,4,93.999295327783
8443161,1,5,93.999295327783
8443162,1,1,79.9886563092664
8451649,1,1,83.588872905692
8451649,1,2,83.588872905692
8451650,1,1,89.1112400357877
8451650,1,2,89.1112400357877
8451650,1,3,89.1112400357877
8451651,1,1,70.4573513870898
8451651,1,2,70.4573513870898
8451652,1,1,69.3593598122854
8451652,1,2,69.3593598122854
8451653,1,1,55.260826233036
8451653,1,2,55.260826233036
8451654,1,1,75.6351973078027
8451654,1,2,75.6351973078027
8451654,1,3,75.6351973078027
8451655,1,1,69.3194962392986
8451655,1,2,69.3194962392986
8451655,1,3,69.3194962392986
8451656,1,1,37.4036896992378
8451656,1,2,37.4036896992378
8451656,1,3,37.4036896992378
8451657,1,1,78.8072676485945
8451657,1,2,78.8072676485945
8451658,1,1,97.5756488013564
8451658,1,2,97.5756488013564
8451658,1,3,97.5756488013564
8451659,1,1,45.9456170593722
8451659,1,2,45.9456170593722
8451660,1,1,45.8763960218513
8451661,1,1,60.4454472188213
8451661,1,2,60.4454472188213
8451662,1,1,46.4168039321379
8451662,1,2,46.4168039321379
8451663,1,1,70.1543859086866
8451663,1,2,70.1543859086866
8451663,1,3,70.1543859086866
8451664,1,1,45.8763960218513
8451665,1,1,65.2480869133957
8451665,1,2,65.2480869133957
8451665,1,3,65.2480869133957
8451666,1,1,47.7573234495093
8451666,1,2,47.7573234495093
8451666,1,3,47.7573234495093
8451667,1,1,47.7203485412317
8451667,1,2,47.7203485412317
8451667,1,3,47.7203485412317
8451667,1,4,47.7203485412317
8451668,1,1,64.3333192461778
8451668,1,2,64.3333192461778
8451670,1,1,61.5374294554859
8451670,1,2,61.5374294554859
8451671,1,1,86.503145529123
8451671,1,2,86.503145529123
8451671,1,3,86.503145529123
8451672,1,1,85.2903853642509
8451672,1,2,85.2903853642509
8451673,1,1,111.557268941221
8451673,1,2,111.557268941221
8451673,1,3,111.557268941221
8451673,1,4,111.557268941221
8451675,1,1,61.5864492202479
8451676,1,1,86.6405726323458
8451676,1,2,86.6405726323458
8451677,1,1,103.461948841661
8451678,1,1,85.875102986522
8451678,1,2,85.875102986522
8451679,1,1,45.9948753438146
8451679,1,2,45.9948753438146
8451679,1,3,45.9948753438146
8451680,1,1,75.1626178110091
8451680,1,2,75.1626178110091
8451680,1,3,75.1626178110091
8451681,1,1,49.1514532708632
8451682,1,1,49.1514532708632
8451684,1,1,93.7741169426466
8451684,1,2,93.7741169426466
8451684,1,3,93.7741169426466
8451684,1,4,93.7741169426466
8451684,1,5,93.7741169426466
8451685,1,1,85.0076395024
8451685,1,2,85.0076395024
8451685,1,3,85.0076395024
8451686,1,1,85.0076395024
8451686,1,2,85.0076395024
8451686,1,3,85.0076395024
8451687,1,1,54.2573327723107
8451687,1,2,54.2573327723107
8451687,1,3,54.2573327723107
8451688,1,1,68.9259926429684
8451688,1,2,68.9259926429684
8451689,1,1,75.1626178110091
8451689,1,2,75.1626178110091
8451689,1,3,75.1626178110091
8451691,1,1,62.8195286104053
8451692,1,1,62.0860462368798
8451693,1,1,101.391786078893
8451693,1,2,101.391786078893
8451693,1,3,101.391786078893
8451693,1,4,101.391786078893
8451693,1,5,101.391786078893
8451694,1,1,145.050293264903
8451694,1,2,145.050293264903
8451694,1,3,145.050293264903
8451694,1,4,145.050293264903
8451694,1,5,145.050293264903
8451694,1,6,145.050293264903
8451694,1,7,145.050293264903
8451694,1,8,145.050293264903
8451695,1,1,105.613940855406
8451696,1,1,79.3509835078805
8451697,1,1,79.3509835078805
8451698,1,1,79.3509835078805
8455683,1,1,86.0182425409712
8455684,1,1,182.098679432932
8455684,1,2,182.098679432932
8455684,1,3,182.098679432932
8455684,1,4,182.098679432932
8455684,1,5,182.098679432932
8455685,1,1,181.758445044602
8455685,1,2,181.758445044602
8455686,1,1,128.831638294872
8455686,1,2,128.831638294872
8455686,1,3,128.831638294872
8455687,1,1,119.542380801775
8455687,1,2,119.542380801775
8455688,1,1,72.3155526856459
8455688,1,2,72.3155526856459
8455688,1,3,72.3155526856459
8455690,1,1,109.938264053783
8455691,1,1,154.976069627457
8455691,1,2,154.976069627457
8455691,1,3,154.976069627457
8455692,1,1,122.340162962617
8455692,1,2,122.340162962617
8455692,1,3,122.340162962617
8455693,1,1,139.569591744801
8455693,1,2,139.569591744801
8455693,1,3,139.569591744801
8455694,1,1,87.0315073727586
8455694,1,2,87.0315073727586
8455695,1,1,148.768902360971
8455695,1,2,148.768902360971
8455695,1,3,148.768902360971
8455696,1,1,87.0315073727586
8455696,1,2,87.0315073727586
8455697,1,1,122.534524151461
8455697,1,2,122.534524151461
8455698,1,1,119.542380801775
8455698,1,2,119.542380801775
8455699,1,1,98.6749641309799
8455699,1,2,98.6749641309799
8455699,1,3,98.6749641309799
8455699,1,4,98.6749641309799
8455700,1,1,146.859351796094
8455700,1,2,146.859351796094
8455700,1,3,146.859351796094
8455701,1,1,146.324756218921
8455702,1,1,146.859351796094
8455702,1,2,146.859351796094
8455702,1,3,146.859351796094
8455703,1,1,35.7052337939523
8455703,1,2,35.7052337939523
8455704,1,1,50.2705740108556
8455704,1,2,50.2705740108556
8455705,1,1,61.0333958403985
8455705,1,2,61.0333958403985
8455705,1,3,61.0333958403985
8455706,1,1,39.3995720205479
8455706,1,2,39.3995720205479
8455706,1,3,39.3995720205479
8455707,1,1,53.9649122374512
8455707,1,2,53.9649122374512
8455707,1,3,53.9649122374512
8455708,1,1,45.1028775605263
8455709,1,1,39.4280142576845
8455709,1,2,39.4280142576845
8455710,1,1,60.0306692180187
8455711,1,1,35.2895354014241
8455712,1,1,34.8986417236984
8455712,1,2,34.8986417236984
8455713,1,1,35.7336760310889
8455714,1,1,50.2705740108556
8455714,1,2,50.2705740108556
8455715,1,1,45.1028775605263
8455716,1,1,64.4391234673239
8455717,1,1,122.117709015194
8455717,1,2,122.117709015194
8455717,1,3,122.117709015194
8455717,1,4,122.117709015194
8457736,1,1,91.9392733128411
8457736,1,2,91.9392733128411
8457736,1,3,91.9392733128411
8457736,1,4,91.9392733128411
8457737,1,1,145.288125343266
8457737,1,2,145.288125343266
8457737,1,3,145.288125343266
8457737,1,4,145.288125343266
8457737,1,5,145.288125343266
8457737,1,6,145.288125343266
8457737,1,7,145.288125343266
8457737,1,8,145.288125343266
8457738,1,1,110.894637898176
8457739,1,1,99.6893667809174
8457739,1,2,99.6893667809174
8457739,1,3,99.6893667809174
8457740,1,1,66.0108094055513
8457741,1,1,65.1903485487238
8457742,1,1,92.8648168425545
8457742,1,2,92.8648168425545
8457744,1,1,100.738214015507
8457744,1,2,100.738214015507
8457744,1,3,100.738214015507
8457745,1,1,79.9886563092664
8457746,1,1,79.9886563092664
8457747,1,1,138.671496206151
8457747,1,2,138.671496206151
8457747,1,3,138.671496206151
8457747,1,4,138.671496206151
8457747,1,5,138.671496206151
8457748,1,1,81.8028257723017
8457748,1,2,81.8028257723017
8457749,1,1,107.3780709504
8457749,1,2,107.3780709504
8457749,1,3,107.3780709504
8457750,1,1,84.4911526843245
8457751,1,1,84.4911526843245
8457752,1,1,50.2939500232772
8457753,1,1,49.7437802877357
8457753,1,2,49.7437802877357
8457754,1,1,51.0401095710666
8457754,1,2,51.0401095710666
8457754,1,3,51.0401095710666
8457754,1,4,51.0401095710666
8457755,1,1,63.4807868063044
8457756,1,1,37.5612491247204
8457756,1,2,37.5612491247204
8457756,1,3,37.5612491247204
8457757,1,1,84.4911526843245
