DIRECTORIO,SECUENCIA_P,ORDEN,es_desplazado,es_victima,fex_c_victi
8371924,1,1,1,1,229.87669365
8371924,1,3,1,1,229.87669365
8371927,1,1,1,1,298.60269563
8371928,1,1,1,1,318.18526556
8371929,1,3,1,1,215.57846401
8371929,1,4,1,1,215.57846401
8371941,1,2,1,1,81.395542302
8371945,1,1,1,1,225.44966645
8371945,1,2,1,1,225.44966645
8371961,1,2,1,1,384.93656824
8371968,1,1,1,1,404.07309298
8371970,1,5,1,1,163.04330965
8371988,1,3,1,1,155.66650857
8371990,1,2,1,1,214.9722268
8371991,1,1,1,1,235.26710835
8371993,1,2,1,1,209.87134045
8371993,1,3,1,1,209.87134045
8371998,1,1,1,1,211.21875381
8372007,1,1,1,1,91.907946197
8372007,1,2,1,1,91.907946197
8372007,1,3,1,1,91.907946197
8372011,1,1,1,1,58.489681171
8372015,1,1,0,1,152.64126175
8372016,1,1,1,1,100.92572509
8372020,1,2,1,1,44.903275561
8372026,1,1,1,1,79.96460591
8372026,1,2,1,1,79.96460591
8372026,1,3,1,1,79.96460591
8372026,1,4,1,1,79.96460591
8372026,1,5,1,1,79.96460591
8372027,1,2,1,1,233.10046219
8372027,1,3,1,1,233.10046219
8372030,1,5,1,1,171.11529187
8372040,1,1,1,1,160.98599278
8372040,1,2,1,1,160.98599278
8372041,1,1,1,1,232.274
8372045,1,1,1,1,255.02816547
8372045,1,2,1,1,255.02816547
8372046,1,1,1,1,515.03980247
8372049,1,1,1,1,342.70069925
8372051,1,1,0,1,209.0065678
8372057,1,1,1,1,73.342687805
8372057,1,2,1,1,73.342687805
8372058,1,1,1,1,72.032328733
8372058,1,2,1,1,72.032328733
8372061,1,1,1,1,88.419696035
8372064,1,1,1,1,125.89530319
8372067,1,3,1,1,91.412238172
8372071,1,1,1,1,75.148048386
8372077,1,1,1,1,146.36473569
8372078,1,4,1,1,114.82734505
8372140,1,1,0,1,186.789115
8372151,1,1,1,1,486.76317216
8372158,1,1,1,1,252.29807079
8372163,1,4,1,1,414.67105354
8372165,1,1,0,1,216.2799932
8372166,1,1,1,1,358.33116
8372166,1,2,1,1,358.33116
8372166,1,3,1,1,358.33116
8372169,1,1,1,1,196.13521636
8372169,1,2,1,1,196.13521636
8372170,1,1,0,1,253.08897512
8372172,1,4,1,1,462.47760476
8372172,1,7,0,1,456.36667665
8372175,1,1,1,1,368.35870588
8372175,1,2,1,1,368.35870588
8372175,1,4,1,1,368.35870588
8372188,1,1,1,1,236.71107524
8372189,1,1,1,1,393.14688014
8372189,1,2,1,1,393.14688014
8372189,1,3,1,1,393.14688014
8372189,1,6,1,1,393.14688014
8372190,1,1,1,1,166.13861585
8372191,1,1,1,1,94.531406967
8372191,1,2,1,1,94.531406967
8372191,1,3,1,1,94.531406967
8372192,1,2,1,1,159.2557271
8372193,1,1,1,1,267.6075045
8372193,1,3,1,1,267.6075045
8372195,1,1,1,1,189.69112318
8372195,1,2,1,1,189.69112318
8372196,1,3,1,1,179.0126151
8372196,1,4,1,1,179.0126151
8372197,1,1,1,1,122.42553437
8372198,1,1,1,1,285.5171271
8372198,1,2,1,1,285.5171271
8372199,1,3,1,1,140.35508754
8372207,1,2,1,1,79.193784546
8372216,1,1,1,1,342.08390673
8372217,1,1,1,1,497.9559531
8372217,1,2,1,1,497.9559531
8372217,1,3,1,1,497.9559531
8372217,1,4,1,1,497.9559531
8372221,1,1,0,1,99.10320179
8372221,1,4,1,1,100.43023238
8372223,1,1,1,1,100.43023238
8372223,1,2,1,1,100.43023238
8372224,1,1,1,1,136.36140093
8372224,1,2,1,1,136.36140093
8372224,1,4,1,1,136.36140093
8372225,1,1,1,1,231.05330886
8372226,1,1,1,1,138.27979985
8372226,1,2,1,1,138.27979985
8372231,1,1,1,1,112.30129481
8372234,1,2,1,1,365.3447262
8372235,1,1,1,1,312.33425744
8372236,1,1,1,1,170.86421723
8372238,1,2,1,1,296.76574885
8372239,1,1,1,1,234.10377824
8372239,1,2,1,1,234.10377824
8372239,1,6,1,1,234.10377824
8372240,1,1,1,1,188.30625172
8372241,1,2,1,1,224.70940696
8372243,1,1,1,1,210.39616658
8372246,1,1,1,1,145.44674804
8372252,1,1,1,1,65.569146692
8372252,1,2,1,1,65.569146692
8372253,1,1,1,1,68.840571944
8372253,1,2,1,1,68.840571944
8372254,1,1,1,1,117.9625805
8372254,1,2,1,1,117.9625805
8372255,1,1,1,1,100.28998034
8372256,1,1,1,1,73.487920323
8372257,1,1,1,1,112.77510402
8372258,1,1,1,1,100.28998034
8372258,1,2,1,1,100.28998034
8372261,1,1,1,1,363.24831959
8372261,1,2,1,1,363.24831959
8372261,1,3,1,1,363.24831959
8372262,1,2,1,1,391.75721833
8372262,1,3,1,1,391.75721833
8372265,1,1,1,1,310.58620945
8372270,1,1,1,1,353.59016092
8372272,1,2,1,1,550.486467
8372273,1,2,1,1,417.93037728
8372274,1,1,1,1,574.01783757
8372274,1,2,1,1,574.01783757
8372279,1,1,1,1,257.58247777
8372279,1,2,1,1,257.58247777
8372279,1,3,1,1,257.58247777
8372347,1,2,1,1,1526.4133559
8372350,1,1,1,1,5.3272971775
8372350,1,2,1,1,5.3272971775
8372366,1,2,1,1,18.399661553
8372378,1,1,1,1,5.9685429097
8372385,1,2,1,1,5.9685429097
8372393,1,2,1,1,5.9685429097
8372393,1,3,1,1,5.9685429097
8372408,1,2,1,1,704.0451068
8372508,1,2,1,1,604.73681281
8372525,1,1,1,1,145.26949661
8372525,1,2,1,1,145.26949661
8372527,1,1,1,1,91.995600762
8372529,1,1,1,1,133.14074005
8372529,1,3,1,1,133.14074005
8372531,1,1,0,1,54.98372275
8372531,1,2,0,1,54.98372275
8372535,1,1,1,1,61.404042624
8372535,1,2,1,1,61.404042624
8372535,1,3,1,1,61.404042624
8372537,1,1,1,1,49.709190337
8372537,1,2,1,1,49.709190337
8372541,1,1,0,1,68.589581381
8372541,1,2,0,1,68.589581381
8372547,1,1,1,1,36.769041156
8372547,1,3,1,1,36.769041156
8372551,1,1,1,1,38.732264632
8372551,1,2,1,1,38.732264632
8372551,1,3,1,1,38.732264632
8372551,1,4,1,1,38.732264632
8372551,1,5,1,1,38.732264632
8372553,1,1,1,1,21.268295168
8372554,1,1,1,1,21.268295168
8372555,1,2,1,1,37.243987801
8372560,1,1,1,1,23.720056972
8372562,1,1,1,1,162.48421625
8372562,1,2,1,1,162.48421625
8372568,1,1,1,1,114.46632426
8372568,1,2,1,1,114.46632426
8372568,1,3,1,1,114.46632426
8372568,1,4,1,1,114.46632426
8372568,1,6,1,1,114.46632426
8372569,1,1,1,1,16.589322356
8372570,1,1,1,1,114.46632426
8372576,1,1,1,1,16.589322356
8372577,1,1,1,1,16.589322356
8372577,1,2,1,1,16.589322356
8372578,1,1,1,1,147.52376312
8372579,1,2,1,1,147.52376312
8372580,1,1,1,1,147.52376312
8372580,1,2,1,1,147.52376312
8372581,1,1,1,1,147.52376312
8372581,1,2,1,1,147.52376312
8372582,1,2,0,1,145.57446417
8372583,1,1,1,1,118.0190105
8372584,1,1,1,1,118.0190105
8372584,1,2,1,1,118.0190105
8372585,1,1,1,1,118.0190105
8372586,1,1,1,1,118.0190105
8372588,1,1,1,1,147.52376312
8372591,1,1,1,1,649.10455774
8372592,1,1,1,1,147.52376312
8372593,1,1,1,1,118.0190105
8372593,1,2,1,1,118.0190105
8372594,1,1,1,1,118.0190105
8372597,1,2,1,1,497.89111727
8372598,1,1,1,1,584.19410196
8372598,1,2,1,1,584.19410196
8372598,1,3,1,1,584.19410196
8372602,1,1,0,1,131.01701775
8372603,1,1,1,1,142.60630435
8372606,1,1,1,1,142.60630435
8372606,1,2,1,1,142.60630435
8372608,1,1,1,1,132.77138681
8372611,1,1,1,1,132.77138681
8372613,1,2,1,1,142.60630435
8372614,1,1,1,1,142.60630435
8372614,1,2,1,1,142.60630435
8372615,1,1,1,1,142.60630435
8372615,1,2,1,1,142.60630435
8372616,1,1,1,1,142.60630435
8372617,1,1,1,1,142.60630435
8372617,1,2,1,1,142.60630435
8372623,1,1,1,1,12.666598758
8372623,1,3,1,1,12.666598758
8372625,1,3,1,1,10.895107025
8372631,1,1,0,1,8.4796684387
8372636,1,2,1,1,8.6361234098
8372643,1,1,1,1,7.0405576181
8372649,1,1,1,1,11.953522913
8372657,1,3,1,1,15.315451232
8372680,1,2,1,1,4.5027705827
8372683,1,2,1,1,7.1152123262
8372684,1,2,1,1,8.6491412174
8372686,1,1,1,1,4.5027705827
8372686,1,2,1,1,4.5027705827
8372687,1,3,1,1,3.5038394359
8372692,1,2,1,1,4.728837599
8372695,1,1,1,1,3.5038394359
8372695,1,2,1,1,3.5038394359
8372696,1,2,1,1,2.8824320146
8372699,1,1,1,1,3.3353856169
8372699,1,3,1,1,3.3353856169
8372699,1,4,1,1,3.3353856169
8372703,1,1,1,1,9.7744921302
8372703,1,3,1,1,9.7744921302
8372703,1,5,0,1,9.6453372951
8372703,1,6,1,1,9.7744921302
8372703,1,7,1,1,9.7744921302
8372703,1,8,1,1,9.7744921302
8372706,1,2,1,1,5.5329398972
8372710,1,1,1,1,6.2538480316
8372712,1,1,1,1,7.4825905869
8372712,1,2,1,1,7.4825905869
8372712,1,3,1,1,7.4825905869
8372712,1,4,1,1,7.4825905869
8372716,1,3,1,1,10.098261178
8372718,1,2,1,1,5.1644866453
8372720,1,1,1,1,3.8912832197
8372723,1,1,1,1,14.255587472
8372723,1,2,1,1,14.255587472
8372723,1,3,1,1,14.255587472
8372724,1,1,1,1,9.9131436202
8372724,1,2,1,1,9.9131436202
8372725,1,1,1,1,9.5107451874
8372727,1,1,1,1,10.313924228
8372727,1,2,1,1,10.313924228
8372727,1,3,1,1,10.313924228
8372729,1,1,1,1,5.7368798769
8372729,1,2,1,1,5.7368798769
8372729,1,4,1,1,5.7368798769
8372729,1,5,1,1,5.7368798769
8372729,1,6,1,1,5.7368798769
8372730,1,1,1,1,9.7111354913
8372730,1,2,1,1,9.7111354913
8372730,1,3,1,1,9.7111354913
8372734,1,1,1,1,17.632216765
8372735,1,1,0,1,9.3850753612
8372736,1,4,1,1,7.748120925
8372736,1,5,1,1,7.748120925
8372739,1,1,1,1,10.212785062
8372739,1,2,1,1,10.212785062
8372739,1,3,1,1,10.212785062
8372742,1,2,1,1,16.446935738
8372743,1,1,1,1,17.632216765
8372751,1,1,1,1,15.956643202
8372751,1,2,1,1,15.956643202
8372751,1,4,1,1,15.956643202
8372752,1,2,1,1,11.970573154
8372753,1,1,1,1,12.475010345
8372753,1,2,1,1,12.475010345
8372753,1,4,1,1,12.475010345
8372755,1,1,1,1,15.199987415
8372756,1,1,0,1,12.061286412
8372756,1,2,0,1,12.061286412
8372756,1,3,0,1,12.061286412
8372760,1,1,1,1,20.684307052
8372762,1,1,1,1,10.931427449
8372762,1,2,0,1,10.786985498
8372762,1,3,1,1,10.931427449
8372762,1,5,1,1,10.931427449
8372764,1,1,1,1,21.77100137
8372764,1,3,1,1,21.77100137
8372764,1,5,1,1,21.77100137
8372765,1,1,1,1,14.364687785
8372765,1,2,1,1,14.364687785
8372768,1,2,1,1,15.522379896
8372773,1,1,1,1,10.653666272
8372773,1,2,1,1,10.653666272
8372776,1,1,1,1,17.632216765
8372782,1,3,1,1,280.18690401
8372785,1,1,1,1,337.47385294
8372785,1,2,1,1,337.47385294
8372789,1,3,0,1,228.66181971
8372802,1,1,1,1,565.36088776
8372802,1,3,1,1,565.36088776
8372802,1,4,1,1,565.36088776
8372802,1,5,1,1,565.36088776
8372804,1,1,1,1,281.59592166
8372812,1,1,1,1,204.20445222
8372812,1,2,1,1,204.20445222
8372813,1,1,1,1,171.00432825
8372822,1,2,1,1,158.28367172
8372826,1,1,1,1,265.60021886
8372837,1,1,1,1,183.99356694
8372841,1,1,1,1,307.39054102
8372845,1,1,1,1,435.08913009
8372845,1,2,1,1,435.08913009
8372845,1,3,1,1,435.08913009
8372855,1,2,1,1,79.147938898
8372862,1,2,1,1,57.77326446
8372865,1,2,1,1,48.898782106
8372882,1,1,1,1,167.01814749
8372882,1,2,1,1,167.01814749
8372882,1,3,1,1,167.01814749
8372896,1,1,1,1,150.11131898
8372905,1,1,1,1,50.355364705
8372905,1,2,1,1,50.355364705
8372908,1,2,1,1,92.5166431
8372909,1,1,1,1,50.355364705
8372909,1,2,1,1,50.355364705
8372910,1,2,1,1,171.55181443
8372923,1,1,1,1,178.33740224
8372925,1,1,1,1,50.355364705
8372926,1,1,1,1,65.891902405
8372926,1,2,1,1,65.891902405
8372927,1,1,1,1,112.75892838
8372927,1,2,1,1,112.75892838
8372927,1,3,1,1,112.75892838
8372928,1,1,1,1,136.97545206
8372929,1,2,1,1,164.91077043
8372930,1,1,1,1,65.891902405
8372930,1,2,1,1,65.891902405
8372931,1,1,1,1,53.589773655
8372931,1,2,1,1,53.589773655
8372931,1,3,1,1,53.589773655
8372932,1,1,0,1,49.68999624
8372934,1,1,1,1,50.355364705
8372934,1,2,1,1,50.355364705
8372935,1,2,0,1,173.13122211
8372936,1,1,1,1,89.10544934
8372938,1,2,0,1,49.68999624
8372940,1,1,1,1,50.355364705
8372940,1,2,1,1,50.355364705
8372948,1,2,1,1,13.68740285
8372958,1,1,1,1,14.944535633
8372985,1,1,1,1,23.583741863
8372985,1,2,1,1,23.583741863
8373017,1,1,1,1,48.206948836
8373017,1,5,1,1,48.206948836
8373018,1,3,1,1,23.583741863
8373023,1,1,1,1,23.583741863
8373024,1,1,1,1,15.159741103
8373024,1,2,1,1,15.159741103
8373024,1,3,1,1,15.159741103
8373024,1,4,1,1,15.159741103
8373025,1,2,1,1,12.242118063
8373026,1,1,1,1,9.2549451571
8373029,1,1,1,1,20.225390465
8373033,1,1,1,1,23.235015126
8373033,1,2,1,1,23.235015126
8373033,1,3,1,1,23.235015126
8373034,1,1,1,1,21.827064751
8373034,1,2,1,1,21.827064751
8373034,1,3,1,1,21.827064751
8373041,1,1,1,1,21.623126421
8373048,1,1,1,1,24.977659027
8373050,1,1,1,1,22.212433474
8373054,1,1,1,1,22.333516184
8373054,1,2,1,1,22.333516184
8373054,1,3,1,1,22.333516184
8373058,1,1,1,1,6.92562419
8373060,1,1,1,1,6.92562419
8373061,1,1,1,1,6.2960219909
8373061,1,2,1,1,6.2960219909
8373061,1,4,1,1,6.2960219909
8373061,1,5,1,1,6.2960219909
8373062,1,1,1,1,6.2960219909
8373063,1,1,1,1,6.2960219909
8373066,1,2,1,1,33.191959414
8373067,1,1,0,1,8.2689003019
8373067,1,2,1,1,8.3796241079
8373069,1,2,0,1,6.2128297727
8373070,1,1,1,1,6.2960219909
8373070,1,2,1,1,6.2960219909
8373071,1,3,1,1,7.9898651885
8373072,1,1,0,1,6.2128297727
8373072,1,2,0,1,6.2128297727
8373072,1,3,0,1,6.2128297727
8373072,1,4,0,1,6.2128297727
8373074,1,1,1,1,6.2960219909
8373074,1,2,1,1,6.2960219909
8373074,1,3,1,1,6.2960219909
8373077,1,3,1,1,150.65814836
8373097,1,2,1,1,182.6970167
8373097,1,4,1,1,182.6970167
8373109,1,1,1,1,394.36793562
8373115,1,1,1,1,504.25453525
8373134,1,1,1,1,37.293342317
8373134,1,2,1,1,37.293342317
8373134,1,3,1,1,37.293342317
8373136,1,1,0,1,354.30709224
8373144,1,5,1,1,551.20680072
8373176,1,2,1,1,46.225819821
8373176,1,4,1,1,46.225819821
8373177,1,1,0,1,74.313731626
8373177,1,5,1,1,75.30882153
8373206,1,4,1,1,891.25067896
8373207,1,1,1,1,301.57285144
8373207,1,2,1,1,301.57285144
8373208,1,1,1,1,922.08401421
8373208,1,2,1,1,922.08401421
8373208,1,3,1,1,922.08401421
8373208,1,4,1,1,922.08401421
8373216,1,1,1,1,714.72339343
8373221,1,1,1,1,756.4252194
8373222,1,1,1,1,761.12898135
8373222,1,2,1,1,761.12898135
8373225,1,1,1,1,760.614593
8373225,1,2,1,1,760.614593
8373228,1,2,1,1,909.72129492
8373235,1,1,1,1,357.99823179
8373244,1,3,1,1,353.68243957
8373244,1,4,1,1,353.68243957
8373246,1,1,0,1,339.12322822
8373253,1,4,1,1,656.30852013
8373254,1,1,1,1,540.92608404
8373254,1,3,1,1,540.92608404
8373255,1,2,1,1,512.37155553
8373255,1,3,1,1,512.37155553
8373255,1,4,1,1,512.37155553
8373258,1,2,1,1,445.68668124
8375579,1,1,1,1,793.56945062
8375579,1,3,1,1,793.56945062
8375583,1,2,1,1,902.89751767
8375588,1,2,1,1,8.5111333463
8375592,1,1,1,1,419.78205838
8375592,1,2,1,1,419.78205838
8375592,1,4,1,1,419.78205838
8375602,1,1,1,1,443.73620669
8375602,1,3,1,1,443.73620669
8375603,1,3,1,1,691.52475472
8375606,1,2,1,1,655.97796815
8375635,1,1,0,1,257.53903507
8375636,1,1,1,1,442.56758721
8375636,1,2,1,1,442.56758721
8375639,1,1,1,1,482.80668969
8375640,1,1,1,1,378.23122579
8375640,1,2,1,1,378.23122579
8375640,1,3,1,1,378.23122579
8375643,1,2,1,1,482.80668969
8375644,1,1,1,1,711.16693212
8375644,1,3,1,1,711.16693212
8375644,1,4,1,1,711.16693212
8375644,1,6,1,1,711.16693212
8375645,1,1,1,1,736.73201676
8375645,1,2,1,1,736.73201676
8375645,1,3,1,1,736.73201676
8375649,1,1,1,1,356.25371607
8375649,1,3,1,1,356.25371607
8375654,1,2,1,1,409.84378312
8375663,1,1,1,1,265.55128583
8375663,1,2,1,1,265.55128583
8375663,1,3,1,1,265.55128583
8375671,1,1,1,1,220.34480889
8375685,1,1,1,1,62.418000246
8375685,1,5,1,1,62.418000246
8375688,1,1,1,1,27.353580561
8375691,1,2,0,1,48.815433965
8375694,1,3,1,1,417.71455111
8375699,1,1,1,1,328.48652849
8375724,1,4,1,1,420.60783524
8375724,1,5,1,1,420.60783524
8375724,1,6,1,1,420.60783524
8375724,1,8,1,1,420.60783524
8375724,1,9,1,1,420.60783524
8375728,1,1,1,1,166.11992497
8375740,1,3,1,1,30.493234955
8375743,1,1,1,1,40.608117047
8375748,1,1,1,1,42.124877349
8375748,1,2,1,1,42.124877349
8375748,1,3,1,1,42.124877349
8375749,1,2,1,1,29.712503137
8375753,1,1,1,1,22.981859744
8375757,1,1,1,1,22.981859744
8375760,1,2,1,1,272.43524475
8375763,1,1,1,1,185.29330722
8375763,1,2,1,1,185.29330722
8375763,1,3,1,1,185.29330722
8375765,1,1,1,1,249.74721563
8375767,1,2,1,1,308.79868077
8375767,1,3,1,1,308.79868077
8375768,1,1,1,1,263.28897992
8375771,1,1,1,1,247.06047801
8375771,1,2,1,1,247.06047801
8375771,1,3,1,1,247.06047801
8375771,1,5,1,1,247.06047801
8375772,1,1,1,1,182.45344234
8375772,1,3,1,1,182.45344234
8375775,1,1,1,1,167.61131658
8375776,1,2,1,1,155.86767117
8375777,1,1,1,1,158.52384237
8375777,1,2,1,1,158.52384237
8375778,1,1,1,1,218.36876945
8375789,1,1,1,1,83.921272396
8375803,1,1,1,1,301.31792192
8375803,1,2,1,1,301.31792192
8375803,1,3,1,1,301.31792192
8375803,1,4,1,1,301.31792192
8375826,1,1,1,1,487.36271487
8375826,1,2,1,1,487.36271487
8375838,1,1,1,1,3950.7452673
8375838,1,2,1,1,3950.7452673
8375851,1,1,0,1,2857.6650295
8375854,1,4,1,1,3313.1168797
8375857,1,1,0,1,4110.3401109
8375860,1,2,0,1,4501.5700704
8375864,1,2,1,1,121.18083557
8375864,1,5,1,1,121.18083557
8375866,1,1,1,1,107.2302517
8375866,1,2,1,1,107.2302517
8375866,1,3,1,1,107.2302517
8375867,1,1,1,1,124.55237336
8375867,1,2,1,1,124.55237336
8375867,1,3,1,1,124.55237336
8375867,1,4,1,1,124.55237336
8375880,1,1,0,1,113.8843689
8375882,1,2,1,1,255.04186329
8375894,1,1,1,1,173.51944872
8375894,1,2,1,1,173.51944872
8375894,1,4,1,1,173.51944872
8375901,1,1,0,1,108.49092477
8375912,1,2,0,1,311.07458942
8375916,1,1,1,1,130.35708559
8375923,1,1,1,1,297.03877028
8375924,1,1,1,1,334.80611261
8375927,1,1,1,1,297.03877028
8375927,1,2,1,1,297.03877028
8375937,1,1,1,1,950.31118499
8375937,1,2,1,1,950.31118499
8375941,1,1,1,1,633.08077751
8375941,1,2,1,1,633.08077751
8375944,1,1,1,1,364.28294144
8375944,1,2,1,1,364.28294144
8375956,1,1,1,1,295.48475416
8375963,1,1,1,1,386.20706685
8375963,1,2,1,1,386.20706685
8375969,1,1,0,1,274.44273915
8375975,1,5,1,1,150.05816478
8375983,1,1,0,1,307.11150206
8375985,1,1,1,1,305.68036175
8375988,1,1,1,1,201.40775808
8376012,1,1,1,1,196.69785698
8376019,1,1,1,1,79.371843491
8376021,1,2,1,1,130.52753229
8376023,1,1,0,1,117.39986898
8376034,1,1,1,1,287.73933682
8376034,1,2,1,1,287.73933682
8376035,1,1,1,1,213.3414708
8376036,1,1,1,1,149.57828816
8376036,1,2,1,1,149.57828816
8376037,1,1,1,1,352.68731895
8376038,1,1,1,1,402.99640477
8376038,1,3,1,1,402.99640477
8376040,1,1,1,1,149.57828816
8376041,1,1,1,1,120.55533918
8376043,1,1,1,1,137.53143413
8376043,1,4,1,1,137.53143413
8376044,1,1,1,1,92.824339253
8376050,1,2,1,1,119.59818859
8376051,1,1,1,1,78.866957945
8376051,1,2,1,1,78.866957945
8376078,1,8,1,1,419.32821457
8376084,1,2,1,1,231.07773407
8376107,1,1,1,1,684.6947253
8376107,1,2,1,1,684.6947253
8376118,1,1,0,1,376.65498341
8376125,1,3,1,1,386.9976528
8376125,1,4,1,1,386.9976528
8376127,1,1,1,1,308.07211299
8376127,1,2,1,1,308.07211299
8376127,1,3,1,1,308.07211299
8376127,1,4,1,1,308.07211299
8376129,1,1,1,1,147.34038667
8376129,1,2,1,1,147.34038667
8376132,1,5,1,1,169.98182323
8376133,1,1,1,1,148.70871965
8376135,1,1,1,1,305.8807968
8376138,1,1,1,1,181.92162952
8376138,1,2,1,1,181.92162952
8376139,1,1,1,1,210.18894408
8376139,1,2,1,1,210.18894408
8376140,1,2,1,1,234.53733112
8376142,1,1,1,1,291.6862671
8376142,1,3,1,1,291.6862671
8376142,1,4,1,1,291.6862671
8376143,1,1,1,1,129.57730718
8376143,1,2,1,1,129.57730718
8376144,1,1,1,1,185.42456765
8376144,1,2,1,1,185.42456765
8376144,1,3,1,1,185.42456765
8376149,1,1,1,1,57.349264773
8376153,1,1,1,1,64.245934659
8376154,1,1,1,1,65.315820791
8376154,1,2,1,1,65.315820791
8376157,1,3,1,1,91.093263482
8376166,1,1,1,1,222.27427769
8376172,1,2,1,1,166.88396416
8376173,1,2,1,1,291.26708092
8376174,1,2,1,1,216.62264606
8376177,1,1,1,1,100.91043059
8376177,1,2,1,1,100.91043059
8376178,1,1,1,1,210.00062552
8376181,1,1,1,1,143.00072021
8376182,1,1,1,1,168.7148714
8376182,1,2,1,1,168.7148714
8376184,1,1,1,1,196.43310137
8376185,1,1,1,1,59.520397664
8376185,1,2,1,1,59.520397664
8376186,1,1,1,1,92.749808642
8376186,1,2,1,1,92.749808642
8376187,1,1,1,1,108.20678655
8376187,1,2,1,1,108.20678655
8376188,1,1,1,1,159.41044448
8376189,1,2,1,1,69.99919111
8376190,1,1,1,1,133.97932845
8376190,1,2,1,1,133.97932845
8376190,1,3,1,1,133.97932845
8376191,1,1,1,1,59.520397664
8376191,1,2,1,1,59.520397664
8376192,1,1,1,1,99.51375867
8376195,1,2,1,1,118.94845803
8376195,1,3,1,1,118.94845803
8376196,1,1,1,1,99.195573222
8376198,1,1,1,1,129.04245997
8376200,1,2,1,1,134.51729324
8376203,1,1,1,1,51.173562977
8376203,1,2,1,1,51.173562977
8376204,1,1,1,1,48.67067634
8376206,1,1,0,1,84.794435792
8376207,1,1,1,1,203.29441728
8376207,1,2,1,1,203.29441728
8376209,1,1,1,1,123.4085489
8376212,1,1,1,1,319.37021691
8376213,1,2,1,1,190.30823825
8376213,1,3,1,1,190.30823825
8376215,1,1,1,1,71.939119624
8376215,1,2,1,1,71.939119624
8376215,1,3,1,1,71.939119624
8376216,1,1,0,1,60.82283215
8376217,1,1,1,1,54.612829716
8376218,1,1,1,1,114.80737908
8376219,1,1,1,1,61.637273638
8376221,1,2,1,1,101.92886321
8376221,1,3,1,1,101.92886321
8376224,1,1,1,1,57.421291238
8376224,1,2,1,1,57.421291238
8376226,1,1,0,1,17.553296468
8376226,1,2,0,1,17.553296468
8376228,1,1,1,1,28.146857417
8376228,1,2,1,1,28.146857417
8376229,1,2,1,1,57.771498519
8376230,1,1,1,1,16.918318446
8376233,1,1,1,1,16.918318446
8376236,1,1,1,1,19.094396481
8376239,1,1,1,1,16.918318446
8376242,1,1,1,1,16.918318446
8376245,1,2,1,1,68.625012625
8376245,1,3,1,1,68.625012625
8376246,1,1,1,1,22.235427458
8376248,1,1,1,1,43.059595256
8376248,1,2,1,1,43.059595256
8376249,1,1,1,1,22.235427458
8376250,1,1,1,1,35.102195005
8376251,1,2,1,1,35.183571771
8376252,1,1,1,1,21.147898057
8376260,1,1,1,1,1347.2397404
8376260,1,2,1,1,1347.2397404
8376266,1,1,1,1,1370.5020782
8376279,1,1,1,1,1499.9470582
8376288,1,1,1,1,1450.7655239
8376288,1,3,1,1,1450.7655239
8376334,1,1,1,1,11.281335199
8376354,1,2,1,1,6.5111377196
8376359,1,2,1,1,9.4011126661
8376364,1,1,1,1,9.4011126661
8376374,1,1,1,1,852.15610209
8376374,1,2,1,1,852.15610209
8376375,1,1,1,1,1123.1119912
8376380,1,2,1,1,1358.6348917
8376387,1,4,1,1,524.96513846
8376398,1,1,1,1,1534.7106156
8376398,1,2,1,1,1534.7106156
8376398,1,3,1,1,1534.7106156
8376401,1,1,1,1,1553.7472227
8376402,1,1,1,1,337.33344044
8376402,1,2,1,1,337.33344044
8376403,1,1,1,1,654.22191787
8376403,1,2,0,1,645.57738445
8376408,1,1,0,1,645.57738445
8376483,1,2,1,1,129.49810104
8376484,1,1,1,1,67.44654766
8376484,1,2,1,1,67.44654766
8376484,1,3,1,1,67.44654766
8376486,1,1,1,1,110.39472091
8376493,1,1,1,1,76.738879562
8376493,1,2,1,1,76.738879562
8376496,1,1,1,1,145.40186622
8376496,1,2,1,1,145.40186622
8376497,1,1,1,1,112.36765656
8376497,1,2,1,1,112.36765656
8376498,1,1,1,1,94.103580793
8376498,1,2,1,1,94.103580793
8376498,1,3,1,1,94.103580793
8376499,1,1,1,1,95.66740748
8376499,1,2,1,1,95.66740748
8376499,1,3,1,1,95.66740748
8376501,1,2,1,1,7.920051397
8376502,1,1,0,1,2.844345122
8376502,1,2,0,1,2.844345122
8376504,1,2,1,1,3.2632404194
8376504,1,3,1,1,3.2632404194
8376505,1,1,0,1,254.04389351
8376514,1,2,1,1,312.88960993
8376518,1,1,1,1,153.79717236
8376521,1,1,1,1,125.31416005
8376522,1,1,0,1,212.56162217
8376522,1,2,0,1,212.56162217
8376534,1,3,1,1,179.20481989
8376544,1,1,1,1,48.305593619
8376567,1,1,1,1,10.750693869
8376572,1,1,1,1,14.288911933
8376574,1,1,1,1,16.258065854
8376574,1,2,1,1,16.258065854
8376574,1,3,1,1,16.258065854
8376574,1,4,1,1,16.258065854
8376574,1,5,1,1,16.258065854
8376574,1,6,1,1,16.258065854
8376574,1,7,1,1,16.258065854
8376575,1,1,1,1,14.4796359
8376575,1,2,1,1,14.4796359
8376575,1,3,1,1,14.4796359
8376577,1,1,1,1,11.103133642
8376583,1,1,1,1,15.011409722
8376583,1,2,1,1,15.011409722
8376584,1,1,1,1,16.012214916
8376585,1,1,1,1,22.5893702
8376585,1,2,1,1,22.5893702
8376585,1,3,1,1,22.5893702
8376586,1,1,1,1,24.353469706
