DIRECTORIO,SECUENCIA_P,ORDEN,es_desplazado,es_victima,fex_c_victi
8377831,1,3,1,1,289.4893285
8377831,1,4,1,1,289.4893285
8377832,1,1,1,1,230.25099688
8377832,1,2,1,1,230.25099688
8377833,1,1,1,1,166.04356667
8377833,1,2,0,1,163.84955708
8377834,1,1,1,1,123.6110066
8377834,1,2,1,1,123.6110066
8377835,1,1,1,1,159.51941675
8377835,1,2,1,1,159.51941675
8377835,1,5,1,1,159.51941675
8377836,1,1,1,1,134.82482887
8377836,1,2,1,1,134.82482887
8377837,1,1,1,1,333.06383882
8377838,1,1,1,1,230.25099688
8377838,1,2,1,1,230.25099688
8377839,1,1,1,1,162.24585899
8377841,1,1,1,1,127.43815493
8377862,1,1,1,1,156.08508315
8377877,1,1,1,1,99.015506651
8377877,1,2,1,1,99.015506651
8377889,1,2,1,1,107.33790337
8377890,1,1,1,1,245.90369144
8377893,1,2,1,1,263.88174225
8377893,1,3,1,1,263.88174225
8377894,1,1,0,1,259.59361514
8377899,1,2,0,1,243.70025642
8377907,1,1,1,1,481.51991372
8377907,1,2,1,1,481.51991372
8377907,1,3,1,1,481.51991372
8377908,1,1,1,1,586.9945056
8377908,1,4,1,1,586.9945056
8377908,1,5,1,1,586.9945056
8377910,1,1,1,1,421.20438426
8377912,1,1,1,1,228.97520842
8377913,1,1,1,1,304.64283228
8377913,1,2,1,1,304.64283228
8377916,1,1,1,1,295.47500814
8377917,1,2,1,1,314.6191132
8377917,1,4,1,1,314.6191132
8377920,1,1,1,1,232.33964621
8377920,1,2,1,1,232.33964621
8377920,1,3,1,1,232.33964621
8377920,1,4,1,1,232.33964621
8377920,1,5,1,1,232.33964621
8377920,1,6,1,1,232.33964621
8377920,1,7,1,1,232.33964621
8377921,1,3,1,1,215.87896865
8377928,1,1,1,1,268.30353874
8377935,1,1,1,1,697.9104421
8377935,1,2,1,1,697.9104421
8377938,1,1,1,1,619.65501925
8377938,1,3,1,1,619.65501925
8377938,1,5,1,1,619.65501925
8377944,1,1,1,1,559.83683952
8377948,1,1,1,1,481.33125778
8377948,1,2,1,1,481.33125778
8377954,1,1,1,1,319.74707755
8377956,1,1,1,1,466.96839305
8377957,1,1,1,1,441.47935619
8377957,1,2,1,1,441.47935619
8377962,1,1,1,1,396.59485191
8377963,1,2,1,1,428.79310053
8377963,1,3,1,1,428.79310053
8377968,1,2,1,1,85.109691191
8377968,1,3,1,1,85.109691191
8377970,1,1,1,1,142.72867028
8377978,1,1,1,1,130.86152763
8377978,1,2,1,1,130.86152763
8377979,1,1,1,1,228.61650551
8377980,1,1,1,1,160.52347389
8377980,1,2,1,1,160.52347389
8377983,1,2,1,1,231.65849431
8377984,1,1,1,1,271.69057262
8377987,1,1,1,1,325.98590048
8377987,1,2,1,1,325.98590048
8377987,1,3,1,1,325.98590048
8377987,1,4,1,1,325.98590048
8377989,1,1,1,1,182.13823937
8377989,1,2,1,1,182.13823937
8377991,1,1,1,1,184.86706808
8377991,1,3,1,1,184.86706808
8377995,1,1,1,1,198.99926295
8377998,1,1,1,1,171.86031838
8377998,1,2,0,1,169.58944939
8377998,1,3,1,1,171.86031838
8378000,1,1,1,1,59.093868972
8378000,1,2,1,1,59.093868972
8378002,1,3,1,1,38.224431137
8378003,1,1,1,1,37.469967669
8378005,1,1,1,1,47.474142264
8378006,1,1,1,1,31.096273709
8378006,1,2,1,1,31.096273709
8378007,1,2,1,1,58.85443995
8378008,1,1,1,1,51.470663553
8378008,1,2,1,1,51.470663553
8378014,1,4,1,1,345.06429015
8378020,1,1,0,1,234.80600608
8378022,1,1,1,1,270.0680544
8378024,1,2,1,1,261.95379509
8378035,1,2,1,1,385.94600227
8378035,1,3,1,1,385.94600227
8378036,1,1,1,1,399.81187615
8378038,1,1,1,1,203.44473856
8378038,1,2,1,1,203.44473856
8378039,1,1,1,1,155.41617851
8378039,1,2,1,1,155.41617851
8378040,1,1,1,1,127.94096364
8378041,1,2,1,1,65.897583128
8378042,1,1,1,1,118.31653992
8378042,1,2,1,1,118.31653992
8378043,1,1,1,1,94.29122797
8378043,1,2,1,1,94.29122797
8378044,1,1,1,1,94.29122797
8378044,1,2,1,1,94.29122797
8378045,1,2,1,1,84.666804244
8378046,1,1,1,1,84.666804244
8378046,1,2,1,1,84.666804244
8378047,1,1,1,1,160.26958439
8378047,1,2,1,1,160.26958439
8378051,1,1,1,1,485.17107866
8378058,1,1,1,1,300.68169773
8378058,1,2,1,1,300.68169773
8378061,1,2,1,1,313.50885536
8378062,1,1,1,1,311.02070875
8378062,1,2,1,1,311.02070875
8378067,1,1,1,1,338.45419524
8378075,1,1,1,1,191.05587921
8378076,1,1,1,1,248.29928141
8378076,1,2,1,1,248.29928141
8378087,1,1,1,1,64.803718526
8378100,1,2,1,1,1481.6349238
8378168,1,1,1,1,34.788078673
8378168,1,2,1,1,34.788078673
8378168,1,3,1,1,34.788078673
8378168,1,4,1,1,34.788078673
8378168,1,5,1,1,34.788078673
8378168,1,6,1,1,34.788078673
8378172,1,2,1,1,34.788078673
8378176,1,2,1,1,6.8211918968
8378177,1,1,1,1,21.619952693
8378186,1,1,1,1,29.449178943
8378188,1,2,1,1,8.5264898709
8378193,1,1,1,1,8.5264898709
8378193,1,2,1,1,8.5264898709
8378203,1,1,1,1,9.4011126661
8378210,1,1,1,1,9.4011126661
8378249,1,1,1,1,1573.5941285
8378255,1,1,1,1,769.87825884
8378256,1,2,0,1,388.2003774
8378285,1,1,1,1,464.85535666
8378286,1,1,1,1,196.24361595
8378296,1,1,0,1,706.54914824
8378300,1,2,1,1,1436.1535921
8378300,1,3,1,1,1436.1535921
8378304,1,2,1,1,1031.4317977
8378306,1,1,1,1,554.44780603
8378317,1,3,1,1,493.89724313
8378348,1,2,1,1,172.25247943
8378348,1,7,0,1,169.97642863
8378349,1,1,1,1,93.870621592
8378349,1,2,1,1,93.870621592
8378349,1,3,1,1,93.870621592
8378349,1,4,1,1,93.870621592
8378350,1,1,1,1,154.54389702
8378350,1,2,1,1,154.54389702
8378350,1,4,1,1,154.54389702
8378350,1,5,1,1,154.54389702
8378352,1,1,1,1,96.227890169
8378353,1,1,1,1,76.041360481
8378353,1,2,1,1,76.041360481
8378354,1,2,1,1,57.444585259
8378356,1,1,0,1,75.036591206
8378357,1,2,0,1,65.40314676
8378358,1,1,1,1,62.527717307
8378358,1,3,1,1,62.527717307
8378361,1,3,1,1,95.03053801
8378363,1,1,1,1,145.28372429
8378365,1,3,1,1,117.4269163
8378373,1,1,1,1,23.395124685
8378373,1,2,1,1,23.395124685
8378377,1,1,0,1,23.085994202
8378382,1,1,1,1,73.746153874
8378383,1,1,1,1,73.746153874
8378383,1,2,1,1,73.746153874
8378383,1,3,1,1,73.746153874
8378387,1,3,1,1,43.865858784
8378388,1,1,1,1,43.865858784
8378389,1,1,1,1,43.865858784
8378389,1,2,1,1,43.865858784
8378392,1,1,1,1,126.26459466
8378393,1,2,1,1,18.432580396
8378394,1,1,1,1,30.988380208
8378394,1,3,1,1,30.988380208
8378395,1,1,0,1,18.18902228
8378398,1,1,1,1,18.432580396
8378400,1,1,1,1,18.432580396
8378400,1,2,1,1,18.432580396
8378400,1,3,1,1,18.432580396
8378402,1,1,0,1,13.716575817
8378403,1,1,1,1,13.900246126
8378403,1,2,1,1,13.900246126
8378403,1,3,1,1,13.900246126
8378405,1,1,1,1,13.900246126
8378405,1,2,1,1,13.900246126
8378406,1,1,1,1,13.900246126
8378406,1,2,1,1,13.900246126
8378413,1,1,1,1,45.382170168
8378413,1,2,1,1,45.382170168
8378414,1,1,1,1,176.63800018
8378414,1,2,1,1,176.63800018
8378416,1,1,1,1,45.382170168
8378416,1,2,1,1,45.382170168
8378416,1,3,1,1,45.382170168
8378417,1,1,1,1,192.1649944
8378417,1,2,1,1,192.1649944
8378417,1,3,1,1,192.1649944
8378417,1,4,1,1,192.1649944
8378419,1,1,1,1,45.382170168
8378419,1,2,1,1,45.382170168
8378419,1,3,1,1,45.382170168
8378420,1,1,1,1,177.05282642
8378421,1,1,1,1,45.382170168
8378422,1,1,1,1,118.42843348
8378422,1,2,1,1,118.42843348
8378423,1,1,1,1,71.476918014
8378425,1,1,1,1,299.15105383
8378425,1,2,1,1,299.15105383
8378425,1,3,1,1,299.15105383
8378425,1,4,1,1,299.15105383
8378426,1,1,1,1,71.476918014
8378426,1,2,1,1,71.476918014
8378427,1,1,1,1,314.49843926
8378427,1,2,1,1,314.49843926
8378428,1,1,1,1,71.476918014
8378429,1,2,1,1,184.77037656
8378430,1,1,1,1,71.476918014
8378431,1,2,1,1,314.49843926
8378432,1,1,1,1,138.73232814
8378433,1,1,1,1,21.560591664
8378435,1,2,1,1,34.738381661
8378436,1,1,1,1,21.560591664
8378436,1,2,1,1,21.560591664
8378447,1,1,1,1,353.09525107
8378465,1,1,1,1,66.672735258
8378465,1,2,1,1,66.672735258
8378465,1,4,1,1,66.672735258
8378498,1,1,1,1,22.758243727
8378499,1,1,1,1,11.354334449
8378500,1,1,1,1,18.416829655
8378500,1,2,1,1,18.416829655
8378500,1,3,1,1,18.416829655
8378501,1,1,1,1,16.972608062
8378502,1,1,1,1,19.672795709
8378502,1,2,1,1,19.672795709
8378503,1,1,1,1,20.219017653
8378503,1,2,1,1,20.219017653
8378503,1,3,1,1,20.219017653
8378503,1,4,1,1,20.219017653
8378505,1,1,1,1,15.842054534
8378507,1,1,1,1,21.15334728
8378507,1,2,1,1,21.15334728
8378507,1,3,1,1,21.15334728
8378508,1,1,1,1,15.549345957
8378508,1,2,1,1,15.549345957
8378510,1,1,1,1,18.995244071
8378510,1,2,1,1,18.995244071
8378510,1,3,1,1,18.995244071
8378510,1,4,1,1,18.995244071
8378517,1,1,1,1,22.180112809
8378518,1,1,1,1,22.738222409
8378518,1,2,1,1,22.738222409
8378519,1,1,1,1,16.972608062
8378520,1,1,1,1,15.897395433
8378520,1,2,1,1,15.897395433
8378524,1,1,1,1,21.975860425
8378524,1,4,1,1,21.975860425
8378526,1,1,1,1,13.901509912
8378530,1,1,1,1,22.791778728
8378530,1,2,0,1,22.490620531
8378530,1,4,1,1,22.791778728
8378532,1,1,0,1,24.474703188
8378532,1,2,1,1,24.802429027
8378532,1,3,0,1,24.474703188
8378533,1,2,1,1,30.657902889
8378533,1,4,1,1,30.657902889
8378533,1,5,1,1,30.657902889
8378534,1,1,1,1,26.974670006
8378535,1,1,1,1,19.439333183
8378543,1,1,1,1,6.92562419
8378543,1,2,1,1,6.92562419
8378543,1,3,1,1,6.92562419
8378543,1,4,0,1,6.83411275
8378544,1,1,1,1,6.92562419
8378544,1,2,1,1,6.92562419
8378544,1,3,1,1,6.92562419
8378547,1,1,1,1,6.92562419
8378549,1,4,0,1,6.83411275
8378553,1,1,1,1,12.243514193
8378555,1,1,0,1,12.08173504
8378555,1,2,0,1,12.08173504
8378556,1,1,0,1,12.08173504
8378559,1,1,1,1,6.92562419
8378559,1,2,1,1,6.92562419
8378559,1,3,1,1,6.92562419
8378559,1,4,1,1,6.92562419
8378562,1,1,1,1,9.1037891542
8378592,1,1,1,1,58.036569973
8378595,1,1,1,1,59.520189549
8378597,1,2,1,1,41.005500095
8378597,1,3,1,1,41.005500095
8378610,1,1,1,1,137.69233776
8378619,1,1,0,1,74.171666852
8378639,1,2,1,1,338.94638658
8378641,1,1,1,1,170.12326025
8378641,1,2,1,1,170.12326025
8378641,1,3,1,1,170.12326025
8378641,1,4,1,1,170.12326025
8378643,1,2,1,1,180.63426734
8378643,1,3,1,1,180.63426734
8378643,1,4,1,1,180.63426734
8378643,1,6,1,1,180.63426734
8378649,1,1,1,1,300.63063925
8378662,1,1,1,1,54.551624176
8378668,1,1,1,1,30.781908452
8378675,1,2,1,1,55.508441262
8378676,1,1,1,1,69.984626544
8378676,1,2,1,1,69.984626544
8378676,1,3,1,1,69.984626544
8378678,1,2,1,1,35.689047138
8378679,1,2,1,1,47.651131711
8378683,1,3,0,1,33.660547596
8378686,1,1,1,1,90.733741485
8378692,1,1,1,1,34.11127548
8378695,1,1,1,1,229.62504643
8378695,1,2,1,1,229.62504643
8378696,1,2,0,1,176.25800932
8378696,1,3,1,1,178.61817293
8378697,1,1,1,1,304.66562809
8378702,1,1,0,1,163.43507112
8378703,1,1,1,1,209.2977345
8378704,1,2,1,1,210.74363506
8378706,1,1,0,1,90.500873341
8378711,1,2,1,1,210.74363506
8378717,1,1,0,1,96.54582433
8378719,1,1,1,1,96.98877194
8378720,1,2,1,1,85.549228069
8378723,1,1,1,1,84.044042458
8378727,1,1,1,1,97.838610641
8378727,1,2,1,1,97.838610641
8378730,1,2,1,1,97.980418235
8378732,1,2,1,1,148.37451963
8378732,1,3,1,1,148.37451963
8378733,1,3,1,1,178.03208521
8378734,1,1,1,1,116.08138718
8378735,1,1,1,1,45.359007783
8378735,1,4,1,1,45.359007783
8378735,1,5,1,1,45.359007783
8378736,1,3,1,1,111.74345097
8378744,1,1,0,1,101.64883536
8378744,1,2,1,1,103.00995299
8378750,1,1,1,1,70.877530701
8378750,1,2,1,1,70.877530701
8378751,1,1,1,1,488.35950146
8378751,1,3,1,1,488.35950146
8378751,1,4,1,1,488.35950146
8378752,1,1,1,1,486.67343517
8378752,1,2,1,1,486.67343517
8378752,1,3,1,1,486.67343517
8378767,2,4,1,1,636.22369608
8378774,1,1,1,1,753.20000663
8378777,1,1,1,1,546.05707369
8378781,1,2,1,1,435.77809895
8378788,1,1,1,1,398.51811561
8378842,1,3,1,1,465.83916547
8378842,1,4,1,1,465.83916547
8378842,1,5,1,1,465.83916547
8378850,1,2,1,1,790.92698541
8378855,1,1,1,1,475.03342821
8378855,1,2,1,1,475.03342821
8378857,1,2,0,1,524.69085137
8378860,1,1,0,1,442.98595245
8378871,1,1,1,1,481.7575012
8378871,1,2,1,1,481.7575012
8378905,1,1,1,1,704.72501318
8378905,1,2,1,1,704.72501318
8378905,1,3,1,1,704.72501318
8378905,1,4,1,1,704.72501318
8378917,1,3,1,1,785.30153311
8378924,1,2,1,1,1476.9967966
8378924,1,3,1,1,1476.9967966
8378935,1,1,1,1,710.46930021
8378935,1,2,1,1,710.46930021
8378935,1,3,1,1,710.46930021
8378943,1,2,0,1,536.56209602
8378954,1,2,1,1,11.146261938
8378955,1,1,1,1,5.6935143341
8378957,1,1,1,1,7.295489933
8378957,1,2,1,1,7.295489933
8378959,1,1,1,1,10.556366142
8378962,1,1,1,1,10.695575241
8378962,1,2,1,1,10.695575241
8378963,1,1,1,1,8.9128870845
8378964,1,1,1,1,9.0809795549
8378978,1,1,1,1,16.133084594
8378979,1,1,1,1,28.452327759
8378979,1,2,1,1,28.452327759
8378979,1,4,1,1,28.452327759
8378979,1,5,1,1,28.452327759
8378979,1,6,1,1,28.452327759
8378982,1,2,1,1,18.154133047
8378984,1,1,1,1,737.93661114
8378984,1,3,1,1,737.93661114
8379010,1,1,1,1,422.44612999
8379021,1,1,1,1,269.37020135
8379021,1,2,1,1,269.37020135
8379021,1,3,1,1,269.37020135
8379023,1,2,1,1,553.77267893
8379023,1,3,1,1,553.77267893
8379023,1,4,1,1,553.77267893
8379024,1,4,1,1,280.67665862
8379024,1,6,1,1,280.67665862
8379024,1,7,1,1,280.67665862
8379025,1,2,1,1,298.53571396
8379025,1,4,1,1,298.53571396
8379025,1,5,1,1,298.53571396
8379058,1,2,1,1,435.22167438
8379064,1,1,1,1,513.18604005
8379112,1,2,1,1,27.000905252
8379115,1,1,1,1,61.598750623
8379116,1,2,0,1,37.734631834
8379116,1,3,0,1,37.734631834
8379118,1,1,1,1,22.654938411
8379118,1,2,1,1,22.654938411
8379118,1,3,1,1,22.654938411
8379119,1,1,1,1,48.99117473
8379119,1,2,1,1,48.99117473
8379120,1,1,1,1,51.433877157
8379121,1,1,1,1,57.156926851
8379121,1,2,1,1,57.156926851
8379124,1,1,1,1,39.120322389
8379129,1,2,1,1,31.254405996
8379136,1,1,0,1,28.07817044
8379138,1,2,0,1,34.022223317
8379139,1,1,1,1,32.331570803
8379139,1,2,1,1,32.331570803
8379140,1,2,1,1,34.305475509
8379142,1,1,1,1,18.117079437
8379142,1,2,1,1,18.117079437
8379142,1,3,1,1,18.117079437
8379142,1,4,1,1,18.117079437
8379142,1,5,1,1,18.117079437
8379145,1,1,1,1,48.835009369
8379147,1,1,1,1,97.860114282
8379147,1,2,1,1,97.860114282
8379150,1,1,1,1,122.13806176
8379150,1,3,1,1,122.13806176
8379155,1,3,1,1,48.859972655
8379156,1,1,1,1,138.60076751
8379156,1,2,1,1,138.60076751
8379159,1,1,1,1,250.23494754
8379159,1,2,1,1,250.23494754
8379160,1,1,1,1,493.69548296
8379161,1,1,1,1,319.01204348
8379161,1,2,1,1,319.01204348
8379162,1,2,1,1,254.07391302
8379163,1,1,1,1,191.02942884
8379163,1,2,1,1,191.02942884
8379166,1,2,1,1,320.30895752
8379166,1,3,1,1,320.30895752
8379166,1,4,1,1,320.30895752
8379168,1,1,1,1,484.33958618
8379169,1,1,1,1,298.37851741
8379169,1,2,1,1,298.37851741
8379170,1,1,1,1,380.95964105
8379170,1,2,1,1,380.95964105
8379171,1,1,1,1,356.76097626
8379171,1,2,1,1,356.76097626
8379172,1,2,1,1,262.61891306
8379173,1,1,1,1,510.29942262
8379173,1,2,1,1,510.29942262
8379175,1,1,1,1,724.58688894
8379178,1,1,1,1,61.353968156
8379178,1,3,1,1,61.353968156
8379178,1,4,1,1,61.353968156
8379179,1,2,1,1,41.30186307
8379180,1,1,1,1,172.3364765
8379184,1,1,0,1,40.756122663
8379184,1,2,0,1,40.756122663
8379185,1,1,1,1,108.33663732
8379185,1,2,1,1,108.33663732
8379188,1,2,1,1,46.627942865
8379188,1,3,1,1,46.627942865
8379192,1,1,1,1,21.486916335
8379192,1,2,1,1,21.486916335
8379192,1,3,1,1,21.486916335
8379197,1,1,1,1,38.248603303
8379199,1,2,1,1,35.864265009
8379200,1,1,1,1,42.434227095
8379200,2,1,1,1,42.434227095
8379201,1,1,1,1,53.712070879
8379201,1,2,1,1,53.712070879
8379201,1,3,1,1,53.712070879
8379205,1,1,1,1,58.654538989
8379207,1,2,1,1,34.098521398
8379207,1,3,1,1,34.098521398
8379207,1,4,1,1,34.098521398
8379209,1,1,1,1,75.196899231
8379209,1,2,1,1,75.196899231
8379209,1,3,1,1,75.196899231
8379210,1,1,1,1,120.32673148
8379212,1,1,1,1,43.412429178
8379212,1,2,0,1,42.838800896
8379213,1,1,1,1,109.43207624
8379214,1,1,1,1,55.143504565
8379214,1,2,1,1,55.143504565
8379214,1,3,1,1,55.143504565
8379216,1,1,1,1,68.495280103
8379216,1,3,1,1,68.495280103
8379217,1,1,1,1,40.074355566
8379217,1,2,1,1,40.074355566
8379217,1,3,1,1,40.074355566
8379217,1,4,1,1,40.074355566
8379218,1,1,1,1,68.042360724
8379223,1,1,1,1,45.949368632
8379223,1,2,1,1,45.949368632
8379223,1,3,1,1,45.949368632
8379223,1,4,1,1,45.949368632
8379224,1,1,1,1,124.1975203
8379225,1,1,1,1,95.50756606
8379225,1,2,1,1,95.50756606
8379225,1,3,1,1,95.50756606
8379226,1,1,1,1,65.791546638
8379226,1,3,1,1,65.791546638
8379226,1,4,1,1,65.791546638
8379227,1,1,1,1,77.568102966
8379227,1,2,1,1,77.568102966
8379227,1,3,1,1,77.568102966
8379228,1,1,1,1,79.793310457
8379228,1,2,1,1,79.793310457
8379229,1,1,1,1,258.44984608
8379230,1,1,1,1,94.645111232
8379230,1,3,1,1,94.645111232
8379231,1,2,1,1,161.76787655
8379233,1,1,1,1,193.93727993
8379233,1,2,1,1,193.93727993
8379239,1,1,0,1,101.17400563
8379240,1,2,1,1,33.952035237
8379241,1,1,1,1,35.257174269
8379241,1,2,1,1,35.257174269
8379241,1,3,1,1,35.257174269
8379242,1,1,1,1,103.22049622
8379242,1,2,1,1,103.22049622
8379244,1,2,1,1,142.598548
8379246,1,2,1,1,50.609678368
8379246,1,3,1,1,50.609678368
8379249,1,6,1,1,33.952035237
8379259,1,1,1,1,314.69533728
8379267,1,1,1,1,168.6481794
8379279,1,1,0,1,100.74521873
8379285,1,1,1,1,111.4272548
8379285,1,2,1,1,111.4272548
8379285,1,3,1,1,111.4272548
8379285,1,4,1,1,111.4272548
8379292,1,1,1,1,561.60864966
8379292,1,3,1,1,561.60864966
8379300,1,2,1,1,405.12833069
8379306,1,2,0,1,261.56292324
8379307,1,1,0,1,146.5633474
8379308,1,1,1,1,230.13724603
8379312,1,2,1,1,264.55985107
8379312,1,3,1,1,264.55985107
8379313,1,4,0,1,265.08573981
8379314,1,1,1,1,187.29771505
8379314,1,4,1,1,187.29771505
8379316,1,1,0,1,238.36370999
8379317,1,4,1,1,239.94234972
8379318,1,2,1,1,233.03805915
8379318,1,3,1,1,233.03805915
8379319,1,1,1,1,202.63499378
8379319,1,4,1,1,202.63499378
8379328,1,1,1,1,341.59244389
8379332,1,2,1,1,244.9584484
8379333,1,2,1,1,117.59718728
8379336,1,1,1,1,128.95672799
8379337,1,1,1,1,117.59718728
8379339,1,2,1,1,117.59718728
8379340,1,1,0,1,227.51814393
8379342,1,1,1,1,183.04902048
8379343,1,1,0,1,133.3672868
8379343,1,2,0,1,133.3672868
8379345,1,1,0,1,67.705694339
8379346,1,1,1,1,183.04902048
8379348,1,1,0,1,121.13824072
8379348,1,2,0,1,121.13824072
8379348,1,3,0,1,121.13824072
8379348,1,4,0,1,121.13824072
8379350,1,1,0,1,99.935271653
8379350,1,2,1,1,101.27344399
8379351,1,4,1,1,158.47283096
8379352,1,1,1,1,117.23338908
8379352,1,2,1,1,117.23338908
8379352,1,3,1,1,117.23338908
8379356,1,1,1,1,151.87100844
8379356,1,2,1,1,151.87100844
8379356,1,3,1,1,151.87100844
8379356,1,4,1,1,151.87100844
8379357,1,1,1,1,249.49927287
8379357,1,2,1,1,249.49927287
8379360,1,3,1,1,171.89107149
8379361,1,1,1,1,211.6531544
8379361,1,2,1,1,211.6531544
8379362,1,1,1,1,192.46257788
8379362,1,2,1,1,192.46257788
8379362,1,5,0,1,189.91948181
8379363,1,1,1,1,200.50078417
8379363,1,2,1,1,200.50078417
8379363,1,3,1,1,200.50078417
8379364,1,1,1,1,211.6531544
8379364,1,2,1,1,211.6531544
8379365,1,1,1,1,181.31020764
8379365,1,3,1,1,181.31020764
8379365,1,6,1,1,181.31020764
8379366,1,1,1,1,123.48943092
8379366,1,2,1,1,123.48943092
8379366,1,3,1,1,123.48943092
8379367,1,1,0,1,387.86886656
8379368,1,1,1,1,333.32806139
8379371,1,1,1,1,312.95817163
8379371,1,3,1,1,312.95817163
8379372,1,1,1,1,268.82204156
8379373,1,2,1,1,255.77515009
8379375,1,2,1,1,247.60796824
8379376,1,1,1,1,317.48995692
8379381,1,1,1,1,111.78243645
8379386,1,1,1,1,240.24044077
8379386,1,2,1,1,240.24044077
8379388,1,1,1,1,239.62967366
8379390,1,1,1,1,145.50601072
8379394,1,2,0,1,109.66913933
8379398,1,1,1,1,177.50346197
8379398,1,2,1,1,177.50346197
8379401,1,1,1,1,145.23010525
8379406,1,1,1,1,914.09177184
8379407,1,2,0,1,353.44044384
8379409,1,1,1,1,933.04685683
8379410,1,1,1,1,694.28396
8379410,1,2,1,1,694.28396
8379410,1,3,1,1,694.28396
8379410,1,4,1,1,694.28396
8379410,1,5,1,1,694.28396
8379411,1,2,1,1,813.77610671
8379412,1,1,1,1,342.62919708
8379412,1,2,1,1,342.62919708
8379412,1,4,1,1,342.62919708
8379413,1,1,1,1,1025.4653485
8379413,1,2,1,1,1025.4653485
8379413,1,3,1,1,1025.4653485
8379414,1,1,1,1,1012.5087661
8379414,1,2,1,1,1012.5087661
8379415,1,1,1,1,731.09703432
8379417,1,1,1,1,716.24461151
8379418,1,1,1,1,724.66623073
8379419,1,1,1,1,320.07276839
8379419,1,2,1,1,320.07276839
8379419,1,3,1,1,320.07276839
8379420,1,1,1,1,731.09703432
8379421,1,1,1,1,793.36010906
8379424,1,1,1,1,877.92104431
8379424,1,2,1,1,877.92104431
8379427,1,1,1,1,731.09703432
8379430,1,2,1,1,528.83483672
8379432,1,1,1,1,328.49438761
8379432,1,2,1,1,328.49438761
8379432,1,3,1,1,328.49438761
8379433,1,2,1,1,877.92104431
8379434,1,1,1,1,538.98708036
8379437,1,2,0,1,110.03419492
8379449,1,1,1,1,111.50759579
8379449,1,2,1,1,111.50759579
8379450,1,1,0,1,313.16689549
8379465,1,1,1,1,273.29145147
8379468,1,1,1,1,178.46442258
8379468,1,2,1,1,178.46442258
8379468,1,3,1,1,178.46442258
8379469,1,1,1,1,198.15327364
8379470,1,1,1,1,217.68453218
8379470,1,2,1,1,217.68453218
8379471,1,1,1,1,168.79915541
8379472,1,1,1,1,249.97733158
8379474,1,1,1,1,100.35683621
8379474,1,3,1,1,100.35683621
8379475,1,1,1,1,121.52490062
8379475,1,2,1,1,121.52490062
8379475,1,3,1,1,121.52490062
8379485,1,1,1,1,167.27925441
8379498,1,1,1,1,155.02305463
8379511,1,1,1,1,365.68686202
8379511,1,2,1,1,365.68686202
8379511,1,3,1,1,365.68686202
8379539,1,2,1,1,158.45310504
8379543,1,1,1,1,279.51632326
8379543,1,2,1,1,279.51632326
8379543,1,3,1,1,279.51632326
8379543,1,4,1,1,279.51632326
8379548,1,1,1,1,118.06309787
8379548,1,2,1,1,118.06309787
8379553,1,1,0,1,57.050348332
8379553,1,2,0,1,57.050348332
8379553,1,3,0,1,57.050348332
8379558,1,1,1,1,19.771714461
8379561,1,1,1,1,13.669358763
8379561,1,2,1,1,13.669358763
8379561,1,3,1,1,13.669358763
8379564,1,1,1,1,54.677435053
8379564,1,2,1,1,54.677435053
8379570,1,3,1,1,51.240486397
8379571,1,1,1,1,26.032705175
8379571,1,3,1,1,26.032705175
8379572,1,1,1,1,15.014586059
8379572,1,2,1,1,15.014586059
8379581,1,2,1,1,28.496919698
8379581,1,3,1,1,28.496919698
8379581,1,4,1,1,28.496919698
8379583,1,2,1,1,15.014586059
8379584,1,5,0,1,18.284182311
8379591,1,2,0,1,14.816191466
8379602,1,1,1,1,330.63048489
8379602,1,2,1,1,330.63048489
8379602,1,3,1,1,330.63048489
8379604,1,1,1,1,460.92456592
8379604,1,2,1,1,460.92456592
8379604,1,3,1,1,460.92456592
8379604,1,4,1,1,460.92456592
8379629,1,1,1,1,34.950930635
8379629,1,3,1,1,34.950930635
8379629,1,4,1,1,34.950930635
8379650,1,2,1,1,77.204729616
8379650,1,3,1,1,77.204729616
8379650,1,4,1,1,77.204729616
8379652,1,2,1,1,115.91745946
8379654,1,2,1,1,104.25220867
8379659,1,1,1,1,53.128588551
8379664,1,2,1,1,131.18009498
8379675,1,1,1,1,164.45654361
8379685,1,1,1,1,104.65034409
8379685,1,2,1,1,104.65034409
8379687,1,1,0,1,123.93625101
8379713,1,1,1,1,311.09630972
8379734,1,2,1,1,205.8688831
8379742,1,2,1,1,180.42164546
8379742,1,3,1,1,180.42164546
8379742,1,4,1,1,180.42164546
8379746,1,5,1,1,89.653515586
8379747,1,2,1,1,81.911632776
8379751,1,2,1,1,182.15819975
8379751,1,3,1,1,182.15819975
8379756,1,1,1,1,34.100284378
8379756,1,2,1,1,34.100284378
8379756,1,3,1,1,34.100284378
8379757,1,1,1,1,58.457076307
8379757,1,2,1,1,58.457076307
8379760,1,1,1,1,32.75731398
8379764,1,1,1,1,59.14950451
8379775,1,1,1,1,51.837685677
8379775,1,2,1,1,51.837685677
8379775,1,3,1,1,51.837685677
8379775,1,4,1,1,51.837685677
8379779,1,1,1,1,68.075257349
8379787,1,1,1,1,34.576443934
8379788,1,1,1,1,101.51899871
8379830,1,1,1,1,100.512401
8379831,1,2,1,1,154.18817062
8379833,1,2,1,1,131.46444168
