DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P5010,P8526,P8530,PERSONAS,FEX_C,logro_educativo,analfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,aseguramiento_salud,barreras_acceso_salud,desempleo_larga_duracion,empleo_formal,acueducto,alcantarillado,pisos,paredes,hacinamiento,IPM,POBRE,FEXP,PERIODO,P1075,P1077S21,P1077S22,P1077S23
8407607,1,4,2,2,2,4,118.63630777,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.3,0,474.54523109,,,,,
8407608,1,3,2,2,2,3,54.253411714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,162.76023514,,,,,
8407609,1,1,1,2,2,1,72.351752769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,72.351752769,20250731,2,2,2,2
8407610,1,3,2,2,2,3,48.687602154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,146.06280646,,,,,
8407611,1,3,2,2,2,3,85.683893943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.05168183,,,,,
8407612,1,3,2,2,2,3,83.281435577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,249.84430673,,,,,
8407613,1,4,2,2,2,4,123.89266277,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,495.57065106,,,,,
8407614,1,2,1,2,2,2,89.485092646,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,178.97018529,,,,,
8407615,1,2,1,2,2,2,63.709571923,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,127.41914385,,,,,
8407616,1,3,2,2,2,3,85.683893943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,257.05168183,,,,,
8407617,1,4,2,2,2,4,111.42021332,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,445.68085328,,,,,
8407618,1,2,1,2,3,2,6.1585355371,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,12.317071074,,,,,
8407619,1,2,2,2,1,2,8.4746343798,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.29,0,16.94926876,,,,,
8407620,1,3,2,2,1,3,9.2488077089,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.29,0,27.746423127,,,,,
8407621,1,4,1,2,1,4,9.8571902982,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.48,1,39.428761193,,,,,
8407622,1,2,1,2,1,2,9.9496829358,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.34,1,19.899365872,,,,,
8407623,1,1,1,2,1,1,10.923017235,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,10.923017235,20250731,2,2,2,2
8407624,1,1,1,2,1,1,10.923017235,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.24,0,10.923017235,20250731,2,2,2,2
8407625,1,4,2,2,1,4,10.483315967,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.44,1,41.933263868,,,,,
8407626,1,3,2,2,1,3,6.5388825267,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,19.61664758,,,,,
8407627,1,3,2,2,1,3,40.765808389,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0.38,1,122.29742517,,,,,
8407628,1,1,1,2,1,1,6.5388825267,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.34,1,6.5388825267,20250731,1,2,2,2
8407629,1,3,2,2,1,3,6.5388825267,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,19.61664758,,,,,
8407630,1,2,2,2,1,2,6.5388825267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09,0,13.077765053,,,,,
8407631,1,3,2,2,1,3,5.1376934138,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,15.413080241,,,,,
8407632,1,2,1,2,1,2,5.1376934138,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,10.275386828,,,,,
8407633,1,1,1,2,1,1,5.1376934138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,5.1376934138,20250731,1,2,1,2
8407634,1,1,1,2,1,1,5.1376934138,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,5.1376934138,20250731,1,2,2,2
8407636,1,1,1,2,1,1,5.6047564514,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.18,0,5.6047564514,20250731,1,2,2,2
8407637,1,2,1,2,1,2,5.6047564514,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,11.209512903,,,,,
8407638,1,3,2,6,1,3,5.6047564514,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,16.814269354,,,,,
8407639,1,1,1,2,1,1,5.6047564514,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,5.6047564514,20250731,2,2,2,2
8407640,1,1,1,2,1,1,5.6047564514,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,5.6047564514,20250731,2,2,2,2
8407641,1,2,1,2,1,2,5.6047564514,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,11.209512903,,,,,
8407643,1,1,1,2,1,1,5.6047564514,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,5.6047564514,20250731,1,2,2,2
8407645,1,4,3,2,1,4,30.265684838,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,121.06273935,,,,,
8407647,1,3,1,2,1,3,5.6047564514,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.38,1,16.814269354,,,,,
8407648,1,1,1,2,3,1,5.6047564514,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,5.6047564514,20250731,2,2,2,2
8407649,1,1,1,2,1,1,5.6047564514,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.32,0,5.6047564514,20250731,1,2,2,2
8407650,1,2,1,2,1,2,12.60374306,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,25.207486119,,,,,
8407651,1,2,2,2,1,2,5.6047564514,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,11.209512903,,,,,
8407652,1,2,1,2,3,2,5.6047564514,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,11.209512903,,,,,
8407653,1,2,1,2,1,2,12.60374306,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,25.207486119,,,,,
8407654,1,1,1,2,1,1,5.6047564514,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28,0,5.6047564514,20250731,2,2,2,2
8407655,1,2,2,2,1,2,12.60374306,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,25.207486119,,,,,
8407656,1,1,1,2,1,1,5.6047564514,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.22,0,5.6047564514,20250731,1,2,2,2
8407657,1,4,2,2,1,4,20.231515285,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0.48,1,80.926061139,,,,,
8407678,1,4,2,2,1,4,4.3326579115,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0.37,1,17.330631646,,,,,
8407679,1,4,2,2,1,4,4.3326579115,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.39,1,17.330631646,,,,,
8407680,1,2,1,2,1,2,4.3326579115,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,8.6653158229,,,,,
8407681,1,1,1,2,1,1,4.3326579115,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,4.3326579115,20250731,1,2,2,2
8407682,1,2,1,2,1,2,4.3326579115,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,8.6653158229,,,,,
8407683,1,3,3,2,1,3,4.3326579115,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,12.997973734,,,,,
8407684,1,1,1,2,1,1,4.3326579115,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,4.3326579115,20250731,1,2,2,2
8407685,1,1,1,2,1,1,4.3326579115,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.32,0,4.3326579115,20250731,1,2,2,2
8407686,1,2,1,2,1,2,4.3326579115,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,8.6653158229,,,,,
8407687,1,3,2,2,1,3,4.3326579115,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,12.997973734,,,,,
8407688,1,2,1,2,3,2,11.965052132,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.23,0,23.930104265,,,,,
8407689,1,4,2,5,1,4,15.229590676,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.28,0,60.918362704,,,,,
8407690,1,1,1,1,1,1,16.839718042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.839718042,20250731,1,2,2,2
8407691,1,4,3,1,1,4,15.227936122,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.2,0,60.911744486,,,,,
8407692,1,7,2,1,1,7,18.141549303,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,126.99084512,,,,,
8407693,1,3,2,1,1,3,20.499840021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,61.499520063,,,,,
8407694,1,1,1,1,1,1,10.630193302,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,10.630193302,20250731,1,2,2,2
8407695,1,3,3,1,1,3,14.278642829,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,42.835928488,,,,,
8407696,1,3,2,1,1,3,12.690766697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,38.072300091,,,,,
8407697,1,2,2,2,3,2,8.5658186406,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,17.131637281,,,,,
8407698,1,3,1,2,1,3,14.333251233,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.28,0,42.9997537,,,,,
8407699,1,1,1,1,1,1,12.428323515,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,12.428323515,20250731,1,2,2,2
8407700,1,1,1,1,1,1,12.428323515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,12.428323515,20250731,1,2,2,2
8407701,1,1,1,1,1,1,10.630193302,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,10.630193302,20250731,1,2,2,2
8407702,1,1,1,1,3,1,17.92331729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,17.92331729,20250731,2,2,2,2
8407703,1,1,1,1,1,1,12.428323515,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,12.428323515,20250731,2,2,2,2
8407704,1,1,1,1,1,1,14.571789678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.571789678,20250731,1,2,1,2
8407705,1,2,1,2,3,2,14.522024779,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.32,0,29.044049559,,,,,
8407706,1,2,1,1,1,2,12.333262797,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,24.666525593,,,,,
8407707,1,2,1,1,1,2,19.503533177,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.15,0,39.007066355,,,,,
8407708,1,1,1,2,3,1,12.428323515,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,12.428323515,20250731,1,2,2,2
8407709,1,1,1,1,1,1,14.621557077,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,14.621557077,20250731,1,2,2,2
8407710,1,1,1,1,1,1,21.086255636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.086255636,20250731,1,2,2,1
8407711,1,1,1,1,1,1,19.621932328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.621932328,20250731,1,2,1,2
8407712,1,2,2,1,3,2,17.599147783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,35.198295566,,,,,
8407713,1,1,1,1,1,1,14.95235981,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,14.95235981,20250731,2,2,2,2
8407714,1,4,1,1,1,4,22.923487123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,91.693948493,,,,,
8407715,1,6,5,1,1,6,14.450845017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,86.705070102,,,,,
8407716,1,2,1,1,1,2,11.243411878,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,22.486823755,,,,,
8407717,1,1,1,1,1,1,11.185950994,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,11.185950994,20250731,1,2,2,2
8407718,1,5,3,1,1,5,12.370380359,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,61.851901795,,,,,
8407719,1,3,2,1,3,3,15.126928509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.380785527,,,,,
8407720,1,1,1,1,1,1,15.774755637,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,15.774755637,20250731,2,2,2,2
8407721,1,5,2,1,1,5,19.152253208,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,95.761266038,,,,,
8407722,1,1,1,1,1,1,17.92331729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92331729,20250731,1,2,2,2
8407723,1,2,1,1,1,2,12.507443385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,25.01488677,,,,,
8407724,1,1,1,2,3,1,10.285727381,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,10.285727381,20250731,2,2,2,2
8407726,1,1,1,1,1,1,15.078480736,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,15.078480736,20250731,1,2,1,2
8407727,1,1,1,1,1,1,16.24617453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,16.24617453,20250731,2,2,2,2
8407729,1,3,3,1,1,3,12.364117576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,37.092352727,,,,,
8407730,1,1,1,1,1,1,15.469401669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.469401669,20250731,1,2,1,2
8407731,1,1,1,1,1,1,11.185950994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,11.185950994,20250731,1,2,2,1
8407732,1,1,1,1,10,1,19.621932328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.621932328,20250731,1,2,1,2
8407733,1,1,1,1,1,1,18.011047845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.011047845,20250731,1,1,2,2
8407734,1,1,1,1,3,1,10.938475465,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4,1,10.938475465,20250731,2,2,2,2
8407735,1,3,3,1,3,3,17.577387498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,52.732162495,,,,,
8407736,1,3,2,1,3,3,24.452260928,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,73.356782785,,,,,
8407737,1,2,2,1,3,2,17.222538199,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,34.445076397,,,,,
8407738,1,1,1,1,1,1,21.086255636,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,21.086255636,20250731,1,2,2,2
8407739,1,1,1,1,3,1,14.991009866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,14.991009866,20250731,1,2,2,2
8407740,1,1,1,1,3,1,13.538478775,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,13.538478775,20250731,2,2,2,2
8407741,1,7,4,1,1,7,127.89093274,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,895.23652919,,,,,
8407742,1,2,1,1,1,2,72.925172912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.85034582,,,,,
8407743,1,2,2,1,1,2,127.61708817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,255.23417635,,,,,
8407744,1,4,3,1,1,4,134.17640442,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,536.70561767,,,,,
8407745,1,2,2,1,1,2,80.961481195,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,161.92296239,,,,,
8407746,1,1,1,1,1,1,78.910665979,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,78.910665979,20250731,1,2,2,2
8407747,1,2,2,1,1,2,75.008291027,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,150.01658205,,,,,
8407748,1,2,1,1,1,2,134.03617559,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,268.07235118,,,,,
8407749,1,7,2,1,1,7,181.88066633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09,0,1273.1646643,,,,,
8407750,1,3,3,1,1,3,137.13221305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,411.39663916,,,,,
8407751,1,1,1,1,1,1,139.09778611,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,139.09778611,20250731,2,2,2,2
8407752,1,1,1,1,1,1,85.635007151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,85.635007151,20250731,1,1,1,1
8407753,1,6,3,1,1,6,112.8313285,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,676.98797103,,,,,
8407754,1,1,1,1,1,1,85.635007151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.635007151,20250731,1,2,1,2
8407755,1,2,2,1,1,2,82.142929554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.28585911,,,,,
8407756,1,1,1,1,1,1,67.811562645,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,67.811562645,20250731,2,2,2,2
8407757,1,1,1,1,1,1,67.811562645,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,67.811562645,20250731,1,2,2,2
8407758,1,3,1,1,1,3,120.68133816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,362.04401447,,,,,
8407759,1,3,1,1,1,3,79.07443497,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0,237.22330491,,,,,
8407760,1,1,1,1,1,1,67.811562645,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,67.811562645,20250731,1,2,2,2
8407761,1,2,2,1,1,2,134.32033375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,268.6406675,,,,,
8407762,1,1,1,1,1,1,151.12132245,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,151.12132245,20250731,2,2,2,2
8407763,1,3,2,1,1,3,242.8342489,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,728.5027467,,,,,
8407764,1,1,1,1,1,1,151.12132245,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,151.12132245,20250731,2,2,2,2
8407765,1,1,1,1,1,1,216.6602657,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,216.6602657,20250731,1,2,2,2
8407766,1,3,2,1,1,3,233.60833842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,700.82501526,,,,,
8407767,1,2,2,1,1,2,169.01461923,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,338.02923846,,,,,
8407768,1,3,2,1,1,3,171.83227689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,515.49683066,,,,,
8407769,1,6,2,2,1,6,325.17590239,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.19,0,1951.0554144,,,,,
8407770,1,2,2,1,1,2,169.01461923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.02923846,,,,,
8407771,1,1,1,1,1,1,290.36100827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,290.36100827,20250731,1,2,1,2
8407772,1,1,1,1,1,1,243.86486058,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,243.86486058,20250731,1,1,2,2
8407773,1,2,1,1,1,2,226.50786979,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,453.01573958,,,,,
8407774,1,1,1,1,1,1,202.52785815,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,202.52785815,20250731,2,2,2,2
8407775,1,2,2,1,1,2,180.0117221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,360.0234442,,,,,
8407776,1,3,1,1,1,3,273.61346822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09,0,820.84040466,,,,,
8407777,1,3,2,1,1,3,346.57164878,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.2,0,1039.7149463,,,,,
8407778,1,2,1,1,1,2,303.33472275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.66944551,,,,,
8407779,1,3,2,1,1,3,346.57164878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1039.7149463,,,,,
8407780,1,2,1,1,1,2,226.50786979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.01573958,,,,,
8407781,1,3,2,2,2,3,54.51047367,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,163.53142101,,,,,
8407782,1,3,2,2,2,3,37.026541949,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3,0,111.07962585,,,,,
8407783,1,1,2,2,2,1,37.026541949,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,37.026541949,20250731,2,2,2,2
8407784,1,1,1,2,2,1,83.626544294,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,83.626544294,20250731,2,2,2,2
8407785,1,1,1,2,2,1,67.853203557,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,67.853203557,20250731,2,2,2,2
8407786,1,1,1,3,2,1,67.853203557,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,67.853203557,20250731,1,2,2,2
8407787,1,2,1,2,2,2,37.026541949,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,74.053083899,,,,,
8407788,1,2,1,2,2,2,37.026541949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,74.053083899,,,,,
8407789,1,1,1,2,2,1,83.626544294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,83.626544294,20250731,1,2,2,2
8407790,1,1,1,2,2,1,67.853203557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,67.853203557,20250731,1,2,2,2
8407791,1,1,1,2,2,1,83.626544294,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,83.626544294,20250731,1,2,2,2
8407792,1,4,2,2,2,4,108.55296307,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,434.21185228,,,,,
8407793,1,1,1,3,2,1,67.853203557,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.48,1,67.853203557,20250731,2,2,2,2
8407794,1,1,1,2,2,1,133.46475769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,133.46475769,20250731,1,2,2,2
8407795,1,4,3,2,2,4,37.026541949,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,148.1061678,,,,,
8407796,1,3,1,2,2,3,51.134858535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,153.40457561,,,,,
8407797,1,4,3,2,2,4,37.026541949,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,148.1061678,,,,,
8407798,1,2,1,2,2,2,37.026541949,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,74.053083899,,,,,
8407799,1,3,2,2,2,3,120.1220278,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.3,0,360.3660834,,,,,
8407800,1,2,1,2,2,2,37.026541949,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,74.053083899,,,,,
8407801,1,1,1,2,2,1,83.626544294,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,83.626544294,20250731,1,2,2,2
8407802,1,1,2,2,2,1,37.026541949,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,37.026541949,20250731,2,2,2,2
8407803,1,3,1,2,2,3,51.134858535,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,153.40457561,,,,,
8407804,1,3,3,2,2,3,136.39794929,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,409.19384788,,,,,
8407805,1,3,2,3,2,3,37.026541949,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.19,0,111.07962585,,,,,
8407806,1,3,2,2,2,3,37.026541949,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.45,1,111.07962585,,,,,
8407807,1,1,1,1,1,1,115.96548402,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,115.96548402,20250731,2,2,2,2
8407808,1,3,2,1,1,3,179.26328064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,537.78984191,,,,,
8407809,1,4,3,1,1,4,178.01086918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,712.04347673,,,,,
8407810,1,2,2,1,1,2,127.0292669,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,254.05853381,,,,,
8407811,1,1,1,1,1,1,115.96548402,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,115.96548402,20250731,2,2,2,2
8407812,1,1,1,2,1,1,115.96548402,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,115.96548402,20250731,2,2,2,2
8407813,1,3,2,1,1,3,175.84869227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,527.54607681,,,,,
8407814,1,1,1,1,1,1,115.96548402,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,115.96548402,20250731,1,2,2,2
8407815,1,2,1,2,1,2,129.69620572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,259.39241144,,,,,
8407816,1,5,3,1,1,5,183.58763446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,917.9381723,,,,,
8407817,1,2,2,1,1,2,220.23768588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,440.47537176,,,,,
8407818,1,2,1,1,1,2,196.28138224,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,392.56276448,,,,,
8407823,1,2,2,1,1,2,112.58867422,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,225.17734844,,,,,
8407824,1,3,2,1,1,3,153.75497122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,461.26491367,,,,,
8407825,1,3,2,1,1,3,226.48730092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,679.46190276,,,,,
8407826,1,2,1,1,1,2,141.66977829,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,283.33955659,,,,,
8407827,1,4,3,1,1,4,163.60907807,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,654.43631228,,,,,
8407828,1,2,2,1,1,2,164.61093415,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,329.22186829,,,,,
