DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P5010,P8526,P8530,PERSONAS,FEX_C,logro_educativo,analfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,aseguramiento_salud,barreras_acceso_salud,desempleo_larga_duracion,empleo_formal,acueducto,alcantarillado,pisos,paredes,hacinamiento,IPM,POBRE,FEXP,PERIODO,P1075,P1077S21,P1077S22,P1077S23
8376153,1,2,1,2,1,2,52.094466914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,104.18893383,,,,,
8376154,1,5,3,2,1,5,52.961994921,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.3,0,264.80997461,,,,,
8376155,1,2,1,2,2,2,49.938152256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,99.876304513,,,,,
8376156,1,2,1,2,1,2,72.335309569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,144.67061914,,,,,
8376157,1,5,2,2,2,5,73.863895447,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,369.31947723,,,,,
8376163,1,3,2,1,1,3,106.92689114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15,0,320.78067341,,,,,
8376164,1,3,2,1,1,3,239.20657444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,717.61972331,,,,,
8376165,1,2,1,1,1,2,176.95642859,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,353.91285717,,,,,
8376166,1,7,3,1,1,7,180.23334964,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,1261.6334475,,,,,
8376168,1,1,1,1,1,1,109.89718681,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,109.89718681,20250731,2,2,2,2
8376170,1,2,1,1,1,2,135.31955283,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.3,0,270.63910566,,,,,
8376171,1,6,2,1,1,6,235.3423644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,1412.0541864,,,,,
8376172,1,2,1,1,1,2,135.31955283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,270.63910566,,,,,
8376173,1,3,1,1,1,3,236.17686303,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.29,0,708.53058909,,,,,
8376174,1,3,2,1,1,3,175.65066689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.95200068,,,,,
8376176,1,4,2,1,1,4,231.64590251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,926.58361006,,,,,
8376177,1,2,2,1,2,2,81.824244844,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,163.64848969,,,,,
8376178,1,6,3,1,2,6,170.28113446,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.45,1,1021.6868067,,,,,
8376179,1,2,2,1,2,2,96.229715813,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4,1,192.45943163,,,,,
8376180,1,2,1,1,2,2,169.70505807,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0,339.41011615,,,,,
8376181,1,1,1,1,2,1,115.95358254,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,115.95358254,20250731,2,2,2,2
8376182,1,2,2,1,2,2,136.80416251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,273.60832502,,,,,
8376183,1,1,1,1,2,1,189.11171403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,189.11171403,20250731,1,2,2,2
8376184,1,2,2,6,2,2,159.27977007,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0.52,1,318.55954013,,,,,
8376185,1,2,1,1,1,2,48.262717373,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,96.525434746,,,,,
8376186,1,3,3,1,1,3,75.20712187,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.35,1,225.62136561,,,,,
8376187,1,3,3,1,1,3,87.740568984,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,263.22170695,,,,,
8376188,1,2,1,1,1,2,129.25957369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,258.51914739,,,,,
8376189,1,2,1,1,1,2,56.759553186,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,113.51910637,,,,,
8376190,1,4,2,1,1,4,108.63849565,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.39,1,434.5539826,,,,,
8376191,1,3,2,1,1,3,48.262717373,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.35,1,144.78815212,,,,,
8376192,1,2,2,1,1,2,80.691739267,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,161.38347853,,,,,
8376193,1,1,1,1,1,1,68.393359367,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,68.393359367,20250731,2,2,2,2
8376194,1,2,2,2,2,2,72.584424671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,145.16884934,,,,,
8376195,1,6,2,2,1,6,96.450562108,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.35,1,578.70337265,,,,,
8376196,1,4,2,2,9,4,80.433735374,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,321.7349415,,,,,
8376197,1,4,2,2,2,4,93.367266402,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4,1,373.46906561,,,,,
8376198,1,3,2,2,1,3,104.63538583,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,313.9061575,,,,,
8376199,1,3,1,2,2,3,39.465110932,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,118.3953328,,,,,
8376200,1,5,2,2,1,5,109.07470985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,545.37354927,,,,,
8376201,1,3,1,2,2,3,39.465110932,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,118.3953328,,,,,
8376203,1,2,1,2,1,2,41.494601916,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,82.989203831,,,,,
8376204,1,1,1,2,1,1,39.465110932,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,39.465110932,20250731,2,2,2,2
8376206,1,2,2,2,1,2,69.677102634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,139.35420527,,,,,
8376207,1,4,2,2,2,4,164.84333757,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,659.3733503,,,,,
8376208,1,7,2,6,2,7,211.64402496,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0.42,1,1481.5081748,,,,,
8376209,1,3,1,2,2,3,100.06707197,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.19,0,300.20121592,,,,,
8376210,1,1,1,2,1,1,69.677102634,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,69.677102634,20250731,1,2,2,2
8376211,1,1,1,2,2,1,115.65306573,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,115.65306573,20250731,2,2,2,2
8376212,1,7,2,2,1,7,258.96457552,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.29,0,1812.7520287,,,,,
8376213,1,4,2,2,2,4,154.31336276,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,0,617.25345104,,,,,
8376215,1,3,1,2,1,3,58.332563872,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,174.99769162,,,,,
8376216,1,1,1,2,1,1,49.9792077,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,49.9792077,20250731,2,2,2,2
8376217,1,2,1,1,1,2,44.28336619,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.34,1,88.566732379,,,,,
8376218,1,2,2,1,1,2,93.092726298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,186.1854526,,,,,
8376219,1,1,1,1,1,1,49.9792077,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,49.9792077,20250731,2,2,2,2
8376220,1,4,2,1,1,4,95.652760473,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,382.61104189,,,,,
8376221,1,4,2,1,1,4,82.650051249,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.19,0,330.600205,,,,,
8376223,1,3,2,1,1,3,66.52435819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,199.57307457,,,,,
8376224,1,2,1,1,1,2,46.560635664,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,93.121271327,,,,,
8376225,1,1,1,1,1,1,44.28336619,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,44.28336619,20250731,2,2,2,2
8376226,1,2,1,2,6,2,14.423857275,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,28.84771455,,,,,
8376227,1,2,2,2,6,2,20.24661437,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.49,1,40.49322874,,,,,
8376228,1,3,1,2,6,3,22.823164457,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,68.469493371,,,,,
8376229,1,4,2,2,6,4,46.844604785,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,187.37841914,,,,,
8376230,1,1,1,2,6,1,13.71838989,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,13.71838989,20250731,1,2,2,2
8376231,1,2,2,2,6,2,23.766195237,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.24,0,47.532390475,,,,,
8376232,1,1,1,2,6,1,13.71838989,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,13.71838989,20250731,2,2,2,2
8376233,1,1,1,2,6,1,13.71838989,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,13.71838989,20250731,2,2,2,2
8376234,1,1,1,2,6,1,13.71838989,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,13.71838989,20250731,2,2,2,2
8376235,1,1,1,2,6,1,13.71838989,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.14,0,13.71838989,20250731,1,2,2,2
8376236,1,1,1,2,6,1,15.482884808,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,15.482884808,20250731,1,2,2,2
8376237,1,3,1,2,6,3,21.192081493,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,63.576244479,,,,,
8376238,1,2,1,2,3,2,28.838871684,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.3,0,57.677743369,,,,,
8376239,1,1,1,2,6,1,13.71838989,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,13.71838989,20250731,2,2,2,2
8376240,1,5,1,2,6,5,37.165165543,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.23,0,185.82582771,,,,,
8376241,1,4,1,2,6,4,30.356394238,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.23,0,121.42557695,,,,,
8376242,1,1,1,2,3,1,13.71838989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71838989,20250731,1,2,1,2
8376243,1,2,1,2,6,2,13.71838989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,0,27.43677978,,,,,
8376244,1,3,2,2,6,3,31.857534945,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,95.572604834,,,,,
8376245,1,6,2,2,6,6,55.645286641,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.39,1,333.87171985,,,,,
8376246,1,2,1,2,6,2,18.029821593,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,36.059643187,,,,,
8376247,1,1,1,2,6,1,28.462970396,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,28.462970396,20250731,1,2,2,2
8376248,1,2,1,2,6,2,34.915308996,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.29,0,69.830617993,,,,,
8376249,1,2,1,2,6,2,18.029821593,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.38,1,36.059643187,,,,,
8376250,1,1,1,2,6,1,28.462970396,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,28.462970396,20250731,1,2,2,2
8376251,1,3,1,2,6,3,28.528955571,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,85.586866714,,,,,
8376252,1,1,1,2,6,1,17.147987363,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.18,0,17.147987363,20250731,1,2,2,2
8376253,1,1,1,1,1,1,1479.9886865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,1479.9886865,20250731,2,2,2,2
8376254,1,2,2,1,1,2,1660.394595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,3320.78919,,,,,
8376255,1,6,3,1,1,6,2677.6351497,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.4,1,16065.810898,,,,,
8376256,1,2,1,1,1,2,1247.3612676,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,2494.7225352,,,,,
8376257,1,3,3,1,1,3,845.18482852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2535.5544856,,,,,
8376258,1,1,1,1,1,1,1138.7668355,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,1138.7668355,20250731,2,2,2,2
8376260,1,3,1,1,1,3,1092.4229907,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.39,1,3277.2689722,,,,,
8376263,1,4,3,1,1,4,2056.1687881,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,8224.6751525,,,,,
8376264,1,4,2,1,1,4,1778.6725684,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,7114.6902734,,,,,
8376265,1,3,2,1,1,3,2029.5039785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6088.5119356,,,,,
8376266,1,2,1,1,1,2,1111.2854929,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,2222.5709859,,,,,
8376267,1,2,1,1,1,2,1230.0368055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2460.0736111,,,,,
8376269,1,1,1,1,1,1,1825.8712804,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,1825.8712804,20250731,1,2,2,2
8376270,1,3,2,1,1,3,2035.3769314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,6106.1307943,,,,,
8376271,1,2,2,1,1,2,1471.713391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943.4267821,,,,,
8376272,1,1,1,1,1,1,1096.5902861,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,1096.5902861,20250731,1,2,2,2
8376273,1,3,2,1,1,3,1469.7711767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,4409.3135302,,,,,
8376274,1,2,2,1,1,2,831.57417839,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,1663.1483568,,,,,
8376277,1,1,1,1,1,1,1096.5902861,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,1096.5902861,20250731,2,2,2,2
8376278,1,3,2,1,1,3,1251.3050956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,3753.9152867,,,,,
8376279,1,2,2,1,1,2,1216.2472662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2432.4945324,,,,,
8376283,1,2,1,1,1,2,1237.7077318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475.4154636,,,,,
8376284,1,3,2,1,1,3,662.33036995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1986.9911098,,,,,
8376286,1,2,2,1,1,2,1350.2266165,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,2700.453233,,,,,
8376287,1,2,1,1,1,2,1230.0368055,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,0,2460.0736111,,,,,
8376288,1,4,2,1,1,4,1176.3679209,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,4705.4716838,,,,,
8376289,1,4,4,1,1,4,1682.3781,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,6729.5123999,,,,,
8376291,1,3,2,1,1,3,1045.8330335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3137.4991005,,,,,
8376294,1,4,2,1,1,4,1797.3713763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,7189.4855053,,,,,
8376295,1,5,4,1,1,5,1269.2032618,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,6346.0163091,,,,,
8376296,1,2,2,1,1,2,1308.6326925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2617.2653849,,,,,
8376299,1,2,2,1,10,2,1132.7623813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.5247626,,,,,
8376300,1,1,1,1,1,1,1311.8081539,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1311.8081539,20250731,1,2,2,2
8376304,1,1,1,1,1,1,1505.9022175,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,1505.9022175,20250731,1,2,2,2
8376305,1,4,2,1,1,4,2085.1289119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8340.5156476,,,,,
8376306,1,2,2,1,1,2,1279.551966,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,2559.1039319,,,,,
8376307,1,2,2,1,1,2,2429.0014236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4858.0028473,,,,,
8376308,1,4,3,1,1,4,1127.246592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508.9863682,,,,,
8376309,1,4,3,1,1,4,3107.8575567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,12431.430227,,,,,
8376310,1,1,1,1,1,1,1472.4377238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,1472.4377238,20250731,2,2,2,2
8376311,1,3,3,1,1,3,1631.4851415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,4894.4554244,,,,,
8376312,1,2,2,1,1,2,1631.9643251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263.9286502,,,,,
8376313,1,1,1,1,1,1,1926.4393553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,1926.4393553,20250731,1,1,2,2
8376314,1,2,2,1,1,2,1631.9643251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263.9286502,,,,,
8376316,1,1,3,1,1,1,1472.4377238,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,1472.4377238,20250731,1,2,2,2
8376317,1,3,3,1,1,3,1459.8559448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,4379.5678345,,,,,
8376318,1,5,3,1,1,5,24.682232739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0,123.41116369,,,,,
8376319,1,5,2,1,1,5,4.8396534782,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,0,24.198267391,,,,,
8376324,1,1,1,2,2,1,7.6229874363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,7.6229874363,20250731,1,2,2,2
8376327,1,2,1,2,2,2,9.1475849235,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,18.295169847,,,,,
8376329,1,1,1,1,1,1,4.8396534782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,4.8396534782,20250731,2,2,2,2
8376330,1,3,1,1,1,3,4.8396534782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,14.518960434,,,,,
8376333,1,4,3,1,1,4,24.682232739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0,98.728930955,,,,,
8376334,1,3,2,2,2,3,9.1475849235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,27.442754771,,,,,
8376338,1,7,3,1,1,7,24.682232739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,172.77562917,,,,,
8376341,1,3,2,1,1,3,24.682232739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.046698216,,,,,
8376342,1,3,2,2,2,3,7.6229874363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,22.868962309,,,,,
8376343,1,2,2,2,2,2,7.6229874363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,15.245974873,,,,,
8376345,1,4,2,1,1,4,5.2796219762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,21.118487905,,,,,
8376346,1,2,1,1,1,2,16.733905025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.467810051,,,,,
8376347,1,4,2,1,1,4,5.2796219762,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0,21.118487905,,,,,
8376348,1,2,2,2,4,2,7.6229874363,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,15.245974873,,,,,
8376349,1,3,2,2,4,3,7.6229874363,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,22.868962309,,,,,
8376350,1,2,1,2,2,2,7.6229874363,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,15.245974873,,,,,
8376351,1,3,2,2,3,3,30.939108671,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,92.817326013,,,,,
8376353,1,3,2,1,1,3,5.2796219762,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,15.838865929,,,,,
8376354,1,3,2,1,1,3,5.2796219762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.838865929,,,,,
8376355,1,3,2,1,1,3,5.2796219762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.838865929,,,,,
8376356,1,2,3,2,4,2,7.6229874363,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.34,1,15.245974873,,,,,
8376358,1,2,2,2,2,2,7.6229874363,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,15.245974873,,,,,
8376359,1,2,2,2,4,2,7.6229874363,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,15.245974873,,,,,
8376360,1,3,1,2,4,3,7.6229874363,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,22.868962309,,,,,
8376361,1,2,1,2,2,2,7.6229874363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.245974873,,,,,
8376362,1,3,2,1,1,3,26.926072079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.778216236,,,,,
8376363,1,3,2,1,1,3,14.165439859,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.25,0,42.496319576,,,,,
8376364,1,2,2,2,4,2,7.6229874363,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,15.245974873,,,,,
8376365,1,1,1,1,1,1,5.2796219762,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,5.2796219762,20250731,1,2,2,2
8376366,1,2,2,2,4,2,7.6229874363,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,15.245974873,,,,,
8376367,1,5,3,2,4,5,38.877235925,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.14,0,194.38617962,,,,,
8376368,1,1,1,1,1,1,5.2796219762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,5.2796219762,20250731,2,2,2,2
8376369,1,1,1,1,1,1,5.2796219762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,5.2796219762,20250731,2,2,2,2
8376370,1,3,1,2,4,3,38.877235925,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.19,0,116.63170777,,,,,
8376372,1,4,3,1,1,4,1044.5767143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178.3068571,,,,,
8376373,1,2,2,1,1,2,948.74692487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1897.4938497,,,,,
8376374,1,2,2,1,1,2,690.97940751,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1381.958815,,,,,
8376375,1,3,3,1,1,3,910.68673488,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,2732.0602046,,,,,
8376376,1,2,1,1,1,2,392.12656842,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,784.25313684,,,,,
8376377,1,2,1,1,1,2,392.12656842,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,784.25313684,,,,,
8376378,1,2,1,1,1,2,392.12656842,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,784.25313684,,,,,
8376380,1,4,3,1,1,4,1101.6628646,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,4406.6514584,,,,,
8376381,1,3,3,1,1,3,905.066369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2715.199107,,,,,
8376382,1,2,1,1,1,2,408.80115696,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.18,0,817.60231391,,,,,
8376384,1,6,3,1,1,6,652.20700573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,3913.2420344,,,,,
8376385,1,2,1,1,1,2,1199.7956011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2399.5912022,,,,,
8376386,1,2,2,1,1,2,767.38903448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534.778069,,,,,
8376387,1,5,4,1,1,5,425.67330029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128.3665014,,,,,
8376388,1,3,2,1,1,3,364.46933219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.4079966,,,,,
8376389,1,3,2,1,1,3,518.37316825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1555.1195047,,,,,
8376390,1,5,3,1,1,5,1270.4869664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15,0,6352.4348321,,,,,
8376391,1,2,2,1,1,2,364.46933219,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,728.93866438,,,,,
8376392,1,4,2,1,1,4,1133.7139272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,4534.8557089,,,,,
8376393,1,3,2,1,1,3,532.81849336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1598.4554801,,,,,
8376394,1,4,3,1,1,4,655.14620743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,2620.5848297,,,,,
8376395,1,3,3,1,1,3,927.47998282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2782.4399485,,,,,
8376396,1,2,1,1,1,2,647.46761546,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,0,1294.9352309,,,,,
8376397,1,3,2,1,1,3,1183.7521285,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,3551.2563855,,,,,
