DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8400742,3,1,3,1,2,3,101.446144386852,2,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400743,1,1,1,1,74,1,114.673660304982,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8400744,1,1,1,1,41,1,138.469351529992,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400744,2,1,2,2,33,2,138.469351529992,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,1,NA,NA,2,2,,,,,4,1
8400744,3,1,3,1,15,3,138.469351529992,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8400744,4,1,4,2,11,3,138.469351529992,1,2,NA,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400745,1,1,1,1,42,1,163.692730053838,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400745,2,1,2,2,40,2,163.692730053838,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8400745,3,1,3,1,13,3,163.692730053838,1,2,NA,NA,NA,NA,1,NA,NA,3,8,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8400745,4,1,4,2,6,3,163.692730053838,1,2,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400746,1,1,1,1,60,1,120.341636104562,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400746,2,1,2,2,55,2,120.341636104562,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400746,3,1,3,1,7,4,120.341636104562,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400747,1,1,1,1,60,1,75.1959197924821,1,1,1,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400747,2,1,2,2,60,2,75.1959197924821,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400748,1,1,1,1,31,1,131.98144097972,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400749,1,1,1,2,75,1,75.1959197924821,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8400749,2,1,2,1,73,2,75.1959197924821,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8400751,1,1,1,1,73,1,61.968403874353,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400751,2,1,2,2,62,2,61.968403874353,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400751,3,1,3,2,40,3,61.968403874353,1,1,1,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400751,4,1,4,1,6,4,61.968403874353,1,2,NA,NA,NA,NA,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400752,1,1,1,2,66,1,75.3071580149377,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8400752,2,1,2,1,65,2,75.3071580149377,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400752,3,1,3,1,44,3,75.3071580149377,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400752,4,1,4,1,60,7,75.3071580149377,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400753,1,1,1,2,38,1,108.659634118145,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,2,1
8400753,2,1,2,1,13,3,108.659634118145,1,2,NA,NA,NA,NA,1,NA,NA,3,8,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8400754,1,1,1,2,76,1,83.7941910186234,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8400755,1,1,1,1,82,1,83.905429241079,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400755,2,1,2,2,77,2,83.905429241079,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8400755,3,1,3,1,52,3,83.905429241079,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400756,1,1,1,1,72,1,75.1959197924821,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400756,2,1,2,2,68,2,75.1959197924821,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400757,1,1,1,1,56,1,106.07538907884,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8400757,2,1,2,1,60,7,106.07538907884,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400762,1,1,1,1,62,1,101.693068258052,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8400763,1,1,1,1,74,1,101.693068258052,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400765,1,1,1,1,30,1,145.163378638475,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400765,2,1,2,2,33,2,145.163378638475,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400765,3,1,3,1,12,3,145.163378638475,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,2,2,2,NA,NA,NA,1,1,2,2,2,3,
8400765,4,1,4,2,0,3,145.163378638475,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400766,1,1,1,2,51,1,107.446573715943,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400766,2,1,2,1,55,2,107.446573715943,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8400766,3,1,3,1,21,3,107.446573715943,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400766,4,1,4,2,21,8,107.446573715943,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400767,1,1,1,1,81,1,101.693068258052,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400768,1,1,1,1,86,1,101.693068258052,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8400769,1,1,1,2,60,1,179.587187689993,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400769,2,1,2,1,16,3,179.587187689993,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400769,3,1,3,1,25,3,179.587187689993,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400769,4,1,4,2,23,8,179.587187689993,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400769,5,1,5,1,0,4,179.587187689993,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400770,1,1,1,2,61,1,140.779812748186,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400770,2,1,2,2,21,3,140.779812748186,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400770,3,1,3,1,33,8,140.779812748186,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400770,4,1,4,1,1,4,140.779812748186,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400771,1,1,1,1,68,1,66.684047442512,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400771,2,1,2,2,83,2,66.684047442512,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8400772,1,1,1,2,70,1,114.344434131562,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400772,2,1,2,1,8,4,114.344434131562,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400773,1,1,1,2,76,1,82.0326577238136,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8400773,2,1,2,1,37,3,82.0326577238136,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400774,1,1,1,2,24,1,209.145150032275,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400774,2,1,2,1,9,3,209.145150032275,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400774,3,1,3,2,5,3,209.145150032275,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8400775,1,1,1,1,32,1,104.083433775273,9,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400775,2,1,2,2,40,2,104.083433775273,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400775,3,1,3,1,16,3,104.083433775273,1,2,NA,NA,NA,NA,1,NA,NA,4,10,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8400776,1,1,1,1,60,1,107.763992305713,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400776,2,1,2,2,58,2,107.763992305713,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400776,3,1,3,2,9,4,107.763992305713,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400777,1,1,1,1,21,1,96.3598053806208,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400777,2,1,2,2,28,2,96.3598053806208,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400778,1,1,1,1,65,1,66.684047442512,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400778,2,1,2,2,67,2,66.684047442512,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400779,1,1,1,1,40,1,105.311463635868,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8400779,2,1,2,2,37,2,105.311463635868,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400779,3,1,3,1,5,3,105.311463635868,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400780,1,1,1,1,78,1,66.684047442512,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400780,2,1,2,2,67,2,66.684047442512,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400781,1,1,1,1,40,1,117.041678539354,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400782,1,1,1,2,28,1,65.2760588334666,1,1,8,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400782,2,1,2,1,31,14,65.2760588334666,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400783,1,1,1,1,63,1,101.693068258052,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400784,1,1,1,1,28,1,218.176810397987,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400784,2,1,2,2,32,2,218.176810397987,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400784,3,1,3,2,8,3,218.176810397987,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400784,4,1,4,2,6,3,218.176810397987,1,2,NA,NA,NA,NA,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400784,5,1,5,1,5,3,218.176810397987,1,2,NA,NA,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400784,6,1,6,1,2,3,218.176810397987,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400785,1,1,1,2,31,1,218.176810397987,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400785,2,1,2,1,32,2,218.176810397987,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400785,3,1,3,1,13,3,218.176810397987,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8400785,4,1,4,1,11,3,218.176810397987,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400785,5,1,5,1,8,3,218.176810397987,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8400785,6,1,6,2,3,3,218.176810397987,1,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400786,1,1,1,2,54,1,96.4584518886244,1,1,1,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400786,2,1,2,1,62,2,96.4584518886244,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400786,3,1,3,1,27,3,96.4584518886244,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400786,4,1,4,1,23,3,96.4584518886244,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400787,1,1,1,1,47,1,141.506934219215,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400787,2,1,2,2,38,2,141.506934219215,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400787,3,1,3,2,19,3,141.506934219215,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,2,2,2,1,12,2,2,,,,,2,1
8400787,4,1,4,1,14,3,141.506934219215,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8400787,5,1,5,2,10,3,141.506934219215,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8400789,1,1,1,1,29,1,65.2760588334666,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400789,2,1,2,2,26,2,65.2760588334666,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400790,1,1,1,1,37,1,162.491254362581,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400790,2,1,2,2,31,2,162.491254362581,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400790,3,1,3,2,14,3,162.491254362581,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,NA,1,2,2,1,1,3,
8400790,4,1,4,2,13,3,162.491254362581,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8400790,5,1,5,2,11,3,162.491254362581,1,2,NA,NA,NA,NA,1,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400790,6,1,6,2,4,3,162.491254362581,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8400791,1,1,1,2,32,1,76.264180660785,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400791,2,1,2,2,13,3,76.264180660785,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,2,2,2,NA,NA,NA,1,2,2,1,1,3,
8400792,1,1,1,1,30,1,317.194992475572,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400792,2,1,2,2,37,2,317.194992475572,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400792,3,1,3,1,17,3,317.194992475572,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8400792,4,1,4,1,6,3,317.194992475572,1,2,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8400793,1,1,1,1,30,1,404.753270849625,1,2,NA,NA,NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400793,2,1,2,2,28,2,404.753270849625,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400793,3,1,3,2,5,3,404.753270849625,1,2,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,,
8400794,1,1,1,2,23,1,191.79509080692,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8400795,1,1,1,1,48,1,266.592830094659,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400795,2,1,2,2,46,2,266.592830094659,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400795,3,1,3,1,21,3,266.592830094659,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400795,4,1,4,1,23,3,266.592830094659,1,1,1,NA,NA,NA,1,NA,NA,7,5,NA,NA,NA,NA,NA,NA,2,1,2,1,2,,1,1
8400796,1,1,1,1,65,1,142.520335103304,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,1
8400797,1,1,1,1,29,1,186.701761945736,1,2,NA,NA,NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400798,1,1,1,1,37,1,341.297488653936,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400798,2,1,2,2,34,2,341.297488653936,1,2,NA,NA,NA,NA,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400798,3,1,3,1,10,3,341.297488653936,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,1
8400799,1,1,1,2,37,1,230.796792471041,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400799,2,1,2,1,38,2,230.796792471041,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400800,1,1,1,1,67,1,138.448325528924,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8400801,1,1,1,1,64,1,167.40483805785,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400801,2,1,2,1,79,13,167.40483805785,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,2
8400802,1,1,1,2,67,1,244.63769675849,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400802,2,1,2,1,19,4,244.63769675849,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400802,3,1,3,1,66,7,244.63769675849,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,
8400804,1,1,1,1,77,1,105.872248933883,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8400805,1,1,1,1,59,1,283.046113077407,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400805,2,1,2,2,61,2,283.046113077407,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400805,3,1,3,1,33,3,283.046113077407,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400806,1,1,1,2,24,1,295.518907017005,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400806,2,1,2,2,27,7,295.518907017005,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400807,1,1,1,2,60,1,148.973446720915,1,2,NA,NA,NA,NA,1,13,2,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,4,1
8400808,1,1,1,1,19,1,214.750944062432,1,2,NA,NA,NA,NA,1,NA,NA,7,2,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8400808,2,1,2,2,19,7,214.750944062432,1,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,2,2,2,1,3,2,2,,,,,4,1
8400809,1,1,1,1,46,1,296.541504162919,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400809,2,1,2,2,41,2,296.541504162919,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8400809,3,1,3,2,16,3,296.541504162919,1,2,NA,NA,NA,NA,1,NA,NA,4,11,2,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8400809,4,1,4,1,13,3,296.541504162919,1,2,NA,NA,NA,NA,1,NA,NA,3,8,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8400809,5,1,5,1,11,3,296.541504162919,1,2,NA,NA,NA,NA,1,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8400810,1,1,1,2,49,1,216.713865145804,1,2,NA,NA,NA,NA,1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400810,2,1,2,2,22,3,216.713865145804,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8400811,1,1,1,2,34,1,173.126758291256,1,2,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,NA,NA,NA,2,1,1,2,2,,3,1
8400812,1,1,1,1,46,1,314.156995053584,1,2,NA,NA,NA,NA,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400812,2,1,2,2,46,2,314.156995053584,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,,,,,1,1
8400812,3,1,3,2,17,3,314.156995053584,1,2,NA,NA,NA,NA,1,NA,NA,4,10,2,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8400813,1,1,1,2,53,1,171.201246210859,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400813,2,1,2,1,21,3,171.201246210859,1,2,NA,NA,NA,NA,1,NA,NA,5,2,2,NA,NA,NA,NA,NA,1,1,1,2,2,,1,1
8400814,1,1,1,1,24,1,138.90573761017,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400815,1,1,1,1,74,1,379.551061872401,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400815,2,1,2,2,63,2,379.551061872401,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400815,3,1,3,2,44,3,379.551061872401,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400815,4,1,4,1,25,4,379.551061872401,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8400815,5,1,5,2,23,4,379.551061872401,1,1,1,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8400816,1,1,1,1,60,1,202.995765649316,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8400816,2,1,2,2,80,5,202.995765649316,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
