DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P6020,P6040,P6051,FEX_C,P6090,P5665,P8563,P51,P55,P774,P6160,P8587,P8587S1,P1088,P1088S1,P6180,P6250,P6260,P6270,P6351,P7250,P6920,P8586,P3336S1,P3336S2,P3336S3,P3337,P6240,P1082S2
8409876,1,1,1,2,90,1,76.292222161174,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409876,2,1,2,1,52,3,76.292222161174,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409876,3,1,3,2,51,3,76.292222161174,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409876,4,1,4,2,10,4,76.292222161174,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409877,1,1,1,2,94,1,39.6756521137028,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409877,2,1,2,2,68,3,39.6756521137028,1,2,NA,NA,NA,NA,1,4,8,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409877,3,1,3,1,55,3,39.6756521137028,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409877,4,1,4,1,17,4,39.6756521137028,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409878,1,1,1,2,52,1,84.3496746118679,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,2,2,1,NA,NA,2,2,,,,,4,1
8409878,2,1,2,1,56,2,84.3496746118679,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409878,3,1,3,1,18,3,84.3496746118679,1,2,NA,NA,NA,NA,1,NA,NA,7,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409878,4,1,4,2,28,3,84.3496746118679,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409878,5,1,5,1,30,8,84.3496746118679,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409878,6,1,6,2,1,4,84.3496746118679,1,2,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409879,1,1,1,2,57,1,51.7883431431542,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409879,2,1,2,1,55,2,51.7883431431542,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409879,3,1,3,2,25,3,51.7883431431542,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409879,4,1,4,1,12,4,51.7883431431542,1,2,NA,NA,NA,NA,1,NA,NA,3,6,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409880,1,1,1,1,66,1,74.5305215279586,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409880,2,1,2,2,60,2,74.5305215279586,1,2,NA,NA,NA,NA,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409881,1,1,1,2,32,1,118.632263669964,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409881,2,1,2,2,11,3,118.632263669964,1,2,NA,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409881,3,1,3,1,23,7,118.632263669964,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,NA,NA,NA,NA,NA,1,1,1,2,2,,1,1
8409881,4,1,4,1,13,7,118.632263669964,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8409882,1,1,1,2,60,1,84.939892065051,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,2,2,2,1,4,2,2,,,,,2,1
8409883,1,1,1,2,30,1,110.800790482401,1,1,1,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409883,2,1,2,1,26,2,110.800790482401,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409883,3,1,3,1,10,3,110.800790482401,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,1
8409884,1,1,1,1,24,1,112.680610889531,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409885,1,1,1,1,32,1,110.543598808032,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409885,2,1,2,2,37,2,110.543598808032,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409886,1,1,1,2,23,1,91.9110385545693,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409887,1,1,1,2,61,1,84.4432256870798,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409887,2,1,2,1,29,3,84.4432256870798,1,1,6,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409888,1,1,1,1,48,1,148.895459618982,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409888,2,1,2,2,43,2,148.895459618982,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,2,2,2,1,20,2,2,,,,,4,1
8409889,1,1,1,2,39,1,103.23035825816,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409889,2,1,2,1,22,3,103.23035825816,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409889,3,1,3,2,17,3,103.23035825816,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,1,NA,NA,NA,NA,2,1,1,2,2,,3,1
8409889,4,1,4,2,6,3,103.23035825816,1,2,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,,,,,
8409891,1,1,1,1,25,1,120.723261208171,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409891,2,1,2,2,21,2,120.723261208171,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409891,3,1,3,2,0,3,120.723261208171,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409892,1,1,1,2,50,1,81.7125944540792,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409892,2,1,2,2,21,3,81.7125944540792,1,2,NA,NA,NA,NA,1,NA,NA,7,1,2,2,1,NA,NA,NA,2,1,1,2,2,,3,1
8409893,1,1,1,2,38,1,122.105237669821,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409893,2,1,2,1,41,2,122.105237669821,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409893,3,1,3,1,18,3,122.105237669821,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8409893,4,1,4,2,10,3,122.105237669821,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409894,1,1,1,2,50,1,92.3174727942621,1,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409894,2,1,2,1,80,2,92.3174727942621,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409894,3,1,3,1,28,3,92.3174727942621,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409894,4,1,4,2,23,8,92.3174727942621,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409894,5,1,5,1,5,4,92.3174727942621,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,,,,,
8409894,6,1,6,1,3,4,92.3174727942621,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409894,7,1,7,1,10,4,92.3174727942621,1,2,NA,NA,NA,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409895,1,1,1,2,80,1,82.4416599454906,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409896,1,1,1,2,48,1,99.5588776892377,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,8,2,2,,,,,4,1
8409896,2,1,2,1,45,2,99.5588776892377,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409896,3,1,3,1,28,3,99.5588776892377,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409896,4,1,4,2,19,3,99.5588776892377,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409897,1,1,1,2,54,1,102.148109848039,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,2,2,2,1,20,2,2,,,,,4,1
8409897,2,1,2,2,30,3,102.148109848039,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409897,3,1,3,2,8,4,102.148109848039,1,2,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409898,1,1,1,1,55,1,84.9026715326798,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409898,2,1,2,2,49,2,84.9026715326798,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,1,NA,NA,NA,2,2,,,,,4,1
8409899,1,1,1,1,23,1,111.30084830721,1,2,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409900,1,1,1,1,35,1,118.967693206612,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,NA,NA,NA,NA,NA,2,1,1,2,2,,1,1
8409900,2,1,2,2,33,2,118.967693206612,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,6,2,2,,,,,4,1
8409900,3,1,3,1,14,3,118.967693206612,1,2,NA,NA,NA,NA,1,NA,NA,3,8,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409900,4,1,4,2,10,3,118.967693206612,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409900,5,1,5,1,7,3,118.967693206612,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409901,1,1,1,1,45,1,111.150987112722,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409901,2,1,2,2,40,2,111.150987112722,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409901,3,1,3,1,19,3,111.150987112722,1,2,NA,NA,NA,NA,1,NA,NA,7,2,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409902,1,1,1,2,36,1,120.144254277686,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409902,2,1,2,1,28,2,120.144254277686,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,
8409902,3,1,3,2,6,3,120.144254277686,1,2,NA,NA,NA,NA,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409903,1,1,1,2,61,1,92.4673078374989,1,2,NA,NA,NA,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409903,2,1,2,1,22,3,92.4673078374989,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409903,3,1,3,2,20,3,92.4673078374989,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409903,4,1,4,1,16,3,92.4673078374989,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,
8409904,1,1,1,2,42,1,70.4659018073995,1,2,NA,NA,NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409904,2,1,2,2,16,3,70.4659018073995,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8409904,3,1,3,2,14,3,70.4659018073995,1,2,NA,NA,NA,NA,1,NA,NA,4,10,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409905,1,1,1,2,40,1,91.1669442256255,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409905,2,1,2,2,21,3,91.1669442256255,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,8,2,2,,,,,2,1
8409906,1,1,1,1,43,1,131.946329602548,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409907,1,1,1,1,42,1,98.2929114855409,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409907,2,1,2,2,39,2,98.2929114855409,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,2,2,2,1,12,2,2,,,,,4,1
8409907,3,1,3,2,16,3,98.2929114855409,1,2,NA,NA,NA,NA,1,NA,NA,4,11,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8409907,4,1,4,2,12,3,98.2929114855409,1,2,NA,NA,NA,NA,1,NA,NA,3,6,1,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409908,1,1,1,1,58,1,651.728150484571,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409910,1,1,1,2,37,1,1166.25141586161,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409910,2,1,2,1,42,2,1166.25141586161,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409910,3,1,3,2,8,9,1166.25141586161,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409911,1,1,1,2,44,1,537.994868102036,1,2,NA,NA,NA,NA,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409911,2,1,2,1,19,3,537.994868102036,1,2,NA,NA,NA,NA,1,NA,NA,5,1,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409912,1,1,1,2,27,1,1279.52592015592,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409912,2,1,2,2,5,3,1279.52592015592,1,2,NA,NA,NA,NA,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409912,3,1,3,2,0,3,1279.52592015592,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409913,1,1,1,1,81,1,1052.83291382228,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409913,2,1,2,2,70,2,1052.83291382228,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409913,3,1,3,1,52,3,1052.83291382228,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409913,4,1,4,1,38,3,1052.83291382228,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409914,1,1,1,2,53,1,509.112438940675,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409914,2,1,2,1,75,2,509.112438940675,1,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409914,3,1,3,2,84,5,509.112438940675,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409915,1,1,1,2,40,1,425.483201771646,1,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409915,2,1,2,1,16,3,425.483201771646,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,2,1,1,2,2,1,3,1
8409915,3,1,3,2,14,3,425.483201771646,1,2,NA,NA,NA,NA,1,NA,NA,3,9,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409915,4,1,4,1,5,3,425.483201771646,1,2,NA,NA,NA,NA,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409915,5,1,5,1,65,5,425.483201771646,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409915,6,1,6,2,62,5,425.483201771646,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409916,1,1,1,1,72,1,526.635520507683,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,3,2,,,,,6,1
8409917,1,1,1,2,46,1,519.638254337949,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409917,2,1,2,1,55,2,519.638254337949,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409917,3,1,3,2,12,3,519.638254337949,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,1
8409918,1,1,1,1,51,1,713.390281159332,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,NA,NA,1,2,,,,,4,1
8409919,1,1,1,2,50,1,524.254426215046,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409920,1,1,1,1,87,1,808.247162805545,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409920,2,1,2,1,35,3,808.247162805545,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409921,1,1,1,2,61,1,517.912856556799,1,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409922,1,1,1,2,46,1,462.644167207633,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,1,NA,NA,NA,NA,2,2,,,,,4,1
8409922,2,1,2,2,32,3,462.644167207633,1,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409923,1,1,1,2,25,1,453.901891178041,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409923,2,1,2,1,5,3,453.901891178041,1,2,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409923,3,1,3,2,63,5,453.901891178041,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409924,1,1,1,1,75,1,524.123608591497,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,2
8409924,2,1,2,2,80,2,524.123608591497,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409925,1,1,1,2,55,1,517.912856556799,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409926,1,1,1,2,67,1,517.912856556799,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409927,1,1,1,2,75,1,524.123608591497,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409927,2,1,2,1,81,2,524.123608591497,1,1,1,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,6,2
8409928,1,1,1,2,42,1,464.175150808346,1,2,NA,NA,NA,NA,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,1
8409928,2,1,2,1,4,3,464.175150808346,1,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409929,1,1,1,2,77,1,405.869152557084,1,2,NA,NA,NA,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409929,2,1,2,2,42,3,405.869152557084,1,2,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,5,
8409930,1,1,1,2,76,1,460.669856621573,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409931,1,1,1,1,66,1,526.635520507683,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409932,1,1,1,2,31,1,750.12218541463,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409932,2,1,2,2,4,3,750.12218541463,1,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409933,1,1,1,1,52,1,713.390281159332,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,2,2,2,1,16,2,2,,,,,2,1
8409934,1,1,1,2,42,1,353.050655123375,1,2,NA,NA,NA,NA,1,4,9,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409934,2,1,2,1,8,3,353.050655123375,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409934,3,1,3,2,3,3,353.050655123375,1,2,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409935,1,1,1,2,44,1,418.251431529372,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409935,2,1,2,1,53,2,418.251431529372,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,,,,1,2
8409935,3,1,3,1,25,3,418.251431529372,1,2,NA,NA,NA,NA,1,NA,NA,7,4,2,2,2,2,NA,NA,2,1,1,2,2,,3,1
8409935,4,1,4,2,21,3,418.251431529372,1,2,NA,NA,NA,NA,1,NA,NA,7,2,2,2,2,2,NA,NA,2,1,1,2,2,,3,2
8409935,5,1,5,1,7,3,418.251431529372,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409935,6,1,6,1,80,5,418.251431529372,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409936,1,1,1,1,68,1,213.685312800655,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,,,,,1,1
8409936,2,1,2,2,61,2,213.685312800655,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409936,3,1,3,2,17,3,213.685312800655,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,
8409937,1,1,1,1,54,1,223.739781583186,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409938,1,1,1,1,78,1,155.071040505308,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409938,2,1,2,2,55,2,155.071040505308,1,2,NA,NA,NA,NA,1,5,10,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409939,1,1,1,1,34,1,560.010676274575,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
8409939,2,1,2,2,29,2,560.010676274575,1,2,NA,NA,NA,NA,1,3,4,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,1
8409939,3,1,3,1,13,3,560.010676274575,1,2,NA,NA,NA,NA,1,NA,NA,3,7,2,2,2,2,NA,NA,NA,1,1,2,2,1,3,
8409939,4,1,4,1,10,3,560.010676274575,1,2,NA,NA,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409939,5,1,5,1,6,3,560.010676274575,1,2,NA,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409939,6,1,6,2,3,3,560.010676274575,1,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
8409940,1,1,1,2,59,1,140.002669068644,1,2,NA,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409941,1,1,1,1,55,1,409.406505022563,1,2,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409941,2,1,2,2,43,2,409.406505022563,1,2,NA,NA,NA,NA,1,3,3,NA,NA,NA,2,2,2,NA,NA,2,2,,,,,4,2
8409941,3,1,3,1,20,3,409.406505022563,1,2,NA,NA,NA,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,2
8409941,4,1,4,2,16,3,409.406505022563,1,2,NA,NA,NA,NA,1,NA,NA,3,9,1,2,2,2,NA,NA,2,1,1,2,2,1,3,
8409941,5,1,5,1,8,3,409.406505022563,1,2,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,,
8409942,1,1,1,1,80,1,174.787729564704,1,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,,1,1
