"DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P5010","P8526","P8530","REGION","DEPARTAMENTO","PERSONAS","FEX_C","logro_educativo","analfabetismo","inasistencia_escolar","rezago_escolar","atencion_integral","trabajo_infantil","aseguramiento_salud","barreras_acceso_salud","desempleo_larga_duracion","empleo_formal","acueducto","alcantarillado","pisos","paredes","hacinamiento","IPM","POBRE","FEXP","PERIODO","P1075","P1077S21","P1077S22","P1077S23"
8458226,1,5,3,2,2,3,5,5,219.263628717742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1096.31814358871,NA,NA,NA,NA,NA
8458227,1,2,1,6,2,3,5,2,64.1331398029573,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0,128.266279605915,NA,NA,NA,NA,NA
8458228,1,2,1,6,2,3,5,2,57.9012736285803,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28,0,115.802547257161,NA,NA,NA,NA,NA
8458229,1,2,1,2,6,3,5,2,64.1331398029573,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,1,128.266279605915,NA,NA,NA,NA,NA
8458230,1,3,2,2,6,3,5,3,155.02692635958,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0.49,1,465.08077907874,NA,NA,NA,NA,NA
8458231,1,3,4,5,6,3,5,3,92.9323141371977,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,278.796942411593,NA,NA,NA,NA,NA
8458233,1,1,1,5,6,3,5,1,92.5326524217554,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.28,0,92.5326524217554,20250731,1,2,2,2
8458234,1,3,1,2,6,3,5,3,175.272155807405,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0.39,1,525.816467422215,NA,NA,NA,NA,NA
8458235,1,2,1,5,6,3,5,2,57.9012736285803,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,115.802547257161,NA,NA,NA,NA,NA
8458236,1,1,1,5,6,3,5,1,72.2874229739303,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,72.2874229739303,20250731,2,2,2,2
8458237,1,2,1,6,1,3,5,2,64.1331398029573,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,128.266279605915,NA,NA,NA,NA,NA
8458238,1,1,1,5,2,3,5,1,72.2874229739303,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,72.2874229739303,20250731,1,2,2,2
8458239,1,2,2,5,1,3,5,2,57.9012736285803,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,115.802547257161,NA,NA,NA,NA,NA
8458240,1,1,1,5,2,3,5,1,64.9174077491713,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.34,1,64.9174077491713,20250731,1,2,2,2
8458241,1,2,2,5,2,3,5,2,92.77387496954,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,185.54774993908,NA,NA,NA,NA,NA
8458242,1,2,1,5,2,3,5,2,71.9044146339493,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,143.808829267899,NA,NA,NA,NA,NA
8458243,1,3,2,5,2,3,5,3,155.079340648317,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,465.238021944951,NA,NA,NA,NA,NA
8458244,1,1,1,5,2,3,5,1,81.0467856447826,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.44,1,81.0467856447826,20250731,2,2,2,2
8458245,1,3,2,5,2,3,5,3,125.062763035942,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,375.188289107826,NA,NA,NA,NA,NA
8458246,1,1,1,5,2,3,5,1,57.9012736285803,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.14,0,57.9012736285803,20250731,2,2,2,2
8458247,1,4,3,5,2,3,5,4,135.624230022977,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,542.496920091908,NA,NA,NA,NA,NA
8458248,1,2,1,6,1,3,5,2,57.9012736285803,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,115.802547257161,NA,NA,NA,NA,NA
8458249,1,5,2,5,2,3,5,5,164.552555320327,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0.49,1,822.762776601635,NA,NA,NA,NA,NA
8458250,1,2,1,5,2,3,5,2,116.77391182981,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,233.54782365962,NA,NA,NA,NA,NA
8458251,1,1,1,6,1,3,5,1,72.2874229739303,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,72.2874229739303,20250731,2,2,2,2
8458252,1,3,1,5,2,3,5,3,146.012091933942,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.29,0,438.036275801826,NA,NA,NA,NA,NA
8458253,1,1,1,5,2,3,5,1,92.5326524217554,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,92.5326524217554,20250731,1,2,2,2
8458254,1,2,2,6,1,3,5,2,116.77391182981,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,233.54782365962,NA,NA,NA,NA,NA
8458255,1,1,1,5,2,3,5,1,57.9012736285803,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.24,0,57.9012736285803,20250731,2,2,2,2
8458256,1,2,2,5,2,3,5,2,261.601802613267,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,523.203605226534,NA,NA,NA,NA,NA
8458257,1,3,1,5,6,3,5,3,81.8130519346769,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,245.439155804031,NA,NA,NA,NA,NA
8458258,1,2,1,2,1,3,5,2,64.1331398029573,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,128.266279605915,NA,NA,NA,NA,NA
8458259,1,7,3,5,6,3,5,7,231.605094514321,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.33,0,1621.23566160025,NA,NA,NA,NA,NA
8458260,1,1,1,1,1,3,5,1,92.5326524217554,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,92.5326524217554,20250731,2,2,2,2
8458261,1,3,2,3,2,3,5,3,179.513750850312,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,538.541252550936,NA,NA,NA,NA,NA
8458262,1,4,2,5,6,3,5,4,231.605094514321,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.18,0,926.420378057284,NA,NA,NA,NA,NA
8458263,1,3,1,5,6,3,5,3,118.073468854367,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,354.220406563101,NA,NA,NA,NA,NA
8458264,1,3,2,5,2,3,5,3,345.325302586529,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.19,0,1035.97590775959,NA,NA,NA,NA,NA
8458265,1,3,2,5,6,3,5,3,92.9323141371977,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,278.796942411593,NA,NA,NA,NA,NA
8458266,1,2,1,5,6,3,5,2,256.038012650653,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.28,0,512.076025301306,NA,NA,NA,NA,NA
8458267,1,2,1,5,6,3,5,2,198.834667328519,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,397.669334657038,NA,NA,NA,NA,NA
8458268,1,2,2,5,6,3,5,2,179.513750850312,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,359.027501700624,NA,NA,NA,NA,NA
8458269,1,2,2,5,6,3,5,2,247.470707506365,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.28,0,494.94141501273,NA,NA,NA,NA,NA
8458270,1,4,2,5,6,3,5,4,599.339723249995,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.38,1,2397.35889299998,NA,NA,NA,NA,NA
8458271,1,3,3,5,6,3,5,3,179.513750850312,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.08,0,538.541252550936,NA,NA,NA,NA,NA
8458272,1,3,2,5,2,3,5,3,345.325302586529,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0,1035.97590775959,NA,NA,NA,NA,NA
8458273,1,2,1,5,2,3,5,2,227.128286927468,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.29,0,454.256573854936,NA,NA,NA,NA,NA
8458274,1,2,2,6,2,3,5,2,227.128286927468,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,454.256573854936,NA,NA,NA,NA,NA
8458275,1,2,2,6,2,3,5,2,339.547980670381,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,679.095961340762,NA,NA,NA,NA,NA
8458276,1,2,1,5,2,3,5,2,190.987762744521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,381.975525489042,NA,NA,NA,NA,NA
8458278,1,3,1,2,1,1,44,3,113.226958207463,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.32,0,339.680874622389,NA,NA,NA,NA,NA
8458279,1,2,1,2,9,1,44,2,117.491626517407,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.28,0,234.983253034814,NA,NA,NA,NA,NA
8458281,1,2,1,2,1,1,44,2,148.895459618982,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.24,0,297.790919237964,NA,NA,NA,NA,NA
8458282,1,3,2,2,1,1,44,3,160.839857151872,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,482.519571455616,NA,NA,NA,NA,NA
8458283,1,3,1,2,7,1,44,3,100.602717673476,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.12,0,301.808153020428,NA,NA,NA,NA,NA
8458284,1,3,1,2,8,1,44,3,111.068512015641,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.35,1,333.205536046923,NA,NA,NA,NA,NA
8458285,1,3,2,1,1,1,44,3,51.4923052733138,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,154.476915819941,NA,NA,NA,NA,NA
8458286,1,2,2,2,1,1,44,2,124.364842913104,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.39,1,248.729685826208,NA,NA,NA,NA,NA
8458287,1,1,1,2,1,1,44,1,136.727539231374,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,1,136.727539231374,20250731,2,2,2,2
8458288,1,2,1,2,1,1,44,2,148.895459618982,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,297.790919237964,NA,NA,NA,NA,NA
8458289,1,6,2,6,2,1,44,6,84.9967023719637,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.37,1,509.980214231782,NA,NA,NA,NA,NA
8458290,1,7,3,2,1,1,44,7,58.9296320212077,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.24,0,412.507424148454,NA,NA,NA,NA,NA
8458291,1,2,1,2,1,1,44,2,95.1765234799196,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.14,0,190.353046959839,NA,NA,NA,NA,NA
8458292,1,3,2,1,1,1,44,3,66.0291598417485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,198.087479525245,NA,NA,NA,NA,NA
8458294,1,4,3,1,1,1,44,4,66.6207511179777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,266.483004471911,NA,NA,NA,NA,NA
8458295,1,5,2,2,1,1,44,5,71.9007280020384,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.18,0,359.503640010192,NA,NA,NA,NA,NA
8458296,1,2,1,1,8,1,44,2,135.966462114171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,271.932924228342,NA,NA,NA,NA,NA
8458297,1,1,1,1,1,1,44,1,151.773884055286,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,151.773884055286,20250731,1,2,2,2
8458301,1,1,1,1,1,1,23,1,351.376573654902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,351.376573654902,20250731,1,2,2,2
8458302,1,4,2,1,10,3,5,4,831.515815714553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,3326.06326285821,NA,NA,NA,NA,NA
8458303,1,4,2,1,1,3,5,4,335.886149935711,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,1343.54459974284,NA,NA,NA,NA,NA
8458304,1,7,3,1,1,3,5,7,385.735475802235,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,2700.14833061565,NA,NA,NA,NA,NA
8458305,1,4,2,1,1,3,5,4,613.013010736532,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,2452.05204294613,NA,NA,NA,NA,NA
8458306,1,2,2,1,1,3,5,2,449.663860631129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.327721262258,NA,NA,NA,NA,NA
8458307,1,2,2,1,1,3,5,2,577.429600186617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1154.85920037323,NA,NA,NA,NA,NA
8458308,1,2,2,1,1,3,5,2,454.652127816657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.304255633314,NA,NA,NA,NA,NA
8458309,1,3,2,1,1,3,5,3,580.529476096859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1741.58842829058,NA,NA,NA,NA,NA
8458310,1,6,4,1,1,3,5,6,880.236277563977,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.2,0,5281.41766538386,NA,NA,NA,NA,NA
8458311,1,1,1,1,1,3,5,1,465.725464544262,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,465.725464544262,20250731,2,2,2,2
8458312,1,3,1,1,1,3,5,3,635.437908393656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,1906.31372518097,NA,NA,NA,NA,NA
8458313,1,5,2,1,1,3,5,5,863.531511909199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,4317.657559546,NA,NA,NA,NA,NA
8458314,1,2,1,1,1,3,5,2,457.862744936987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,915.725489873974,NA,NA,NA,NA,NA
8458315,1,3,2,1,1,3,5,3,745.493130245092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2236.47939073528,NA,NA,NA,NA,NA
8458316,1,3,2,1,1,3,5,3,806.473168036247,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,2419.41950410874,NA,NA,NA,NA,NA
8458317,1,2,1,1,1,3,5,2,837.487152020717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1674.97430404143,NA,NA,NA,NA,NA
8458318,1,1,1,1,1,3,5,1,452.437169885384,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,452.437169885384,20250731,2,2,2,2
8458319,1,1,1,1,1,3,5,1,457.977024307774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,457.977024307774,20250731,2,2,2,2
8458320,1,2,1,1,1,3,5,2,463.402599359377,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,926.805198718754,NA,NA,NA,NA,NA
8458321,1,3,2,1,1,3,5,3,615.805859106711,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1847.41757732013,NA,NA,NA,NA,NA
8458322,1,5,2,1,1,3,5,5,526.286889121355,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.45,1,2631.43444560677,NA,NA,NA,NA,NA
8458323,1,3,2,1,1,3,5,3,778.125943545568,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,2334.3778306367,NA,NA,NA,NA,NA
8458324,1,4,2,1,10,3,5,4,691.671776192332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766.68710476933,NA,NA,NA,NA,NA
8458325,1,5,2,1,1,1,23,5,348.862643501306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1744.31321750653,NA,NA,NA,NA,NA
8458326,1,2,2,1,1,1,23,2,199.465199526991,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,398.930399053982,NA,NA,NA,NA,NA
8458327,1,4,3,1,1,1,23,4,148.610868139091,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,0,594.443472556364,NA,NA,NA,NA,NA
8458328,1,5,2,1,1,1,23,5,369.806068581699,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24,0,1849.03034290849,NA,NA,NA,NA,NA
8458329,1,1,1,1,1,1,23,1,254.746894052099,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,254.746894052099,20250731,2,2,2,2
8458330,1,3,3,1,1,1,23,3,436.89835364051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1310.69506092153,NA,NA,NA,NA,NA
8458331,1,4,1,1,1,1,23,4,248.902013921708,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.24,0,995.608055686832,NA,NA,NA,NA,NA
8458333,1,2,1,1,1,1,23,2,199.465199526991,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,398.930399053982,NA,NA,NA,NA,NA
8458334,1,3,1,1,1,1,23,3,295.314788976331,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.29,0,885.944366928993,NA,NA,NA,NA,NA
8458336,1,3,1,1,1,1,23,3,366.165669831197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,1098.49700949359,NA,NA,NA,NA,NA
8458337,1,2,2,1,1,1,23,2,135.998999677494,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,271.997999354988,NA,NA,NA,NA,NA
8458338,1,2,1,1,1,1,23,2,234.801822112667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,469.603644225334,NA,NA,NA,NA,NA
8458339,1,3,2,1,1,1,23,3,101.325591913017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,303.976775739051,NA,NA,NA,NA,NA
8458341,1,2,2,1,1,1,23,2,135.998999677494,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,271.997999354988,NA,NA,NA,NA,NA
8458342,1,2,2,1,1,1,23,2,234.801822112667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,469.603644225334,NA,NA,NA,NA,NA
8458343,1,3,2,1,1,1,23,3,168.180130898773,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4,1,504.540392696319,NA,NA,NA,NA,NA
8458344,1,3,1,1,1,1,23,3,156.821990466733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,470.465971400199,NA,NA,NA,NA,NA
8458345,1,2,1,1,1,1,23,2,200.072149047165,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,400.14429809433,NA,NA,NA,NA,NA
8458347,1,3,3,1,1,1,23,3,152.903296710346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.709890131038,NA,NA,NA,NA,NA
8458348,1,1,1,1,1,1,23,1,173.691064126431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,173.691064126431,20250731,2,2,2,2
8458349,1,3,3,1,1,1,23,3,239.859082296916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,719.577246890748,NA,NA,NA,NA,NA
8458350,1,2,2,1,1,1,23,2,135.998999677494,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3,0,271.997999354988,NA,NA,NA,NA,NA
8458351,1,5,1,6,1,1,23,5,515.457388912309,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.41,1,2577.28694456155,NA,NA,NA,NA,NA
8458352,1,8,3,6,1,1,23,8,181.911148015753,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.18,0,1455.28918412602,NA,NA,NA,NA,NA
8458353,1,4,1,6,1,1,23,4,542.722688138648,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.32,0,2170.89075255459,NA,NA,NA,NA,NA
8458354,1,6,2,6,1,1,23,6,427.295499801541,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38,1,2563.77299880925,NA,NA,NA,NA,NA
8458355,1,3,1,6,1,1,23,3,354.030749690253,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.32,0,1062.09224907076,NA,NA,NA,NA,NA
8458356,1,5,2,6,1,1,23,5,249.08615448509,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0.43,1,1245.43077242545,NA,NA,NA,NA,NA
8458357,1,3,2,6,1,1,23,3,146.430672549953,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38,1,439.292017649859,NA,NA,NA,NA,NA
8458358,1,4,1,6,1,1,23,4,399.054477793094,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.32,0,1596.21791117238,NA,NA,NA,NA,NA
8458359,1,6,1,6,1,1,23,6,393.132169628878,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.32,0,2358.79301777327,NA,NA,NA,NA,NA
8458360,1,8,2,6,1,1,23,8,340.421259801813,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0.42,1,2723.3700784145,NA,NA,NA,NA,NA
8458361,1,4,3,2,2,1,23,4,457.875276873977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.50110749591,NA,NA,NA,NA,NA
8458362,1,4,3,2,3,1,23,4,204.94465308021,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,819.77861232084,NA,NA,NA,NA,NA
8458363,1,1,1,2,4,1,23,1,409.824922556946,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,409.824922556946,20250731,2,2,2,2
8458364,1,3,2,2,3,1,23,3,304.548980608052,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24,0,913.646941824156,NA,NA,NA,NA,NA
8458365,1,1,1,2,3,1,23,1,352.371285916932,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4,1,352.371285916932,20250731,2,2,2,2
8458366,1,3,2,2,3,1,23,3,570.933224162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.7996724886,NA,NA,NA,NA,NA
8458367,1,2,1,2,3,1,23,2,267.66907702627,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34,1,535.33815405254,NA,NA,NA,NA,NA
8458368,1,2,1,2,3,1,23,2,507.917927055174,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24,0,1015.83585411035,NA,NA,NA,NA,NA
8458369,1,2,1,2,5,1,23,2,267.66907702627,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,535.33815405254,NA,NA,NA,NA,NA
8458370,1,3,1,2,4,1,23,3,670.835667043808,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0,2012.50700113142,NA,NA,NA,NA,NA
8458371,1,2,2,2,3,1,23,2,267.66907702627,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,535.33815405254,NA,NA,NA,NA,NA
8458372,1,2,1,2,2,1,23,2,292.042385166264,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,584.084770332528,NA,NA,NA,NA,NA
8458373,1,3,2,1,2,1,23,3,556.501942057041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669.50582617112,NA,NA,NA,NA,NA
8458374,1,5,3,1,2,1,23,5,280.038176653815,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4,1,1400.19088326908,NA,NA,NA,NA,NA
8458375,1,3,1,1,2,1,23,3,612.010368169497,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.14,0,1836.03110450849,NA,NA,NA,NA,NA
8458376,1,2,1,1,2,1,23,2,235.040247215617,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,470.080494431234,NA,NA,NA,NA,NA
8458377,1,5,2,2,2,1,23,5,363.047155634302,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.3,0,1815.23577817151,NA,NA,NA,NA,NA
8458378,1,4,2,2,2,1,23,4,326.750336374658,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.35,1,1307.00134549863,NA,NA,NA,NA,NA
8458379,1,1,1,1,2,1,23,1,359.867311469273,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,359.867311469273,20250731,2,2,2,2
8458380,1,5,3,1,2,1,23,5,249.122410019652,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0,1245.61205009826,NA,NA,NA,NA,NA
8458381,1,3,1,6,4,1,44,3,62.26728712526,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.42,1,186.80186137578,NA,NA,NA,NA,NA
8458382,1,3,1,6,4,1,44,3,189.454243911524,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,568.362731734572,NA,NA,NA,NA,NA
8458383,1,4,1,6,4,1,44,4,215.287281443285,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0.41,1,861.14912577314,NA,NA,NA,NA,NA
8458384,1,3,1,6,4,1,44,3,151.902619741741,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,455.707859225223,NA,NA,NA,NA,NA
8458385,1,2,1,6,4,1,44,2,132.629033728476,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.33,0,265.258067456952,NA,NA,NA,NA,NA
8458386,1,2,1,6,4,1,44,2,103.332717267317,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.28,0,206.665434534634,NA,NA,NA,NA,NA
8458387,1,2,1,6,4,1,44,2,125.598521796672,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,251.197043593344,NA,NA,NA,NA,NA
8458388,1,5,1,6,4,1,44,5,137.001873083133,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0.56,1,685.009365415665,NA,NA,NA,NA,NA
8458389,1,3,1,6,4,1,44,3,128.171550888192,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.37,1,384.514652664576,NA,NA,NA,NA,NA
8458390,1,3,1,6,4,1,44,3,145.018653871324,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.32,0,435.055961613972,NA,NA,NA,NA,NA
8458391,1,4,1,6,4,1,44,4,159.075141121578,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0.46,1,636.300564486312,NA,NA,NA,NA,NA
8458392,1,2,1,2,2,3,5,2,141.218798239398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,282.437596478796,NA,NA,NA,NA,NA
8458393,1,3,1,2,3,3,5,3,132.297804097558,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,396.893412292674,NA,NA,NA,NA,NA
8458394,1,2,2,2,3,3,5,2,182.380631157672,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0.49,1,364.761262315344,NA,NA,NA,NA,NA
8458395,1,2,2,2,4,3,5,2,132.297804097558,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.28,0,264.595608195116,NA,NA,NA,NA,NA
8458396,1,4,2,6,4,3,5,4,425.38269108085,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0.46,1,1701.5307643234,NA,NA,NA,NA,NA
8458397,1,4,2,2,3,3,5,4,595.340118439009,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24,0,2381.36047375604,NA,NA,NA,NA,NA
