DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,P3,P4005,P4015,P8520S3,P8520S5
8419065,4,1,3,1,4,2,1
8419066,2,1,3,3,6,2,1
8419067,3,1,3,1,4,2,1
8419068,2,1,3,1,6,2,2
8419069,1,1,3,1,6,2,1
8419070,2,1,3,1,6,2,2
8419071,1,1,3,4,6,2,2
8419072,2,1,3,8,7,2,2
8419073,2,1,3,1,6,2,2
8419074,4,1,3,4,7,2,2
8419075,3,1,3,1,6,2,2
8419076,4,1,3,5,7,2,2
8419077,3,1,3,5,7,2,2
8419078,4,1,3,5,7,2,2
8419079,4,1,3,1,7,2,2
8419080,4,1,3,5,7,2,2
8419081,6,1,3,5,7,2,2
8419082,1,1,3,5,6,2,2
8419083,3,1,3,1,6,2,2
8419084,4,1,3,5,7,2,2
8419085,5,1,3,5,7,2,2
8419086,2,1,3,5,7,2,2
8419088,3,1,3,5,7,2,2
8419089,1,1,3,5,7,2,2
8419090,5,1,3,5,7,2,2
8419091,5,1,3,5,7,2,2
8419092,5,1,3,5,7,2,2
8419093,4,1,3,5,7,2,2
8419094,8,1,3,5,7,2,2
8419095,2,1,3,5,7,2,2
8419096,3,1,3,5,7,2,2
8419097,4,1,1,1,4,1,1
8419098,1,1,1,1,4,1,1
8419099,2,1,1,1,4,1,1
8419100,1,1,1,3,5,1,1
8419101,3,1,1,1,5,1,1
8419102,3,1,3,1,4,2,1
8419103,2,1,1,1,4,1,1
8419104,1,1,1,3,5,1,1
8419105,2,1,1,3,5,1,1
8419106,3,1,1,1,4,1,1
8419107,1,1,2,3,5,1,1
8419108,3,1,2,5,5,1,1
8419109,1,1,2,2,5,1,1
8419110,2,1,2,3,5,1,1
8419111,1,1,2,1,5,1,1
8419112,3,1,2,1,5,1,1
8419113,2,1,2,4,5,1,1
8419115,2,1,3,1,6,2,2
8419116,1,1,3,1,6,2,2
8419117,2,1,3,2,6,2,2
8419119,2,1,1,1,4,1,1
8419120,2,1,1,3,4,1,1
8419121,1,1,1,3,4,1,1
8419122,1,1,1,4,6,1,1
8419123,2,1,1,1,4,1,1
8419124,2,1,1,1,4,1,1
8419125,1,1,1,1,4,1,1
8419126,2,1,1,1,4,1,1
8419127,3,1,1,1,4,1,1
8419128,2,1,1,1,4,1,1
8419129,1,1,1,1,4,1,1
8419130,3,1,1,1,4,1,1
8419131,2,1,1,1,4,1,1
8419132,1,1,1,1,4,1,1
8419133,3,1,1,1,4,2,2
8419134,2,1,1,5,2,1,2
8419135,2,1,1,5,2,1,1
8419136,2,1,1,1,4,1,2
8419137,3,1,1,1,6,2,1
8419138,3,1,1,1,4,1,1
8419139,2,1,1,1,5,1,1
8419140,1,1,1,1,6,1,1
8419141,2,1,1,1,4,1,1
8419142,1,1,1,1,4,1,1
8419143,1,1,1,1,6,1,1
8419144,1,1,1,1,4,1,1
8419145,2,1,1,1,4,1,1
8419146,2,1,2,4,5,1,1
8419147,1,1,2,4,5,1,1
8419148,1,1,2,3,5,1,1
8419149,4,1,1,3,4,1,1
8419150,4,1,3,3,5,2,1
8419151,3,1,3,3,6,2,2
8419152,2,1,1,3,5,1,1
8419153,3,1,1,1,4,1,1
8419154,2,1,1,1,4,1,1
8419155,1,1,1,1,4,1,1
8419156,10,1,1,1,4,1,1
8419157,1,1,1,1,4,1,1
8419158,2,1,1,1,4,1,1
8419159,2,1,1,1,4,1,1
8419160,2,1,1,1,4,1,1
8419161,1,1,1,1,4,1,1
8419162,3,1,1,1,4,1,1
8419163,2,1,1,1,4,1,1
8419164,2,1,1,1,4,1,1
8419165,2,1,1,1,4,1,1
8419166,4,1,1,1,4,1,1
8419167,3,1,1,1,4,1,1
8419168,2,1,1,1,4,1,1
8419169,1,1,1,1,4,1,1
8419170,2,1,1,1,4,1,1
8419171,3,1,2,1,6,1,1
8419172,5,1,2,5,5,2,1
8419173,2,1,3,1,4,2,1
8419174,1,1,3,1,5,2,1
8419175,2,1,3,1,6,2,1
8419176,3,1,3,1,4,2,1
8419177,6,1,3,3,6,2,1
8419178,3,1,3,1,4,2,1
8419179,1,1,3,1,4,2,1
8419180,3,1,3,3,6,2,1
8419181,2,1,3,1,4,2,2
8419182,4,1,3,8,6,2,2
8419183,2,1,3,1,4,2,2
8419184,1,1,3,9,6,2,2
8419185,4,1,3,1,4,2,2
8419186,1,1,3,1,4,2,2
8419187,2,1,3,1,6,2,2
8419188,3,1,3,1,4,2,2
8419189,1,1,3,1,4,2,2
8419190,3,1,3,1,4,2,2
8419191,3,1,3,1,4,2,2
8419192,3,1,3,1,6,2,2
8419193,4,1,3,1,6,2,1
8419194,1,1,3,1,4,2,2
8419195,2,1,3,1,1,2,2
8419196,3,1,3,1,4,2,2
8419197,1,1,3,1,6,2,1
8419198,1,1,3,5,6,2,1
8419199,1,1,3,1,6,2,1
8419200,4,1,3,1,5,2,1
8419201,4,1,3,1,5,2,1
8419202,2,1,3,1,4,2,1
8419203,4,1,3,1,6,2,1
8419204,2,1,3,1,5,2,1
8419205,2,1,3,1,6,2,1
8419206,2,1,3,1,4,2,1
8419207,4,1,3,3,5,2,1
8419208,1,1,3,3,5,2,1
8419209,1,1,3,1,4,2,1
8419210,1,1,3,1,6,2,1
8419211,2,1,3,1,4,2,1
8419212,3,1,3,1,4,2,1
8419213,2,1,3,1,4,2,1
8419214,2,1,3,1,4,2,1
8419215,4,1,3,1,5,2,1
8419216,1,1,3,1,5,2,1
8419217,2,1,1,1,4,1,1
8419218,3,1,1,1,4,1,1
8419219,2,1,1,1,4,1,1
8419220,4,1,2,1,4,1,1
8419221,6,1,2,3,6,1,1
8419222,3,1,3,1,6,2,1
8419223,3,1,3,1,4,2,1
8419224,2,1,3,1,4,2,1
8419225,2,1,3,1,6,2,1
8419226,1,1,3,1,6,2,1
8419227,3,1,1,1,4,1,1
8419228,1,1,1,1,4,1,1
8419229,1,1,1,1,4,1,1
8419230,3,1,3,1,6,2,2
8419231,1,1,3,3,6,2,2
8419232,2,1,3,1,6,2,2
8419233,1,1,3,1,6,2,2
8419234,1,1,1,4,5,1,1
8419235,2,1,3,1,6,2,2
8419236,2,1,3,3,6,2,2
8419237,1,1,1,1,4,1,1
8419238,1,1,1,1,5,1,1
8419239,1,1,1,1,4,1,1
8419240,4,1,1,1,4,1,1
8419241,1,1,1,3,4,1,1
8419242,1,1,1,1,4,1,1
8419243,4,1,1,1,4,1,1
8419244,4,1,1,1,4,1,1
8419245,3,1,1,1,2,1,1
8419246,1,1,1,1,2,1,1
8419247,4,1,1,1,4,1,1
8419248,2,1,1,1,4,1,1
8419249,2,1,1,1,4,1,1
8419250,3,1,1,1,4,1,1
8419251,4,1,1,1,4,1,1
8419252,1,1,1,1,4,1,1
8419253,3,1,1,1,4,1,1
8419254,3,1,1,1,4,1,1
8419255,3,1,1,1,4,1,1
8419256,4,1,1,1,4,1,1
8419257,4,1,1,1,4,1,1
8419258,2,1,1,1,4,1,1
8419259,3,1,1,1,4,1,1
8419260,4,1,1,1,4,1,1
8419261,6,1,1,1,4,2,1
8419263,2,1,1,1,4,1,1
8419264,5,1,1,1,4,2,1
8419265,2,1,1,1,4,1,1
8419266,2,1,1,1,4,1,1
8419267,1,1,1,1,4,2,1
8419268,10,1,1,1,4,2,1
8419269,4,1,1,1,4,1,1
8419270,1,1,1,1,4,1,1
8419271,2,1,1,1,4,1,1
8419272,2,1,1,1,4,2,1
8419273,4,1,1,1,4,1,1
8419274,4,1,1,1,4,2,1
8419275,3,1,1,1,4,1,1
8419276,1,1,1,1,4,1,1
8419277,1,1,1,1,4,1,1
8419278,4,1,1,1,4,2,1
8419279,2,1,1,1,4,1,1
8419280,2,1,1,1,4,1,1
8419281,4,1,1,1,4,1,1
8419282,2,1,1,5,7,2,2
8419283,2,1,1,1,4,1,1
8419284,5,1,1,5,7,2,2
8419285,3,1,1,1,4,1,1
8419287,1,1,1,1,4,1,1
8419288,1,1,1,1,4,1,1
8419289,2,1,1,1,4,2,1
8419290,3,1,1,1,4,1,1
8419291,7,1,1,2,5,2,2
8419292,3,1,1,1,4,2,1
8419293,3,1,1,1,4,1,1
8419294,1,1,1,1,4,2,1
8419295,1,1,1,2,6,2,1
8419296,3,1,1,1,4,1,1
8419297,2,1,1,1,4,1,1
8419298,1,1,1,1,4,1,1
8419299,7,1,1,1,4,2,1
8419300,7,1,1,1,4,2,1
8419302,2,1,1,1,4,1,1
8419303,4,1,3,1,4,1,1
8419305,2,1,3,1,6,2,2
8419307,2,1,2,1,6,2,1
8419308,4,1,2,1,4,2,1
8419309,3,1,2,1,6,2,1
8419310,3,1,2,1,4,2,1
8419311,2,1,2,1,6,2,1
8419313,1,1,2,1,4,2,1
8419314,4,1,2,1,4,2,1
8419317,1,1,3,1,6,1,2
8419318,3,1,3,1,6,2,2
8419319,3,1,3,1,6,2,2
8419321,1,1,2,1,6,2,2
8419322,2,1,3,1,4,2,1
8419323,1,1,3,1,4,2,1
8419324,1,1,3,8,5,2,1
8419326,3,1,3,1,6,2,1
8419328,5,1,2,1,6,2,2
8419329,5,1,2,1,6,2,2
8419330,2,1,2,1,6,2,2
8419331,3,1,2,1,6,2,2
8419332,3,1,1,1,6,1,1
8419334,3,1,1,1,4,1,1
8419335,3,1,1,1,6,1,1
8419336,3,1,1,1,6,1,1
8419337,4,1,1,1,4,1,1
8419338,3,1,1,1,4,1,1
8419339,1,1,1,1,6,1,2
8419341,3,1,1,4,6,1,2
8419342,3,1,1,1,5,1,1
8419343,4,1,1,1,4,1,1
8419344,4,1,1,1,6,1,1
8419345,3,1,1,1,6,1,1
8419346,6,1,1,1,4,1,1
8419347,1,1,1,1,4,1,1
8419348,1,1,1,1,6,1,1
8419349,1,1,1,1,6,1,1
8419350,3,1,1,1,6,1,1
8419351,4,1,1,1,6,1,1
8419352,2,1,1,1,6,1,1
8419353,1,1,1,1,6,1,1
8419354,3,1,1,1,4,1,1
8419355,1,1,1,1,6,1,1
8419356,3,1,1,1,4,1,1
8419357,2,1,1,1,4,1,1
8419358,3,1,1,1,4,1,1
8419359,2,1,1,1,4,1,1
8419360,3,1,1,1,6,1,1
8419361,2,1,1,1,4,1,1
8419362,5,1,1,1,4,1,1
8419363,2,1,1,1,6,1,1
8419364,3,1,3,1,4,2,1
8419365,2,1,3,1,4,2,1
8419366,3,1,3,1,6,2,1
8419367,1,1,3,1,6,2,1
8419368,4,1,3,1,4,2,1
8419369,3,1,3,1,6,2,1
8419370,1,1,3,1,6,2,1
8419371,5,1,3,1,4,2,1
8419372,4,1,3,1,4,2,1
8419374,1,1,1,1,4,1,1
8419375,3,1,1,1,4,1,1
8419376,3,1,1,1,4,1,1
8419377,2,1,1,1,4,1,1
8419378,3,1,1,1,4,1,1
8419379,2,1,1,1,4,1,1
8419380,3,1,1,1,4,1,1
8419381,5,1,1,1,4,1,1
8419382,5,1,1,1,4,1,1
8419383,2,1,1,1,4,1,1
8419384,1,1,1,1,6,1,1
8419385,2,1,1,1,4,1,1
8419386,1,1,1,1,4,1,1
8419387,2,1,1,1,4,1,1
8419388,1,1,1,1,6,1,1
8419389,3,1,1,1,4,1,1
8419390,2,1,1,1,4,1,1
8419391,2,1,1,1,4,1,1
8419392,6,1,1,1,4,1,1
8419393,4,1,3,1,6,2,1
8419394,4,1,2,1,4,2,1
8419395,3,1,2,1,4,2,1
8419396,4,1,1,1,6,1,1
8419397,5,1,1,5,7,1,1
8419398,3,1,1,1,4,1,1
8419399,7,1,1,1,4,1,1
8419400,2,1,1,1,4,1,1
8419401,2,1,1,1,4,1,1
8419402,5,1,1,1,4,1,1
8419403,3,1,1,1,4,1,1
8419404,4,1,1,1,4,1,1
8419405,2,1,1,1,4,1,1
8419406,2,1,1,1,4,1,1
8419407,3,1,1,1,4,1,1
8419408,3,1,1,1,6,1,1
8419409,5,1,1,1,4,1,1
8419410,5,2,1,1,4,1,1
8419411,2,1,1,1,6,1,1
8419412,2,1,1,1,4,1,1
8419413,4,1,1,1,4,1,1
8419414,1,1,1,1,4,1,1
8419415,2,1,1,1,4,1,1
8419416,1,1,1,1,4,1,1
8419417,1,1,1,1,4,1,1
8419418,4,1,1,1,4,1,1
8419419,2,1,1,1,6,1,1
8419420,1,1,1,1,4,1,1
8419421,2,1,1,1,4,1,1
8419424,3,1,3,5,7,2,2
8419430,5,1,3,5,7,2,2
8419431,1,1,3,5,7,2,2
8419432,4,1,3,5,7,2,2
8419433,4,1,3,5,7,2,1
8419434,4,1,3,5,7,1,1
8419435,1,1,3,1,6,2,1
8419437,4,1,3,5,7,2,1
8419438,3,1,3,5,7,2,1
8419440,3,1,3,1,7,1,1
8419442,4,1,3,5,7,2,1
8419443,1,1,3,1,7,2,1
8419444,4,1,3,5,7,1,1
8419445,3,1,3,5,7,2,2
8419446,5,1,3,5,7,2,2
8419452,1,1,3,5,7,2,2
8419456,2,1,3,9,7,2,2
8419457,2,1,3,5,7,2,2
8419461,2,1,3,5,7,2,2
8419462,3,1,3,5,7,2,2
8419463,2,1,3,5,7,2,2
8419464,3,1,3,5,7,2,1
8419465,2,1,3,5,6,2,2
8419466,3,1,3,5,7,2,2
8419467,3,1,3,1,6,2,2
8419468,4,1,3,5,7,2,2
8419469,3,1,3,5,6,2,2
8419470,2,1,3,1,6,2,2
8419471,3,1,3,5,7,2,2
8419472,2,1,3,5,6,2,2
8419473,3,1,3,5,7,2,2
8419474,1,1,2,5,7,2,2
8419475,2,1,2,1,7,2,2
8419477,4,1,2,1,6,2,2
8419478,1,1,2,1,6,2,2
8419479,4,1,2,1,6,2,2
8419480,5,1,2,4,7,2,2
8419482,4,1,2,1,6,2,2
8419483,1,1,2,1,6,2,2
8419484,2,1,2,5,7,2,2
8419486,3,1,3,5,7,2,2
8419487,5,1,3,5,7,2,2
8419488,4,1,3,5,7,2,2
8419489,6,1,3,5,7,2,2
8419490,2,1,3,5,7,2,2
8419491,4,1,3,1,7,2,2
8419492,3,1,3,1,7,2,2
8419493,7,1,3,5,7,2,2
8419494,6,1,3,5,7,2,2
8419495,5,1,3,1,6,2,2
8419497,4,1,1,1,7,2,1
8419498,4,1,1,1,6,2,1
8419499,2,1,1,1,6,2,1
8419500,5,1,2,1,6,2,1
8419501,3,1,2,1,6,2,1
8419502,2,1,2,1,6,2,1
8419503,4,1,2,1,7,2,1
8419504,4,1,2,1,6,2,1
8419505,3,1,2,1,6,2,1
8419506,5,1,2,1,6,2,1
8419507,5,1,2,1,6,2,1
8419508,5,1,2,1,6,2,1
8419509,4,1,2,1,6,2,1
8419516,3,1,1,1,4,1,1
8419523,3,1,3,4,7,2,1
8419524,1,1,3,4,7,2,1
8419525,3,1,3,3,7,2,1
8419526,2,1,3,3,7,2,1
8419527,2,1,3,4,7,2,1
8419528,2,1,3,1,7,2,1
8419529,2,1,3,3,7,2,1
8419530,5,1,3,4,7,2,1
8419531,1,1,3,3,7,2,1
8419532,1,1,3,4,7,2,1
8419533,4,1,1,3,7,1,1
8419534,6,1,1,1,4,1,1
8419535,4,1,1,1,4,1,1
8419536,5,1,1,1,6,1,1
8419537,2,1,1,1,4,1,1
8419538,4,1,1,1,6,1,1
8419539,5,1,1,1,4,1,1
8419540,2,1,1,1,4,1,1
8419541,3,1,1,4,7,2,1
8419542,3,1,1,1,6,2,1
8419544,1,1,1,4,7,2,1
8419545,5,1,1,1,6,2,1
8419546,3,1,1,1,6,2,1
8419547,5,1,1,4,7,2,1
8419548,2,1,1,1,4,2,1
8419549,5,1,1,4,7,2,2
8419550,3,1,1,3,6,2,1
8419551,2,1,1,1,6,1,1
8419552,2,1,1,1,6,1,1
8419553,2,1,1,1,6,1,1
8419554,4,1,1,1,6,1,1
8419555,2,1,1,1,6,1,1
8419556,4,1,1,1,4,1,1
8419557,3,1,1,1,4,1,1
8419558,1,1,1,1,6,1,1
8419560,1,1,1,1,4,1,1
8419561,1,1,1,1,4,1,1
8419562,3,1,3,4,7,2,2
8419563,2,1,1,1,6,1,1
8419565,1,1,1,1,6,1,1
8419566,1,1,1,1,6,1,1
8419567,4,1,1,1,6,1,1
8419568,2,1,1,1,6,1,1
8419569,2,1,1,1,6,1,1
8419570,2,1,1,1,7,1,1
8419571,2,1,1,1,7,1,1
8419572,3,1,1,1,4,1,1
8419573,3,1,1,1,6,1,1
8419574,2,1,1,1,6,1,1
8419577,2,1,1,1,4,1,1
8419578,5,1,1,1,4,1,1
8419579,3,1,1,1,4,1,1
8419580,3,1,1,1,4,1,1
8419581,2,1,1,1,4,1,1
8419583,4,1,1,1,4,1,1
8419584,2,1,1,1,4,1,1
8419585,1,1,1,1,4,1,1
8419586,1,1,1,1,4,1,1
8419588,3,1,1,1,4,1,1
8419589,2,1,3,5,6,2,2
8419590,1,1,3,5,7,2,2
8419591,2,1,3,5,7,2,2
8419593,2,1,3,5,7,2,2
8419594,4,1,3,5,6,2,2
8419595,6,1,1,1,4,1,1
8419596,4,1,1,1,6,2,1
8419597,4,1,1,1,6,2,1
8419598,2,1,1,1,4,2,1
8419599,1,1,1,1,4,2,1
8419600,6,1,1,1,6,2,1
8419601,3,1,1,1,4,2,2
8419602,1,1,1,1,4,2,1
8419603,1,1,1,1,4,1,1
8419604,4,1,1,1,4,2,1
8419605,4,1,1,1,4,2,2
8419606,5,1,1,1,6,2,2
8419607,3,1,1,1,4,1,1
8419609,4,1,1,1,4,1,1
8419611,3,1,1,1,4,1,1
8419612,8,1,1,1,4,1,1
8419613,3,1,1,1,4,1,1
8419614,4,1,1,1,4,1,1
8419615,5,1,1,1,4,1,1
8419617,5,1,1,1,4,1,1
8419618,5,1,1,6,4,1,1
8419619,4,1,1,1,4,1,1
8419620,2,1,1,6,6,1,1
8419621,5,1,1,6,6,1,1
8419622,4,1,1,1,4,1,1
8419623,3,1,1,1,4,1,1
8419624,3,1,1,1,4,1,1
8419627,4,1,1,6,4,1,1
8419628,1,1,1,1,4,1,1
8419629,1,1,1,1,4,2,1
8419630,3,1,1,1,4,1,1
8419631,3,1,1,1,6,1,1
8419632,3,1,1,1,4,1,1
8419634,3,1,1,1,4,1,1
8419636,1,1,1,1,4,1,1
8419638,1,1,2,5,5,2,2
8419639,3,1,2,5,5,2,1
8419640,5,1,2,5,2,2,2
8419641,6,1,2,5,2,2,1
8419642,2,1,2,5,5,2,2
8419643,4,1,2,1,2,2,2
8419644,3,1,2,5,5,2,2
8419645,1,1,2,5,5,2,2
8419646,1,1,2,5,5,2,1
8419647,5,1,2,5,5,2,2
8419649,4,1,2,5,5,2,2
8419651,4,1,2,5,5,2,2
8419652,4,1,2,5,5,2,2
8419653,2,1,2,5,5,2,2
8419654,4,1,2,5,5,2,2
8419655,1,1,2,5,5,2,2
8419656,3,1,2,1,2,2,2
8419657,2,1,2,5,5,2,2
8419659,3,1,2,5,5,2,2
8419660,7,1,1,6,6,1,1
8419661,3,1,1,1,4,1,1
8419662,1,1,1,1,4,1,1
8419663,2,1,1,1,6,1,1
8419664,2,1,1,6,6,1,1
8419665,2,1,1,1,6,1,1
8419670,4,1,1,1,7,2,2
8419671,4,1,2,9,7,2,2
8419672,3,1,3,4,7,2,2
8419673,3,1,3,4,7,2,2
8419674,4,1,3,4,7,2,2
8419675,3,1,3,4,7,2,2
8419676,1,1,3,4,7,2,2
8419677,1,1,3,4,7,2,2
8419678,3,1,3,4,7,2,2
8419679,1,1,3,4,7,2,2
8419680,3,1,3,4,7,2,2
8419681,2,1,3,4,7,2,2
8419682,3,1,1,1,6,2,2
8419683,3,1,3,1,6,2,2
8419684,1,1,1,1,6,2,2
8419685,4,1,1,1,6,2,1
8419686,1,1,1,1,4,2,1
8419687,3,1,1,1,4,1,1
8419689,3,1,1,1,4,1,1
8419690,4,1,1,1,4,1,1
8419691,3,1,1,1,6,1,1
8419692,4,1,1,1,6,1,1
8419693,5,1,1,1,4,1,1
8419694,3,1,1,1,6,1,1
8419695,5,1,1,1,6,1,1
8419696,4,1,1,1,4,1,1
8419697,4,1,1,1,6,1,2
8419698,5,1,1,1,4,1,2
8419699,2,1,1,1,6,1,2
8419700,4,1,1,1,6,1,2
8419701,4,1,1,1,4,1,2
8419702,2,1,1,1,6,2,2
8419703,5,1,1,1,6,1,2
8419704,2,1,1,1,4,1,2
8419705,5,1,1,1,6,2,2
8419706,2,1,1,1,4,2,2
8419707,2,1,1,1,4,1,1
8419708,3,1,1,1,6,1,1
8419709,3,1,1,1,6,1,1
8419710,5,1,1,1,6,1,1
8419711,7,1,1,1,6,1,1
8419712,2,1,1,1,6,1,1
8419713,3,1,1,1,6,1,1
8419714,3,1,1,1,6,1,1
8419715,1,1,1,1,6,1,1
8419716,3,1,1,1,6,1,1
8419717,4,1,1,1,4,1,1
8419718,1,1,1,1,4,1,1
8419720,2,1,1,1,4,1,1
8419721,2,1,1,1,4,1,1
8419722,4,1,1,1,4,1,1
8419723,3,1,1,1,4,1,1
8419724,1,1,2,1,4,2,1
8419725,1,1,2,1,4,2,1
8419726,3,1,2,1,6,2,1
8419727,4,1,2,1,6,2,1
8419728,3,1,2,1,6,2,1
8419729,6,1,2,1,6,2,1
8419730,2,1,2,9,6,2,1
8419731,4,1,2,1,6,2,1
8419732,2,1,2,1,6,2,1
8419733,3,1,2,1,4,2,1
8419734,3,1,2,1,4,2,1
8419735,3,1,2,1,4,2,1
8419736,8,1,2,1,7,2,1
8419737,2,1,2,1,4,2,1
8419738,3,1,2,1,6,2,1
8419739,1,1,2,1,4,2,1
8419740,3,1,2,1,6,2,1
8419741,5,1,2,1,4,2,1
8419742,5,1,2,1,6,2,1
8419743,5,1,2,1,4,2,1
8419744,3,1,2,1,6,2,1
8419745,3,1,2,1,6,2,1
8419746,2,1,2,1,6,2,1
8419747,4,1,2,1,6,2,1
8419748,4,1,3,1,6,2,1
8419749,7,1,3,1,6,2,1
8419750,4,1,3,1,6,2,1
8419751,3,1,3,1,6,2,1
8419752,3,1,3,1,4,2,1
8419753,4,1,3,1,6,2,1
8419754,4,1,3,1,6,2,1
8419755,4,1,3,1,4,2,1
8419756,4,1,3,1,6,2,1
8419757,2,1,3,9,7,2,1
8419758,4,1,2,3,7,2,1
8419759,1,1,3,4,7,2,2
8419760,5,1,3,8,7,2,2
8419761,1,1,3,4,7,2,2
8419762,2,1,3,5,7,2,2
8419763,2,1,3,4,7,2,2
8419764,3,1,3,1,7,2,2
8419765,4,1,3,5,7,2,2
8419766,1,1,3,5,7,2,2
8419767,1,1,3,8,5,2,2
8419768,3,1,3,5,7,2,2
8419769,2,1,3,5,6,2,2
8419770,3,1,3,4,7,2,2
8419771,3,1,3,1,7,2,2
8419772,2,1,3,3,7,2,2
8419773,2,1,3,3,7,2,2
8419774,5,1,3,5,7,2,2
8419775,3,1,3,3,7,2,2
8419776,3,1,3,5,7,2,2
8419777,2,1,3,5,7,2,2
8419778,1,1,3,5,7,2,2
8419779,2,1,3,3,7,2,2
8419780,2,1,1,1,6,1,1
8419781,4,1,1,1,6,1,1
8419782,4,1,1,1,6,1,1
8419783,1,1,1,1,6,1,1
8419784,2,1,1,1,4,1,1
8419785,6,1,1,1,6,1,1
8419786,2,1,1,1,6,1,1
8419787,3,1,1,1,6,1,1
8419788,2,1,1,1,6,1,1
8419789,3,1,1,1,6,1,1
8419790,1,1,1,1,6,1,1
8419791,4,1,1,1,6,1,1
8419792,5,1,1,1,4,1,1
8419793,4,1,1,1,6,1,1
8419794,4,1,1,1,6,1,1
8419795,1,1,1,1,4,1,1
8419796,1,1,1,1,6,1,1
8419797,4,1,1,1,6,1,1
8419799,4,1,1,1,4,1,1
8419800,5,1,1,1,4,1,1
8419801,5,1,1,1,6,1,1
8419802,5,1,1,1,6,1,1
8419803,1,1,1,1,4,1,1
8419804,2,1,1,1,6,1,1
8419805,1,1,1,1,4,1,1
8419806,3,1,1,1,4,1,1
8419807,2,1,1,1,6,1,1
8419808,3,1,1,1,4,1,1
8419809,5,1,1,1,6,1,1
8419810,1,1,1,1,6,1,1
8419811,4,1,1,1,4,1,1
8419812,1,1,1,1,6,1,2
8419814,5,1,1,1,6,1,1
8419815,3,1,1,8,7,1,1
8419816,4,1,1,1,6,1,1
8419817,2,1,1,4,7,1,1
8419818,1,1,1,9,7,1,1
8419819,4,1,1,1,4,1,1
8419820,4,1,1,1,6,1,1
8419821,4,1,1,3,7,1,1
8419822,2,1,1,1,4,1,1
8419823,8,1,1,1,7,1,1
8419824,2,1,1,1,4,1,1
8419825,4,1,2,1,6,2,1
8419826,5,1,2,1,7,2,1
8419827,2,1,2,8,7,2,1
8419829,1,1,2,1,6,2,1
8419831,7,1,2,5,7,2,1
8419832,2,1,2,1,7,2,1
8419833,1,1,2,1,7,2,1
8419834,3,1,2,1,2,2,1
8419835,3,1,2,1,6,2,1
8419836,2,1,2,1,7,2,1
8419837,3,1,2,1,6,2,1
8419838,3,1,1,1,4,1,1
8419839,3,1,2,1,6,2,1
8419840,3,1,2,1,7,2,1
8419841,2,1,2,1,6,2,1
8419842,4,1,2,4,7,2,1
8419843,4,1,2,1,6,2,1
8419844,3,1,2,1,6,2,1
8419845,2,1,2,1,6,2,1
8419846,4,2,2,1,6,2,1
8419847,4,1,1,5,4,1,1
8419848,3,1,1,1,4,1,1
8419849,6,1,1,1,4,1,1
8419850,2,1,1,1,6,1,1
8419851,4,1,1,1,6,1,1
8419852,5,1,1,1,6,1,1
8419853,4,1,1,1,3,1,1
8419854,2,1,1,1,6,1,1
8419855,4,1,1,1,4,1,1
8419856,1,1,1,1,6,1,1
8419857,3,1,1,1,4,1,1
8419858,4,1,1,1,4,1,1
8419859,4,1,1,1,4,1,1
8419860,3,1,1,1,4,1,1
8419861,3,1,1,1,4,1,1
8419862,4,1,1,1,4,1,1
8419863,3,1,1,1,4,1,1
8419864,2,1,1,1,4,1,1
8419865,4,1,1,1,4,1,1
8419866,3,1,1,1,4,1,1
8419867,2,1,1,1,6,1,1
8419868,2,1,1,1,4,1,1
8419869,1,1,1,1,4,1,1
8419870,5,1,1,1,4,1,1
8419871,3,1,1,1,4,1,1
8419872,1,1,1,1,4,1,1
8419873,4,1,1,1,4,1,1
8419874,2,1,1,1,4,1,1
8419875,3,1,1,1,4,1,1
8419876,3,1,1,1,6,1,1
8419877,4,1,1,1,4,1,1
8419878,1,1,1,1,4,1,1
8419879,2,1,1,1,4,1,1
8419880,5,1,1,1,6,1,1
8419881,5,1,1,1,4,1,1
8419882,2,1,1,1,4,1,1
8419883,10,1,1,1,4,1,1
8419884,3,1,1,1,7,1,1
8419885,3,1,1,1,4,1,1
8419886,5,1,3,5,2,2,2
8419887,4,1,3,5,5,2,2
8419888,3,1,3,5,5,2,2
8419889,5,1,3,5,5,2,2
8419890,2,1,3,5,7,2,2
8419891,1,1,3,5,7,2,2
8419892,5,1,3,5,5,2,2
8419893,4,1,3,5,6,2,2
8419894,4,1,3,5,7,2,2
8419895,2,1,3,5,5,2,2
8419896,1,1,1,1,4,1,1
8419897,1,1,1,1,6,1,1
8419898,3,1,1,1,4,1,1
8419899,2,1,1,1,4,1,1
8419900,1,1,1,3,6,1,2
8419901,6,1,1,1,6,2,1
8419902,1,1,3,4,6,2,2
8419903,5,1,3,1,6,2,2
8419904,4,1,3,5,7,2,2
8419905,3,1,3,5,7,2,2
8419906,4,1,3,1,6,2,2
8419907,1,1,3,4,7,2,2
8419908,5,1,3,1,6,2,2
8419909,4,1,3,5,7,2,2
8419910,1,1,3,1,7,2,2
8419911,2,1,3,1,7,2,2
8419912,9,1,2,4,7,2,1
8419913,9,1,2,1,6,2,1
8419914,8,1,2,1,6,2,1
8419915,3,1,2,3,6,2,1
8419916,3,1,2,1,4,2,1
8419917,3,1,2,1,6,2,1
8419918,4,1,2,3,6,2,1
8419919,3,1,2,1,4,2,1
8419920,2,1,2,1,6,2,1
8419921,3,1,2,1,4,2,1
