DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P5010	P8526	P8530	FEX_C	ALFABETISMO	LOGRO_EDUCATIVO	INASISTENCIA_ESCOLAR	REZAGO_ESCOLAR	ATENCION_INTEGRAL	TRABAJO_INFANTIL	DESEMPLEO_LARGA_DURACION	EMPLEO_FORMAL	ASEGURAMIENTO_SALUD	BARRERAS_ACCESO_SALUD	PERIODO	REGION	PERSONAS	ACUEDUCTO	ALCANTARILLADO	PISOS	PAREDES	P5010_imp	HACINAMIENTO	IPM	POBRE	FEXP
2995076	1	1	2	2	6	660.694236943313	0	1	0	0	0	0	0	1	0	0	20140939	1	5	1	0	0	0	2	0	0.24	0	3303.47118471657
2995077	1	1	2	1	1	130.697725377421	0	1	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	2	0	0.2	0	261.395450754843
2995078	1	1	4	1	1	223.329837849736	0	0	0	1	0	0	0	1	0	0	20140939	6	4	0	0	0	0	4	0	0.15	0	893.319351398942
2995079	1	1	1	1	1	319.813683544923	1	1	1	0	0	0	0	1	0	0	20140939	6	4	0	0	0	0	1	1	0.39	1	1279.25473417969
2995080	1	1	2	1	1	295.972604701866	0	0	0	0	0	0	0	1	0	1	20140939	6	2	0	0	0	0	2	0	0.2	0	591.945209403731
2995081	1	1	1	2	5	152.301817231526	0	1	0	0	0	0	0	1	0	0	20140939	6	2	1	0	1	0	1	0	0.28	0	304.603634463052
2995082	1	1	3	6	3	775.98390067737	0	1	0	1	1	1	0	1	0	0	20140939	1	10	0	1	1	0	3	1	0.47	1	7759.8390067737
2995083	1	1	2	4	2	478.610814362905	1	1	0	1	0	0	0	1	1	0	20140939	1	5	0	0	1	0	2	0	0.49	1	2393.05407181452
2995084	1	1	3	1	1	580.353653871225	0	0	0	1	1	0	0	1	1	0	20140939	6	6	0	0	0	0	3	0	0.3	0	3482.12192322735
2995085	1	1	2	6	5	201.329167884834	0	1	0	0	0	0	0	1	0	0	20140939	6	4	1	1	1	0	2	0	0.32	0	805.316671539336
2995086	1	1	2	1	1	254.663148053125	0	1	0	0	0	0	1	1	0	0	20140939	7	2	0	0	0	0	2	0	0.3	0	509.32629610625
2995087	1	1	3	2	4	467.271940941312	0	1	0	1	0	0	0	1	1	0	20140939	1	4	1	0	0	0	3	0	0.39	1	1869.08776376525
2995088	1	1	1	2	2	802.554457918033	0	0	0	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	1	0	0.1	0	2407.6633737541
2995089	1	1	2	1	1	594.1053423817	0	1	1	1	0	1	0	0	0	0	20140939	3	3	0	0	0	0	2	0	0.25	0	1782.3160271451
2995090	1	1	3	1	1	322.194269373623	1	1	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.3	0	1288.77707749449
2995091	1	1	1	6	5	317.794748966588	1	1	0	0	0	0	0	1	0	0	20140939	1	2	1	1	1	0	1	0	0.42	1	635.589497933177
2995092	1	1	2	1	1	3787.99525173806	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	2	0	0.1	0	11363.9857552142
2995093	1	1	1	6	5	424.685419398852	0	1	0	1	0	0	0	1	1	0	20140939	1	3	1	1	1	0	1	0	0.47	1	1274.05625819656
2995094	1	1	1	6	2	537.477586982341	0	1	0	1	0	1	0	1	0	1	20140939	4	4	0	1	1	0	1	1	0.52	1	2149.91034792936
2995095	1	1	1	6	6	235.207378547841	1	1	0	0	0	0	0	1	0	0	20140939	4	2	1	1	1	0	1	0	0.42	1	470.414757095683
2995096	1	1	2	1	1	4121.00287916901	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	2	0	0.1	0	12363.008637507
2995097	1	1	1	1	10	30.5705722997573	0	1	0	0	0	0	0	0	0	0	20140939	8	2	0	0	0	1	1	0	0.14	0	61.1411445995146
2995098	1	1	2	2	6	597.658119073316	0	1	0	0	0	0	0	0	0	0	20140939	1	4	1	0	0	0	2	0	0.14	0	2390.63247629326
2995099	1	1	3	1	1	513.887458034546	0	1	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	3	0	0.2	0	1541.66237410364
2995100	1	1	3	1	1	654.024448284215	0	0	0	1	0	0	0	0	1	0	20140939	1	6	0	0	0	0	3	0	0.15	0	3924.14668970529
2995101	1	1	3	1	1	331.610668875837	0	1	0	0	0	0	0	1	0	0	20140939	1	4	0	0	0	0	3	0	0.2	0	1326.44267550335
2995102	1	1	1	2	6	668.076784754907	0	0	0	0	0	0	0	1	0	0	20140939	1	1	1	0	0	0	1	0	0.14	0	668.076784754907
2995103	1	1	1	1	1	309.169670922323	0	1	0	0	0	0	1	1	0	0	20140939	7	1	0	0	0	0	1	0	0.3	0	309.169670922323
2995104	1	1	3	2	1	160.152060713221	0	1	0	0	0	0	1	1	0	0	20140939	3	3	0	0	0	0	3	0	0.3	0	480.456182139662
2995105	1	1	2	2	2	544.198129227516	0	1	0	1	0	1	0	1	0	0	20140939	1	4	0	0	1	0	2	0	0.34	1	2176.79251691007
2995106	1	1	2	2	1	269.920166857836	0	1	0	0	0	0	0	1	0	1	20140939	3	4	0	0	0	0	2	0	0.3	0	1079.68066743135
2995107	1	1	1	1	1	4265.95144184528	0	0	0	0	0	0	0	0	0	0	20140939	6	1	0	0	0	0	1	0	0	0	4265.95144184528
2995108	1	1	2	4	2	578.525592561088	0	1	0	1	0	0	0	1	0	0	20140939	1	7	0	0	1	0	2	1	0.33	0	4049.67914792762
2995109	1	1	2	1	10	26.1683743806536	0	0	0	0	0	0	0	1	0	0	20140939	8	3	0	0	0	0	2	0	0.1	0	78.5051231419609
2995110	1	1	2	6	2	376.86480831195	0	1	0	0	0	0	0	1	0	0	20140939	4	4	0	1	1	0	2	0	0.28	0	1507.4592332478
2995111	1	1	3	1	1	353.906042218012	0	0	0	0	0	0	0	0	0	0	20140939	7	3	0	0	0	0	3	0	0	0	1061.71812665404
2995112	1	1	2	6	6	838.776126620903	0	1	0	1	0	0	0	1	0	0	20140939	2	5	1	1	1	0	2	0	0.37	1	4193.88063310451
2995113	1	1	2	2	6	615.243509690402	1	1	0	0	1	0	0	1	0	0	20140939	1	4	1	0	0	0	2	0	0.39	1	2460.97403876161
2995114	1	1	3	1	1	249.702990753735	1	1	0	0	0	0	1	1	0	0	20140939	1	3	0	0	1	0	3	0	0.44	1	749.108972261205
2995115	1	1	2	2	2	198.421549967101	1	1	0	1	0	0	0	1	0	0	20140939	4	3	0	0	0	0	2	0	0.35	1	595.264649901302
2995116	1	1	3	2	5	511.764171077265	0	1	0	1	0	0	0	1	0	1	20140939	1	4	1	0	0	0	3	0	0.39	1	2047.05668430906
2995117	1	1	2	6	6	267.782413107412	1	1	1	0	1	0	0	1	1	0	20140939	6	4	1	1	1	0	2	0	0.62	1	1071.12965242965
2995118	1	1	2	2	4	646.882665201007	0	1	0	1	0	0	0	1	0	0	20140939	2	4	1	0	0	0	2	0	0.29	0	2587.53066080403
2995119	1	1	2	3	5	565.975232580712	0	1	0	0	0	0	0	1	1	0	20140939	4	2	1	1	0	0	2	0	0.38	1	1131.95046516142
2995120	1	1	4	2	6	218.911037769206	0	1	0	0	0	0	0	1	0	0	20140939	4	5	1	0	1	0	4	0	0.28	0	1094.55518884603
2995121	1	1	1	6	6	222.749115882136	0	1	0	0	0	0	0	1	0	0	20140939	6	1	1	1	1	0	1	0	0.32	0	222.749115882136
2995122	1	1	1	2	10	30.5705722997573	0	0	0	0	0	0	0	0	0	0	20140939	8	2	1	1	0	1	1	0	0.12	0	61.1411445995146
2995123	1	1	2	2	2	419.104212710544	1	1	0	0	0	0	0	1	0	0	20140939	1	8	0	0	1	0	2	1	0.38	1	3352.83370168436
2995124	1	1	1	6	6	237.826321000642	1	1	0	0	0	0	0	1	1	0	20140939	6	3	1	1	1	0	1	0	0.52	1	713.478963001924
2995125	1	1	2	1	1	274.538119186865	0	0	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	2	0	0.1	0	549.076238373731
2995126	1	1	2	1	1	280.054638733966	0	1	0	0	0	0	1	1	1	1	20140939	7	2	0	0	0	0	2	0	0.5	1	560.109277467931
2995127	1	1	1	1	1	434.492039769937	0	1	0	0	0	0	1	1	0	0	20140939	1	1	0	0	0	0	1	0	0.3	0	434.492039769937
2995128	1	1	1	1	6	757.513233820346	0	1	0	1	0	0	0	0	0	0	20140939	3	4	1	0	0	1	1	1	0.27	0	3030.05293528138
2995129	1	1	1	2	1	528.192787665148	0	0	0	1	0	1	0	1	0	0	20140939	1	1	0	0	0	0	1	0	0.2	0	528.192787665148
2995130	1	1	2	2	1	517.509118766801	0	0	0	0	0	0	0	1	0	0	20140939	1	4	0	0	0	0	2	0	0.1	0	2070.03647506721
2995131	1	1	2	2	1	477.078561312398	0	1	0	0	0	0	0	1	0	0	20140939	1	2	0	0	0	0	2	0	0.2	0	954.157122624796
2995132	1	1	1	6	1	328.64108933897	0	0	0	0	0	0	0	1	1	0	20140939	1	1	0	1	1	0	1	0	0.28	0	328.64108933897
2995133	1	1	3	1	2	502.221032189286	0	1	0	0	0	0	0	1	0	0	20140939	4	3	0	0	0	0	3	0	0.2	0	1506.66309656786
2995134	1	1	3	1	1	277.849186896165	0	1	0	1	0	0	0	1	0	0	20140939	1	4	0	0	1	0	3	0	0.29	0	1111.39674758466
2995135	1	1	2	2	1	560.095640309262	0	1	0	1	0	0	0	1	1	0	20140939	1	5	0	0	0	0	2	0	0.35	1	2800.47820154631
2995136	1	1	1	6	5	197.469872524321	0	1	0	0	0	0	1	1	0	0	20140939	6	2	1	1	1	0	1	0	0.42	1	394.939745048642
2995137	1	1	3	1	1	2172.48037374595	0	0	0	1	0	0	0	0	0	0	20140939	2	4	0	0	0	0	3	0	0.05	0	8689.92149498381
2995138	1	1	1	1	1	355.857614646953	0	1	0	0	0	0	0	1	1	0	20140939	1	2	0	0	0	0	1	0	0.3	0	711.715229293906
2995139	1	1	2	1	1	399.696130933806	0	1	0	1	0	0	0	1	0	0	20140939	1	5	0	0	0	0	2	0	0.25	0	1998.48065466903
2995140	1	1	2	2	4	1152.33813174169	0	1	0	1	1	0	0	1	0	0	20140939	2	6	1	0	0	0	2	0	0.34	1	6914.02879045013
2995141	1	1	2	1	1	373.130667419251	0	0	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	2	0	0.1	0	1492.52266967701
2995142	1	1	1	2	2	490.975970005025	0	0	0	1	0	0	0	1	0	0	20140939	1	5	0	0	1	0	1	1	0.23	0	2454.87985002512
2995143	1	1	1	2	6	551.229791300513	1	1	0	0	0	0	0	1	0	0	20140939	1	2	1	0	0	0	1	0	0.34	1	1102.45958260103
2995144	1	1	2	3	1	499.795540367653	0	0	0	1	0	0	0	1	0	0	20140939	1	2	0	1	0	0	2	0	0.19	0	999.591080735306
2995145	1	1	2	6	6	1149.08396743547	0	1	0	0	0	0	0	1	0	0	20140939	2	4	1	1	0	0	2	0	0.28	0	4596.33586974187
2995146	1	1	2	2	6	493.802666385411	0	1	0	1	0	0	0	1	0	0	20140939	1	3	1	0	1	1	2	0	0.37	1	1481.40799915623
2995147	1	1	1	6	6	473.545567488831	0	1	0	0	0	0	0	1	0	0	20140939	1	2	1	1	1	0	1	0	0.32	0	947.091134977662
2995148	1	1	2	1	10	33.8202781530667	0	0	0	1	0	0	0	0	0	0	20140939	8	2	0	0	0	0	2	0	0.05	0	67.6405563061335
2995149	1	1	2	1	2	2934.20180568797	0	0	0	0	0	0	0	1	0	0	20140939	6	1	0	0	0	0	2	0	0.1	0	2934.20180568797
2995150	1	1	3	1	1	193.940240927706	0	0	0	1	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.15	0	775.760963710824
2995151	1	1	2	1	1	4121.00287916901	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	2	0	0.1	0	12363.008637507
2995152	1	1	3	1	1	154.240861221794	1	1	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.3	0	616.963444887178
2995153	1	1	1	1	1	176.50965858205	0	1	0	0	0	0	0	1	0	0	20140939	7	1	0	0	0	0	1	0	0.2	0	176.50965858205
2995154	1	1	1	5	4	222.749115882136	0	0	0	0	0	0	0	1	0	0	20140939	6	1	1	1	1	0	1	0	0.22	0	222.749115882136
2995155	1	1	2	1	1	382.518485429976	0	0	0	0	0	0	0	0	0	0	20140939	7	3	0	0	0	0	2	0	0	0	1147.55545628993
2995156	1	1	3	6	2	217.079422548839	0	1	1	1	1	1	0	1	0	0	20140939	4	4	0	1	1	0	3	0	0.48	1	868.317690195357
2995157	1	1	1	1	1	455.250503202504	0	0	0	0	1	0	0	0	0	0	20140939	6	3	0	0	0	0	1	1	0.09	0	1365.75150960751
2995158	1	1	4	1	1	2046.08726003008	0	0	0	0	0	0	0	0	0	0	20140939	2	6	0	0	0	0	4	0	0	0	12276.5235601805
2995159	1	1	1	6	1	434.492039769937	0	1	0	0	0	0	1	1	0	0	20140939	1	1	0	1	1	0	1	0	0.38	1	434.492039769937
2995160	1	1	3	1	1	2668.25405387586	0	0	0	0	0	0	0	0	0	0	20140939	6	4	0	0	0	0	3	0	0	0	10673.0162155034
2995161	1	1	1	1	10	22.8719286522808	0	0	0	0	0	0	0	1	0	0	20140939	8	2	0	0	0	0	1	0	0.1	0	45.7438573045617
2995162	1	1	2	3	2	315.703405275613	0	1	0	0	0	0	0	1	0	1	20140939	4	2	0	1	0	0	2	0	0.34	1	631.406810551226
2995163	1	1	1	2	2	218.635349307393	0	1	0	1	1	0	0	1	0	0	20140939	4	4	0	0	0	0	1	1	0.34	1	874.541397229574
2995164	1	1	3	1	1	2502.25818328402	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	3	0	0.1	0	7506.77454985206
2995165	1	1	3	1	1	389.169249360321	0	0	0	0	0	0	0	0	0	0	20140939	1	5	0	0	0	0	3	0	0	0	1945.84624680161
2995166	1	1	2	2	1	525.456518797993	0	0	0	1	0	0	0	1	0	0	20140939	1	6	0	0	0	0	2	0	0.15	0	3152.73911278796
2995167	1	1	1	4	6	252.056570486671	0	1	0	0	0	0	0	1	0	0	20140939	4	4	1	0	1	0	1	1	0.32	0	1008.22628194668
2995168	1	1	2	2	6	376.594248124356	1	1	0	0	0	0	0	1	0	0	20140939	2	3	1	0	1	0	2	0	0.38	1	1129.78274437307
2995169	1	1	1	1	1	32.5042474571045	0	0	0	1	0	0	0	0	0	0	20140939	8	2	0	0	0	0	1	0	0.05	0	65.0084949142091
2995170	1	1	2	2	4	292.373393676427	1	1	0	0	0	0	0	1	0	0	20140939	2	4	1	0	0	0	2	0	0.34	1	1169.49357470571
2995171	1	1	2	1	1	242.232403129069	0	0	0	0	0	0	0	0	0	0	20140939	7	3	0	0	0	0	2	0	0	0	726.697209387207
2995172	1	1	3	2	9	552.444984026234	0	0	0	1	0	0	0	1	0	0	20140939	1	6	1	0	0	0	3	0	0.19	0	3314.6699041574
2995173	1	1	3	1	1	206.139542128714	0	1	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.2	0	824.558168514857
2995174	1	1	1	1	1	22.8719286522808	0	0	0	0	0	0	1	1	0	0	20140939	8	2	0	0	0	0	1	0	0.2	0	45.7438573045617
2995175	1	1	1	1	1	731.303917890882	1	1	0	0	0	0	1	1	0	0	20140939	3	1	0	0	0	0	1	0	0.4	1	731.303917890882
2995176	1	1	2	1	1	783.009968143835	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	2	0	0.2	0	1566.01993628767
2995177	1	1	3	1	1	926.921061520195	1	1	0	1	0	0	0	1	0	0	20140939	3	6	0	0	0	0	3	0	0.35	1	5561.52636912117
2995178	1	1	3	1	1	367.51377686805	0	0	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.1	0	1470.0551074722
2995179	1	1	1	1	1	194.825753108112	0	0	0	0	0	0	0	0	0	0	20140939	7	2	0	0	0	0	1	0	0	0	389.651506216224
2995180	1	1	3	1	1	358.509863290434	0	0	0	0	0	0	0	1	0	0	20140939	7	4	0	0	0	0	3	0	0.1	0	1434.03945316174
2995181	1	1	2	1	1	285.988584826023	0	0	0	1	0	0	0	1	0	0	20140939	7	3	0	0	0	0	2	0	0.15	0	857.96575447807
2995182	1	1	1	1	1	153.449026301855	0	0	0	0	0	0	0	0	0	0	20140939	4	2	0	0	0	0	1	0	0	0	306.898052603711
2995183	1	1	1	2	2	376.86480831195	0	1	0	0	1	0	0	1	0	0	20140939	4	4	0	0	1	0	1	1	0.33	0	1507.4592332478
2995184	1	1	3	1	1	3171.50964306162	0	0	0	0	0	0	0	1	0	0	20140939	6	3	0	0	0	0	3	0	0.1	0	9514.52892918487
2995185	1	1	3	1	1	341.451494563591	0	0	0	0	0	0	0	0	0	0	20140939	7	4	0	0	0	0	3	0	0	0	1365.80597825436
2995186	1	1	3	1	1	232.477584104321	0	0	0	0	0	0	1	1	0	0	20140939	7	5	0	0	0	0	3	0	0.2	0	1162.38792052161
2995187	1	1	2	1	1	413.683137226007	0	1	1	1	0	0	0	0	0	1	20140939	7	2	0	0	0	0	2	0	0.3	0	827.366274452013
2995188	1	1	1	1	2	185.223729275374	0	1	0	0	0	0	0	1	1	0	20140939	3	2	0	0	0	0	1	0	0.3	0	370.447458550749
2995189	1	1	2	1	2	428.707543653658	1	1	0	1	0	0	0	1	0	0	20140939	3	5	0	0	0	0	2	0	0.35	1	2143.53771826829
2995190	1	1	2	1	2	388.860018964668	0	1	0	0	0	0	0	1	0	1	20140939	3	4	0	0	0	0	2	0	0.3	0	1555.44007585867
2995191	1	1	2	1	1	153.449026301855	0	1	0	0	0	0	0	1	0	0	20140939	4	2	0	0	0	0	2	0	0.2	0	306.898052603711
2995192	1	1	1	2	2	570.028408575928	0	0	0	0	0	0	0	0	0	0	20140939	1	2	0	0	0	0	1	0	0	0	1140.05681715186
2995193	1	1	1	1	1	811.587905662315	1	1	0	0	0	0	0	1	0	0	20140939	3	4	0	0	0	0	1	1	0.34	1	3246.35162264926
2995194	1	1	2	1	1	252.179558659417	0	1	0	0	0	0	0	0	0	0	20140939	7	4	0	0	0	0	2	0	0.1	0	1008.71823463767
2995195	1	1	1	1	1	383.02107440637	0	1	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	1	0	0.2	0	766.04214881274
2995196	1	1	3	1	1	178.203539241398	0	1	0	1	0	0	1	1	0	0	20140939	7	3	0	0	0	0	3	0	0.35	1	534.610617724194
2995197	1	1	3	1	2	573.783843803841	0	1	0	1	0	0	1	1	0	0	20140939	3	4	0	0	0	0	3	0	0.35	1	2295.13537521536
2995198	1	1	2	1	1	215.78380068522	0	0	0	1	0	0	0	1	1	0	20140939	7	4	0	0	0	0	2	0	0.25	0	863.135202740879
2995199	1	1	2	1	1	479.939359642908	0	0	0	0	0	0	0	1	0	0	20140939	3	3	0	0	0	0	2	0	0.1	0	1439.81807892872
2995199	2	1	1	1	1	479.939359642908	0	0	0	0	0	0	1	0	0	0	20140939	3	1	0	0	0	0	1	0	0.1	0	479.939359642908
2995200	1	1	2	1	1	604.589271900293	0	0	0	1	0	1	0	1	0	0	20140939	3	4	0	0	0	0	2	0	0.2	0	2418.35708760117
2995200	2	1	1	1	1	604.589271900293	0	0	0	0	1	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.15	0	1209.17854380059
2995201	1	1	1	1	1	25.2781382689228	0	1	0	0	0	0	1	1	0	0	20140939	8	2	0	0	0	0	1	0	0.3	0	50.5562765378455
2995202	1	1	2	1	1	248.09034862075	0	0	0	1	0	0	0	1	0	0	20140939	7	3	0	0	0	0	2	0	0.15	0	744.271045862249
2995203	1	1	2	2	5	37.0315966276651	0	0	0	1	0	0	0	1	0	0	20140939	8	6	1	1	0	1	2	1	0.31	0	222.189579765991
2995204	1	1	2	1	1	1630.25943287403	0	1	0	0	0	0	0	1	1	0	20140939	5	3	0	0	0	0	2	0	0.3	0	4890.77829862209
2995205	1	1	2	1	1	222.761755995428	0	0	0	0	1	0	0	0	0	0	20140939	7	3	0	0	0	0	2	0	0.05	0	668.285267986285
2995206	1	1	2	1	1	217.697118614532	1	1	0	1	0	0	1	1	0	0	20140939	7	4	0	0	0	0	2	0	0.45	1	870.788474458127
2995207	1	1	2	1	2	449.439853949327	0	1	0	0	0	0	0	1	0	0	20140939	3	5	0	0	0	0	2	0	0.2	0	2247.19926974663
2995208	1	1	2	1	1	336.606558793553	0	0	0	0	0	0	0	1	0	0	20140939	7	2	0	0	0	0	2	0	0.1	0	673.213117587105
2995209	1	1	4	1	1	317.114832812198	0	0	0	1	0	0	0	1	0	0	20140939	7	6	0	0	0	0	4	0	0.15	0	1902.68899687319
2995210	1	1	2	1	1	20.8759403498191	0	0	0	0	0	0	0	1	0	0	20140939	8	3	0	0	0	1	2	0	0.14	0	62.6278210494573
2995211	1	1	3	1	1	881.285715410768	0	1	0	1	0	1	0	1	0	0	20140939	3	4	0	0	0	0	3	0	0.3	0	3525.14286164307
2995212	1	1	1	1	1	262.183788003281	0	0	0	0	0	0	0	0	0	0	20140939	4	1	0	0	0	0	1	0	0	0	262.183788003281
2995214	1	1	2	1	2	297.711538049483	0	1	0	1	0	0	1	1	0	0	20140939	3	3	0	0	0	0	2	0	0.35	1	893.13461414845
2995215	1	1	1	1	1	940.105367197151	0	1	0	0	0	0	0	1	1	0	20140939	3	1	0	0	0	0	1	0	0.3	0	940.105367197151
2995216	1	1	3	1	2	721.631625553876	0	0	0	1	0	0	0	0	0	0	20140939	3	4	0	0	0	0	3	0	0.05	0	2886.5265022155
2995217	1	1	1	1	1	702.514123778379	0	1	0	0	0	0	0	1	0	0	20140939	3	1	0	0	0	0	1	0	0.2	0	702.514123778379
2995218	1	1	2	1	1	218.700847668903	0	0	0	0	0	0	0	0	0	0	20140939	4	3	0	0	0	0	2	0	0	0	656.102543006708
2995219	1	1	1	1	1	174.574559889768	0	0	0	0	0	0	0	0	0	0	20140939	4	1	0	0	0	0	1	0	0	0	174.574559889768
2995220	1	1	1	1	2	382.7193968743	0	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.2	0	765.4387937486
2995221	1	1	4	1	1	2212.74105262611	0	0	0	0	0	0	0	1	0	0	20140939	7	5	0	0	0	0	4	0	0.1	0	11063.7052631305
2995222	1	1	1	1	1	940.105367197151	0	0	0	0	0	0	1	1	0	0	20140939	3	1	0	0	0	0	1	0	0.2	0	940.105367197151
2995223	1	1	2	1	1	892.803639696084	1	1	0	0	0	0	0	1	0	0	20140939	3	5	0	0	0	0	2	0	0.3	0	4464.01819848042
2995224	1	1	1	1	1	255.715281563282	0	0	0	0	0	0	0	1	0	0	20140939	4	1	0	0	0	0	1	0	0.1	0	255.715281563282
2995225	1	1	2	1	3	24.4321554799007	0	1	0	0	0	0	0	0	0	0	20140939	8	2	1	0	0	0	2	0	0.14	0	48.8643109598014
2995226	1	1	2	1	1	31.244051976455	0	0	0	0	0	0	0	1	0	0	20140939	8	5	0	0	0	0	2	0	0.1	0	156.220259882275
2995227	1	1	3	1	2	509.98434760093	0	1	0	0	1	0	0	0	0	0	20140939	3	3	0	0	0	0	3	0	0.15	0	1529.95304280279
2995228	1	1	1	2	3	22.8719286522808	0	1	0	0	0	0	0	1	0	0	20140939	8	2	1	1	0	1	1	0	0.32	0	45.7438573045617
2995229	1	1	2	1	1	34.9012253666531	0	0	0	1	0	0	0	0	0	0	20140939	8	5	0	0	0	0	2	0	0.05	0	174.506126833265
2995230	1	1	2	1	1	376.992878009731	0	0	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	2	0	0.1	0	1130.97863402919
2995231	1	1	3	2	5	20.7478001293691	0	0	0	0	0	0	0	1	1	0	20140939	8	6	1	1	0	1	3	0	0.32	0	124.486800776215
2995232	1	1	2	2	3	963.69494307266	1	1	0	0	0	0	0	1	0	0	20140939	1	3	0	0	0	0	2	0	0.3	0	2891.08482921798
2995233	1	1	2	2	1	113.312534103347	1	1	0	1	0	0	0	1	0	0	20140939	7	6	0	0	0	0	2	0	0.35	1	679.875204620082
2995234	1	1	3	2	9	625.304877076774	0	0	0	0	0	0	0	1	1	0	20140939	1	5	1	0	1	0	3	0	0.28	0	3126.52438538387
2995235	1	1	2	2	6	268.346239987331	0	1	0	1	0	0	0	1	0	0	20140939	1	5	1	0	1	0	2	0	0.33	0	1341.73119993665
2995236	1	1	2	3	9	440.283475713071	0	0	0	0	0	0	0	1	0	0	20140939	1	4	1	1	0	0	2	0	0.18	0	1761.13390285229
2995237	1	1	3	6	6	214.02620600668	0	1	0	1	0	0	0	1	1	1	20140939	6	3	1	1	0	0	3	0	0.53	1	642.078618020039
2995237	2	1	1	6	6	214.02620600668	1	1	0	1	0	0	0	1	0	1	20140939	6	4	1	1	0	0	1	1	0.57	1	856.104824026719
2995238	1	1	1	3	6	212.402341490305	1	1	1	1	0	1	0	1	0	0	20140939	6	3	1	1	0	0	1	0	0.53	1	637.207024470916
2995239	1	1	2	6	6	167.782272402311	1	1	0	1	0	1	0	1	0	0	20140939	6	4	1	1	1	0	2	0	0.52	1	671.129089609246
2995240	1	1	2	2	9	356.483612019149	1	1	0	0	0	0	0	1	0	0	20140939	1	3	1	0	0	0	2	0	0.34	1	1069.45083605745
2995241	1	1	1	3	2	189.33924069178	1	1	0	0	0	0	0	1	0	0	20140939	4	2	0	1	1	0	1	0	0.38	1	378.678481383561
2995242	1	1	3	2	2	317.079710459206	0	1	0	1	0	0	0	1	0	0	20140939	4	3	0	0	0	0	3	0	0.25	0	951.239131377618
2995243	1	1	1	2	1	160.205574259943	1	1	0	0	0	0	0	1	0	0	20140939	3	2	0	0	0	0	1	0	0.3	0	320.411148519887
2995244	1	1	1	1	1	248.09034862075	0	0	0	0	1	0	0	1	0	1	20140939	7	3	0	0	0	0	1	1	0.29	0	744.271045862249
2995245	1	1	2	4	4	356.483612019149	0	1	0	0	0	0	0	1	0	0	20140939	1	3	1	0	1	0	2	0	0.28	0	1069.45083605745
2995246	1	1	1	1	1	176.50965858205	1	1	0	0	0	0	1	1	0	0	20140939	7	1	0	0	0	0	1	0	0.4	1	176.50965858205
2995247	1	1	3	1	1	364.925122608332	0	1	0	1	0	0	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.25	0	1094.775367825
2995248	1	1	1	6	9	497.216058825359	0	0	0	0	1	0	0	1	1	0	20140939	1	4	1	1	1	0	1	1	0.41	1	1988.86423530144
2995249	1	1	2	6	6	167.782272402311	0	1	0	1	0	0	0	1	0	0	20140939	6	4	1	1	0	0	2	0	0.33	0	671.129089609246
2995250	1	1	3	1	1	200.567813428838	1	1	0	0	0	0	0	1	0	0	20140939	7	3	0	0	0	0	3	0	0.3	0	601.703440286515
2995251	1	1	2	1	1	1082.18940791476	0	1	0	0	0	0	0	1	0	0	20140939	2	4	0	0	0	0	2	0	0.2	0	4328.75763165905
2995252	1	1	1	1	5	625.647038877779	0	1	0	0	0	0	0	1	0	0	20140939	3	1	1	0	0	0	1	0	0.24	0	625.647038877779
2995253	1	1	1	6	6	504.371283139924	1	1	0	0	0	0	0	1	0	0	20140939	1	1	1	1	1	0	1	0	0.42	1	504.371283139924
2995254	1	1	2	2	4	304.743388294203	1	1	0	0	0	0	0	1	0	0	20140939	1	3	1	0	0	0	2	0	0.34	1	914.23016488261
2995255	1	1	2	1	2	394.738455876398	0	1	0	1	0	0	1	1	0	0	20140939	4	3	0	0	0	0	2	0	0.35	1	1184.21536762919
2995256	1	1	1	6	6	441.024030738105	1	1	0	0	0	0	0	1	0	0	20140939	1	2	1	1	1	0	1	0	0.42	1	882.04806147621
