DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	P3	P4005	P4015	P8520S3	P8520S5
3005716	1	1	2	3	6	2	1
3005717	1	1	2	4	7	2	1
3005718	1	1	3	1	4	2	2
3005719	1	1	1	1	4	1	1
3005720	1	1	1	1	4	1	1
3005721	1	1	3	1	6	2	2
3005722	1	1	1	1	4	1	1
3005724	1	1	3	7	7	2	2
3005725	1	1	1	1	4	2	2
3005730	1	1	3	5	7	2	2
3005731	1	1	1	1	4	1	1
3005732	1	1	3	4	7	2	2
3005733	1	1	3	1	6	2	2
3005734	1	1	1	1	4	1	1
3005735	1	1	1	1	4	2	2
3005736	1	1	1	1	4	1	1
3005737	1	1	1	1	4	1	1
3005738	1	1	1	1	4	1	1
3005739	1	1	1	1	4	1	1
3005740	1	1	2	3	6	2	1
3005741	1	1	1	1	4	1	1
3005742	1	1	1	1	4	1	1
3005743	1	1	1	1	4	1	1
3005744	1	1	3	4	7	2	2
3005745	1	1	1	1	4	1	1
3005747	1	1	1	1	4	1	1
3005748	1	1	1	1	4	1	1
3005749	1	1	1	1	4	1	1
3005750	1	1	1	1	4	2	2
3005751	1	1	1	1	4	2	2
3005752	1	1	1	1	4	1	1
3005753	1	1	1	1	4	1	1
3005754	1	1	1	1	4	1	1
3005755	1	1	1	1	6	1	1
3005756	1	1	2	1	6	2	1
3005757	1	1	2	1	6	1	1
3005758	1	1	1	1	6	2	2
3005759	1	1	1	1	6	2	1
3005760	1	1	1	1	4	2	2
3005761	1	1	2	1	4	1	1
3005762	1	1	1	1	4	1	1
3005763	1	1	1	1	4	1	1
3005764	1	1	1	1	6	1	1
3005765	1	1	1	1	4	2	2
3005768	1	1	1	1	4	1	1
3005769	1	1	1	1	4	1	1
3005770	1	1	1	1	6	1	1
3005771	1	1	1	6	6	1	1
3005772	1	1	1	6	6	1	1
3005773	1	1	1	1	4	1	1
3005774	1	1	1	1	4	1	1
3005775	1	1	1	1	6	1	1
3005776	1	1	1	1	4	1	1
3005777	1	1	1	1	4	1	1
3005778	1	1	1	1	6	1	1
3005779	1	1	1	1	6	1	1
3005780	1	1	1	1	4	1	1
3005781	1	1	1	1	6	1	1
3005782	1	1	1	1	4	1	1
3005783	1	1	1	1	4	1	1
3005784	1	1	1	1	6	1	1
3005796	1	1	2	3	6	2	1
3005797	1	1	1	1	4	1	1
3005798	1	1	2	4	7	2	1
3005799	1	1	2	3	6	2	1
3005800	1	1	2	1	6	2	1
3005801	1	1	1	1	6	2	2
3005802	1	1	1	1	4	1	1
3005803	1	1	1	1	4	1	1
3005804	1	1	1	1	4	1	1
3005805	1	1	1	1	4	1	1
3005806	1	1	1	1	4	1	1
3005807	1	1	1	1	6	1	1
3005808	1	1	1	1	4	1	1
3005809	1	1	1	1	4	1	2
3005810	1	1	1	1	6	1	1
3005818	1	1	1	1	4	1	1
3005819	1	1	1	1	4	1	1
3005842	1	1	1	1	4	2	1
3005843	1	1	1	6	4	1	1
3005844	1	1	1	1	4	1	1
3005847	1	1	2	1	6	2	1
3005848	1	1	1	1	4	2	2
3005850	1	1	1	1	6	1	2
3005853	1	1	1	1	6	2	2
3005859	1	1	3	3	6	2	2
3005866	1	1	1	5	4	2	1
3005871	1	1	1	1	4	1	1
3005872	1	1	1	1	4	2	2
3005874	1	1	1	1	4	1	1
3005875	1	1	1	1	4	1	1
3005876	1	1	1	1	4	2	2
3005877	1	1	1	1	4	2	2
3005879	1	1	3	1	6	2	1
3005880	1	1	3	1	4	2	2
3005881	1	1	3	1	6	2	1
3005882	1	1	3	1	6	2	1
3005883	1	1	3	1	6	2	1
3005884	1	1	3	1	6	2	1
3005885	1	1	3	1	4	2	2
3005886	1	1	3	2	7	2	2
3005887	1	1	3	1	4	2	2
3005888	1	1	2	1	6	2	2
3005889	1	1	2	1	6	2	2
3005891	1	1	2	1	6	2	1
3005897	1	1	3	1	4	1	1
3007023	1	1	1	1	4	1	2
3007024	1	1	1	1	3	1	1
3007026	1	1	1	1	3	1	1
3007027	1	1	1	1	4	1	1
3007028	1	1	1	1	4	1	1
3007029	1	1	1	1	4	1	1
3007030	1	1	1	1	6	1	1
3007033	1	1	1	1	4	1	1
3007036	1	1	1	1	6	1	1
3007037	1	1	1	1	4	1	1
3007039	1	1	1	1	4	1	1
3007040	1	1	1	1	4	1	1
3007042	1	1	3	1	4	2	1
3007043	1	1	1	7	5	1	1
3007045	1	1	3	3	7	2	1
3007048	1	1	1	1	6	1	1
3007049	1	1	1	1	6	1	1
3007052	1	1	1	1	6	1	1
3007053	1	1	1	1	4	1	1
3007055	1	1	1	1	4	1	1
3007062	1	1	1	1	4	1	1
3007063	1	1	1	1	4	1	1
3007066	1	1	1	1	4	1	1
3007067	1	1	1	1	4	1	1
3007070	1	1	1	1	4	2	1
3007073	1	1	1	1	4	1	1
3007074	1	1	1	1	4	1	1
3007075	1	1	1	1	6	1	1
3007083	1	1	1	1	4	1	1
3007089	1	1	1	1	6	1	1
3007090	1	1	1	1	6	1	1
3007098	1	1	1	1	6	1	1
3007099	1	1	1	1	4	1	1
3007101	1	1	1	1	6	1	1
3007102	1	1	1	1	4	1	1
3007103	1	1	1	1	4	1	1
3007104	1	1	1	1	6	1	1
3007105	1	1	1	1	4	2	2
3007106	1	1	1	1	6	1	1
3007107	1	1	1	1	4	1	1
3007111	1	1	1	1	4	1	1
3007113	1	1	1	1	6	1	1
3007114	1	1	1	1	4	1	1
3007115	1	1	1	1	6	1	1
3007127	1	1	1	1	4	1	1
3007128	1	1	1	1	4	1	1
3007129	1	1	1	1	4	1	1
3007130	1	1	1	1	4	1	1
3007131	1	1	1	1	4	1	1
3007133	1	1	1	5	6	2	2
3007134	1	1	1	1	4	1	1
3007136	1	1	1	5	4	1	1
3007142	1	1	1	1	6	1	1
3007143	1	1	2	1	6	1	1
3007147	1	1	1	1	4	1	1
3007148	1	1	1	1	4	1	1
3007149	1	1	1	5	5	1	1
3007150	1	1	1	1	4	1	1
3007151	1	1	1	5	6	1	1
3007156	1	1	1	1	4	1	1
3007157	1	1	3	1	4	2	1
3007158	1	1	1	1	6	1	1
3007160	1	1	2	1	6	1	1
3007161	1	1	1	5	4	1	1
3007162	1	1	1	5	6	1	1
3007164	1	1	3	2	4	2	1
3007167	1	1	1	1	6	1	1
3007169	1	1	1	5	6	1	2
3007172	1	1	1	1	6	2	2
3007173	1	1	1	1	4	2	1
3007176	1	1	3	1	6	2	1
3007178	1	1	1	5	4	1	1
3007179	1	1	1	1	4	1	1
3007181	1	1	1	1	4	1	1
3007182	1	1	1	1	4	1	1
3007184	1	1	1	1	7	1	1
3007185	1	1	1	5	6	1	1
3007188	1	1	2	1	6	1	1
3007189	1	1	1	1	6	1	1
3007190	1	1	2	1	6	1	1
3007191	1	1	1	1	4	1	1
3007192	1	1	1	5	6	1	1
3007199	1	1	1	1	4	1	1
3007200	1	1	1	1	5	1	1
3007203	1	1	1	3	4	1	1
3007204	1	1	3	1	6	2	1
3007205	1	1	3	1	6	2	1
3007207	1	1	3	1	6	2	1
3007208	1	1	3	1	4	2	1
3007209	1	1	3	1	6	2	1
3007213	1	1	3	5	7	2	2
3007217	1	1	3	1	4	2	1
3007218	1	1	3	5	7	2	2
3007219	1	1	3	5	7	2	2
3007221	1	1	3	1	6	2	1
3007224	1	1	1	1	4	1	1
3007227	1	1	3	1	4	2	1
3007247	1	1	3	5	7	2	1
3007249	1	1	2	1	4	1	1
3007251	1	1	1	1	6	1	1
3007252	1	1	3	5	7	2	2
3007256	1	1	3	5	7	2	1
3007258	1	1	3	5	7	2	2
3007260	1	1	1	1	4	1	1
3007262	1	1	1	1	4	1	1
3007263	1	1	1	1	4	1	1
3007265	1	1	2	1	4	1	1
3007272	1	1	1	1	4	1	1
3007274	1	1	1	1	4	1	1
3007276	1	1	1	1	4	1	1
3007277	1	1	1	1	4	1	1
3007279	1	1	1	1	4	1	1
3007280	1	1	3	5	7	2	2
3007281	1	1	3	5	7	2	2
3007282	1	1	1	1	4	1	1
3007283	1	1	1	1	4	1	1
3007284	1	1	3	5	7	2	2
3007285	1	1	1	2	4	1	1
3007286	1	1	3	5	7	2	2
3007287	1	1	3	5	7	2	2
3007288	1	1	3	5	7	2	2
3007291	1	1	3	5	7	2	2
3007292	1	1	1	1	6	1	1
3007293	1	1	3	5	7	2	2
3007294	1	1	2	1	4	2	1
3007295	1	1	1	1	4	1	1
3007296	1	1	1	1	4	1	1
3007297	1	1	1	1	4	1	1
3007299	1	1	1	1	6	1	1
3007300	1	1	1	1	4	1	1
3007301	1	1	1	1	6	1	1
3007302	1	1	1	1	6	1	1
3007303	1	1	3	5	6	2	2
3007304	1	1	3	5	6	2	2
3007306	1	1	3	5	7	2	2
3007307	1	1	3	5	7	2	2
3007308	1	1	1	1	4	1	1
3007309	1	1	3	1	4	2	1
3007310	1	1	1	1	4	1	1
3007311	1	1	1	1	4	1	1
3007312	1	1	3	5	7	2	2
3007313	1	1	3	5	6	2	2
3007314	1	1	1	1	6	1	1
3007315	1	1	1	1	4	1	1
3007316	1	1	3	5	7	2	2
3007317	1	1	3	5	7	2	2
3007318	1	1	2	1	6	1	1
3007320	1	1	2	1	6	1	1
3007321	1	1	2	1	4	1	1
3007322	1	1	2	1	6	1	1
3007346	1	1	1	1	6	1	1
3007347	1	1	1	1	4	1	1
3007348	1	1	1	1	4	1	1
3007350	1	1	1	1	4	1	1
3007353	1	1	2	1	6	1	2
3007354	1	1	1	1	6	1	1
3007357	1	1	3	5	7	2	2
3007358	1	1	3	5	7	2	2
3007359	1	1	1	1	6	1	1
3007360	1	1	1	1	6	1	1
3007361	1	1	3	1	6	2	2
3007362	1	1	1	1	4	1	1
3007363	1	1	3	5	7	2	2
3007364	1	1	1	1	4	1	1
3007367	1	1	3	5	7	2	2
3007371	1	1	3	5	7	2	2
3007372	1	1	3	5	7	2	2
3007373	1	1	3	5	7	2	2
3007375	1	1	1	1	4	1	1
3007398	1	1	1	1	4	1	1
3007399	1	1	1	1	4	1	1
3007401	1	1	1	1	4	1	1
3007402	1	1	1	1	6	1	1
3007404	1	1	3	5	6	2	1
3007405	1	1	1	1	4	1	1
3007406	1	1	1	1	4	1	1
3007409	1	1	3	1	4	2	1
3007428	1	1	3	1	6	2	1
3007429	1	1	1	1	4	1	1
3007431	1	1	1	1	6	1	1
3007437	1	1	3	1	4	2	1
3007439	1	1	1	1	4	1	1
3007458	1	1	1	1	6	1	1
3007459	1	1	1	1	6	1	1
3007460	1	1	1	1	4	1	1
3007462	1	1	1	1	6	1	1
3007464	1	1	1	1	4	1	1
3007465	1	1	1	1	4	1	1
3007466	1	1	1	1	6	1	1
3007470	1	1	2	1	4	1	1
3007471	1	1	1	1	4	1	1
3007472	1	1	1	1	4	1	1
3007473	1	1	1	1	4	1	1
3007481	1	1	1	1	4	2	1
3007482	1	1	1	1	6	1	1
3007488	1	1	1	1	4	1	1
3007493	1	1	1	1	4	1	1
3007495	1	1	1	1	4	1	1
3007496	1	1	1	1	4	1	1
3007497	1	1	1	5	6	2	1
3007500	1	1	1	5	6	1	1
3007504	1	1	3	1	4	2	1
3007505	1	1	1	1	6	1	1
3007507	1	1	3	1	6	1	1
3007508	1	1	3	1	6	2	2
3007509	1	1	2	5	5	2	2
3007511	1	1	3	1	4	2	1
3007512	1	1	2	1	4	1	1
3007514	1	1	3	3	5	2	1
3007515	1	1	1	1	4	2	1
3007516	1	1	1	1	4	1	1
3007517	1	1	1	1	6	2	1
3007520	1	1	1	1	4	2	1
3007525	1	1	1	1	4	1	1
3007526	1	1	1	1	4	2	1
3007527	1	1	1	1	4	1	1
3007529	1	1	2	5	2	2	2
3007533	1	1	1	1	4	1	1
3007534	1	1	3	1	4	2	2
3007535	1	1	3	1	6	2	1
3007537	1	1	3	1	4	2	1
3007540	1	1	3	1	4	2	1
3007541	1	1	1	1	4	2	1
3007542	1	1	1	1	4	1	1
3007543	1	1	3	1	4	2	1
3007544	1	1	3	1	6	2	2
3007548	1	1	1	1	4	1	1
3007549	1	1	1	1	6	1	1
3007550	1	1	1	1	6	1	1
3007551	1	1	1	1	6	1	1
3007552	1	1	2	1	6	1	1
3007553	1	1	3	1	4	2	1
3007554	1	1	3	1	6	2	1
3007555	1	1	1	1	4	1	1
3007556	1	1	1	1	6	1	1
3007557	1	1	3	3	6	2	2
3007558	1	1	3	4	7	2	2
3007559	1	1	3	1	4	2	1
3007560	1	1	3	1	4	2	1
3007562	1	1	2	1	6	2	1
3007563	1	1	2	1	2	2	1
3007565	1	1	2	5	5	1	1
3007567	1	1	3	1	4	2	1
3007569	1	1	1	1	6	1	1
3007570	1	1	3	1	6	2	2
3007572	1	1	1	1	4	1	1
3007573	1	1	1	1	6	1	1
3007574	1	1	2	1	7	2	1
3007575	1	1	3	1	4	2	2
3007576	1	1	3	1	6	2	1
3007577	1	1	3	1	6	2	1
3007578	1	1	2	5	5	2	1
3007580	1	1	3	1	4	2	1
3007581	1	1	3	1	4	2	2
3007582	1	1	1	1	4	1	1
3007583	1	1	2	1	5	2	1
3007584	1	1	3	1	6	2	2
3007585	1	1	2	1	6	1	1
3007586	1	1	2	5	5	1	1
3007588	1	1	1	1	4	1	1
3007589	1	1	3	5	6	2	2
3007590	1	1	3	2	4	2	1
3007592	1	1	2	1	6	2	1
3007595	1	1	3	1	6	2	1
3007597	1	1	1	1	6	1	1
3007598	1	1	1	1	6	2	1
3007599	1	1	1	2	4	1	1
3007600	1	1	1	1	4	2	1
3007615	1	1	1	1	4	2	1
3007617	1	1	3	1	6	2	1
3007619	1	1	1	5	5	2	1
3007620	1	1	3	1	7	2	2
3007621	1	1	3	5	6	2	2
3007622	1	1	3	1	4	2	1
3007623	1	1	1	1	6	1	1
3007627	1	1	3	5	7	2	2
3007631	1	1	3	5	6	2	2
3007634	1	1	1	1	4	1	1
3007635	1	1	3	5	6	2	2
3007636	1	1	1	1	6	1	1
3007637	1	1	3	1	4	2	1
3007638	1	1	3	5	7	2	2
3007640	1	1	3	1	6	2	1
3007650	1	1	3	5	5	2	2
3007653	1	1	1	1	4	1	1
3007655	1	1	3	1	4	2	1
3007656	1	1	3	1	4	2	1
3007657	1	1	3	1	6	2	1
3007665	1	1	1	5	6	1	1
3007666	1	1	3	1	4	2	1
3007667	1	1	1	1	6	1	1
3007669	1	1	1	1	6	1	1
3007670	1	1	1	5	6	1	1
3007671	1	1	1	5	6	1	1
3007672	1	1	1	1	6	1	1
3007675	1	1	1	5	5	2	1
3007679	1	1	3	1	4	2	1
3007704	1	1	1	1	4	1	1
3007705	1	1	1	1	4	1	1
3007706	1	1	1	1	4	1	1
3007707	1	1	1	1	4	1	1
3007708	1	1	1	1	4	1	1
3007709	1	1	3	5	7	2	2
3007710	1	1	3	5	7	2	2
3007711	1	1	1	1	4	1	1
3007712	1	1	1	1	4	1	1
3007714	1	1	1	1	4	1	1
3007715	1	1	3	5	7	2	2
3007717	1	1	1	1	4	1	1
3007718	1	1	3	1	4	2	2
3007719	1	1	3	5	7	2	2
3007721	1	1	3	1	6	2	2
3007723	1	1	3	1	4	2	1
3007724	1	1	1	1	4	1	1
3007725	1	1	3	5	7	2	2
3007726	1	1	1	1	4	1	1
3007727	1	1	1	1	4	1	1
3007728	1	1	3	1	7	2	2
3007729	1	1	1	1	4	1	1
3007730	1	1	3	5	7	2	2
3007731	1	1	1	1	4	1	1
3007732	1	1	1	1	4	1	1
3007733	1	1	3	1	6	2	2
3007734	1	1	3	5	7	2	2
3007735	1	1	3	1	6	2	2
3007736	1	1	3	5	7	2	2
3007737	1	1	1	1	4	1	1
3007738	1	1	3	1	6	2	2
3007739	1	1	3	1	6	2	2
3007742	1	1	3	1	6	2	2
3007744	1	1	1	1	4	1	1
3007745	1	1	3	5	5	2	2
3007746	1	1	1	1	4	1	1
3007747	1	1	1	1	6	1	1
3007749	1	1	1	1	4	1	1
3007750	1	1	1	1	4	1	1
3007756	1	1	1	1	4	1	1
3007758	1	1	1	1	6	2	1
3007759	1	1	1	1	6	2	1
3007760	1	1	2	1	6	2	2
3007762	1	1	2	5	7	2	2
3007763	1	1	1	1	4	1	1
3007764	1	1	1	5	5	2	1
3007766	1	1	1	1	6	2	1
3007770	1	1	1	1	6	2	1
3007772	1	1	1	5	5	2	2
3007773	1	1	3	1	4	2	1
3007774	1	1	1	1	5	2	2
3007775	1	1	1	1	6	1	1
3007777	1	1	2	1	4	2	1
3007778	1	1	1	1	6	2	2
3007779	1	1	2	1	4	2	1
3007780	1	1	1	1	4	2	2
3007781	1	1	2	1	6	2	2
3007782	1	1	2	5	7	2	2
3007783	1	1	2	1	4	2	1
3007784	1	1	2	1	6	2	2
3007785	1	1	1	1	4	1	1
3007786	1	1	2	5	7	2	2
3007787	1	1	2	1	6	2	2
3007788	1	1	2	5	6	2	2
3007789	1	1	1	1	4	1	1
3007791	1	1	2	1	6	2	2
3007792	1	1	1	1	4	1	1
3007794	1	1	1	1	6	2	2
3007795	1	1	2	4	6	2	1
3007796	1	1	2	5	7	2	2
3007797	1	1	1	1	4	2	2
3007798	1	1	1	5	5	2	1
3007799	1	1	1	1	6	2	1
3007800	1	1	2	1	6	2	1
3007801	1	1	1	1	4	2	2
3007804	1	1	3	5	7	2	2
3007805	1	1	3	1	6	2	2
3007807	1	1	3	5	7	2	2
3007809	1	1	3	5	7	2	2
3007810	1	1	3	1	6	2	2
3007811	1	1	3	5	7	2	2
3007812	1	1	3	3	6	2	1
3007813	1	1	3	1	6	2	1
3007815	1	1	3	1	4	1	2
3007818	1	1	3	5	7	2	2
3007819	1	1	3	5	5	2	2
3007821	1	1	3	5	7	2	2
3007824	1	1	3	5	5	2	2
3007825	1	1	3	3	6	2	1
3007826	1	1	3	5	7	2	2
3007827	1	1	3	3	6	2	1
3007829	1	1	3	1	4	2	1
3007830	1	1	3	3	6	2	1
3007834	1	1	3	4	6	2	1
3007838	1	1	3	3	6	2	1
3007840	1	1	1	1	4	1	1
3007843	1	1	1	1	4	1	1
3007844	1	1	3	4	6	2	1
3007845	1	1	3	3	6	2	1
3007850	1	1	1	1	6	2	2
3007851	1	1	2	1	4	2	1
3007853	1	1	2	1	7	2	1
3007854	1	1	2	1	6	2	1
3007855	1	1	2	1	6	2	1
3007856	1	1	1	5	5	1	1
3007857	1	1	1	1	4	1	1
3007858	1	1	3	5	5	1	1
3007859	1	1	3	1	6	2	1
3007860	1	1	2	5	6	2	1
3007862	1	1	3	1	6	2	1
3007866	1	1	3	3	4	2	2
3007867	1	1	1	2	4	1	1
3007868	1	1	3	5	5	1	1
3007870	1	1	3	1	6	2	1
3007871	1	1	2	5	6	2	1
3007872	1	1	3	3	7	2	2
3007874	1	1	3	3	6	2	2
3007877	1	1	3	3	7	2	2
3007881	1	1	2	1	6	2	1
3007882	1	1	3	1	6	1	1
3007886	1	1	3	4	7	2	2
3007887	1	1	1	1	4	1	1
3007889	1	1	3	1	6	1	1
3007890	1	1	1	2	5	1	1
3007891	1	1	3	5	5	1	2
3007892	1	1	3	1	4	2	1
3007893	1	1	3	1	6	2	1
3007894	1	1	1	1	6	1	1
3007896	1	1	1	1	4	1	1
3007897	1	1	3	1	6	1	1
3007898	1	1	3	1	6	2	2
3007899	1	1	3	1	6	2	2
3007900	1	1	3	1	6	2	1
3007903	1	1	3	3	6	2	2
3007904	1	1	3	2	7	2	2
3007906	1	1	1	1	4	1	1
3007907	1	1	3	1	6	2	2
3007908	1	1	1	1	4	1	1
3007912	1	1	1	1	4	1	1
3007923	1	1	1	1	4	1	1
3007928	1	1	1	1	4	1	1
3007933	1	1	1	2	5	1	1
3007934	1	1	3	5	5	2	2
3007935	1	1	3	5	5	2	2
3007937	1	1	1	5	6	1	1
3007938	1	1	3	1	6	2	2
3007939	1	1	1	5	5	1	1
3007940	1	1	1	1	4	1	1
3007944	1	1	3	1	6	2	1
3007948	1	1	3	3	7	2	2
3007950	1	1	3	5	5	2	2
3007953	1	1	1	1	4	1	1
3007955	1	1	1	1	6	1	1
3007956	1	1	3	3	6	2	2
3007959	1	1	3	5	5	2	2
3007963	1	1	3	3	7	2	2
3007964	1	1	3	4	7	2	2
3007965	1	1	3	1	6	2	1
3007967	1	1	3	5	6	2	2
3007970	1	1	3	3	6	2	2
3007971	1	1	3	5	5	2	2
3007974	1	1	3	1	6	2	1
3007975	1	1	3	5	5	2	1
3007977	1	1	3	5	5	2	2
3007978	1	1	1	2	5	1	1
3007979	1	1	1	1	4	1	1
3007980	1	1	1	1	6	1	1
3007981	1	1	1	1	4	1	1
3007982	1	1	1	1	4	1	1
3007983	1	1	1	1	6	1	1
3007986	1	1	1	1	6	1	1
3007987	1	1	1	1	4	1	1
3007988	1	1	1	5	6	1	1
3007989	1	1	1	1	4	1	2
3007990	1	1	1	1	4	1	1
3007991	1	1	1	1	4	1	2
3007992	1	1	1	1	6	1	1
3007993	1	1	1	1	4	1	2
3007994	1	1	1	1	6	1	1
3008005	1	1	1	1	4	1	1
3008006	1	1	1	1	4	2	2
3008023	1	1	1	5	5	2	2
3008025	1	1	1	5	5	2	2
3008029	1	1	1	1	4	1	1
3008030	1	1	1	1	6	1	1
3008032	1	1	1	1	4	2	2
3008033	1	1	1	1	4	1	2
3008050	1	1	3	4	7	2	1
3008053	1	1	1	1	4	1	1
3008057	1	1	1	5	6	1	1
3008058	1	1	3	1	6	2	1
3008065	1	1	1	1	4	2	2
3008067	1	1	1	1	2	2	2
3008074	1	1	1	5	6	1	1
3008075	1	1	1	1	6	1	1
3008076	1	1	3	1	6	2	1
3008077	1	1	1	1	4	2	1
3008078	1	1	3	8	7	2	1
3008079	1	1	1	1	4	2	1
3008080	1	1	3	1	7	2	1
3008081	1	1	1	1	4	1	1
3008083	1	1	3	1	6	2	1
3008085	1	1	3	1	6	2	1
3008086	1	1	1	1	4	2	1
3008087	1	1	3	1	4	2	1
3008088	1	1	1	1	4	2	2
3008089	1	1	3	1	4	2	1
3008090	1	1	1	1	4	1	1
3008091	1	1	3	1	6	2	1
3008092	1	1	1	5	5	2	1
3008093	1	1	1	5	6	2	1
3008094	1	1	1	1	6	2	2
3008095	1	1	1	1	4	2	2
3008096	1	1	1	1	6	1	1
3008097	1	1	1	1	4	1	2
3008098	1	1	1	1	4	1	1
3008099	1	1	1	1	6	2	1
3008100	1	1	1	1	4	2	2
3008101	1	1	1	1	6	2	1
3008103	1	1	1	1	6	2	1
3008104	1	1	1	1	4	1	1
3008105	1	1	1	1	4	2	1
3008106	1	1	1	1	4	2	2
3008107	1	1	1	1	4	1	2
3008108	1	1	1	1	4	1	1
3008109	1	1	1	1	6	2	1
3008110	1	1	3	1	4	2	1
3008111	1	1	1	5	7	2	1
3008112	1	1	1	1	6	2	1
3008113	1	1	1	1	4	2	1
3008114	1	1	1	5	6	2	1
3008115	1	1	1	1	6	1	1
3008116	1	1	1	5	5	2	1
3008117	1	1	1	1	6	1	1
3008118	1	1	1	1	6	1	1
3008121	1	1	1	1	4	1	1
3008123	1	1	1	1	4	1	1
3008125	1	1	1	5	6	2	1
3008126	1	1	1	1	4	1	1
3008127	1	1	1	5	6	2	1
3008128	1	1	1	1	4	2	2
3008130	1	1	1	1	4	2	2
3008133	1	1	1	1	3	1	1
3008134	1	1	1	1	4	1	1
3008135	1	1	1	1	4	1	1
3008136	1	1	1	2	4	1	1
3008138	1	1	1	1	4	1	1
3008139	1	1	3	5	7	2	2
3008140	1	1	3	4	7	2	1
3008142	1	1	1	1	4	2	2
3008143	1	1	1	1	6	1	1
3008144	1	1	3	1	4	2	1
3008145	1	1	3	1	4	2	2
3008146	1	1	3	5	5	1	1
3008147	1	1	1	5	6	2	1
3008148	1	1	1	5	6	2	1
3008149	1	1	1	1	4	1	1
3008150	1	1	3	1	6	2	1
3008151	1	1	1	1	6	1	1
3008154	1	1	1	1	4	1	1
3008155	1	1	3	1	4	2	1
3008156	1	1	1	1	4	1	1
3008157	1	1	3	1	5	2	1
3008158	1	1	1	5	7	2	1
3008159	1	1	1	1	3	1	1
3008160	1	1	3	1	4	2	1
3008161	1	1	1	1	4	1	1
3008162	1	1	1	3	5	1	1
3008163	1	1	1	1	4	1	1
3008164	1	1	1	5	5	2	2
3008165	1	1	1	1	6	1	1
3008166	1	1	3	1	4	2	1
3008167	1	1	1	1	4	2	2
3008168	1	1	1	1	6	1	1
3008169	1	1	1	1	4	2	1
3008170	1	1	1	5	5	2	1
3008171	1	1	1	1	6	2	1
3008172	1	1	1	5	7	2	1
3008174	1	1	1	5	7	2	1
3008177	1	1	3	1	6	2	2
3008178	1	1	1	1	4	1	1
3008179	1	1	1	1	4	1	2
3008180	1	1	1	1	4	1	1
3008181	1	1	1	1	4	1	1
3008182	1	1	1	1	4	1	1
3008183	1	1	1	1	6	1	1
3008184	1	1	1	1	4	2	2
3008185	1	1	2	1	4	2	1
3008187	1	1	1	1	4	1	1
3008189	1	1	1	1	4	1	1
3008190	1	1	3	2	6	2	2
3008191	1	1	3	1	4	2	2
3008192	1	1	3	1	6	2	1
3008193	1	1	3	3	7	2	1
3008194	1	1	1	1	4	1	1
3008195	1	1	1	1	4	1	1
3008196	1	1	3	1	4	2	1
3008197	1	1	1	1	6	1	1
3008198	1	1	3	1	6	2	1
3008199	1	1	3	1	6	2	1
3008200	1	1	3	1	6	2	1
3008201	1	1	3	4	5	2	1
3008205	1	1	3	3	7	2	1
3008207	1	1	3	1	4	2	1
3008208	1	1	1	1	4	1	1
3008209	1	1	1	1	4	1	1
3008210	1	1	1	1	4	1	1
3008211	1	1	3	4	5	2	1
3008212	1	1	1	1	4	1	1
3008214	1	1	3	4	5	2	2
3008215	1	1	1	1	4	1	1
3008216	1	1	3	1	6	2	2
3008217	1	1	1	1	4	1	1
3008218	1	1	1	1	6	1	1
3008219	1	1	1	1	7	1	1
3008220	1	1	1	1	4	2	2
3008221	1	1	1	1	6	1	1
3008222	1	1	1	1	6	1	1
3008223	1	1	1	1	4	2	1
3008225	1	1	1	1	4	1	1
3008227	1	1	1	1	6	1	1
3008228	1	1	1	1	4	1	1
3008229	1	1	1	1	4	1	1
3008230	1	1	1	1	4	1	1
3008231	1	1	1	5	7	1	1
3008235	1	1	1	1	4	1	1
3008236	1	1	1	1	4	2	2
3008237	1	1	2	3	5	1	1
3008238	1	1	1	1	6	1	1
3008239	1	1	2	1	6	1	1
3008240	1	1	2	1	6	2	1
3008241	1	1	2	1	6	2	1
3008242	1	1	2	1	6	2	1
3008243	1	1	2	1	6	2	1
3008247	1	1	1	1	6	1	1
3008250	1	1	1	1	6	1	1
3008251	1	1	2	1	6	2	1
3008253	1	1	1	1	4	1	1
3008254	1	1	1	5	5	2	2
3008255	1	1	1	1	6	1	1
3008299	1	1	1	1	4	1	1
3008301	1	1	1	1	4	1	1
3008302	1	1	3	1	4	2	1
3008313	1	1	1	3	5	1	1
3008319	1	1	1	1	4	2	2
3008321	1	1	3	1	6	2	1
3008322	1	1	2	5	5	2	2
3008324	1	1	3	1	4	2	1
3008325	1	1	1	1	6	1	1
3008326	1	1	3	3	7	2	1
3008327	1	1	2	5	5	2	2
3008328	1	1	2	5	5	2	2
3008329	1	1	2	5	5	2	2
3008330	1	1	3	4	6	2	1
3008336	1	1	2	5	5	2	2
3008346	1	1	1	1	4	1	1
3008347	1	1	1	1	4	1	1
3008363	1	1	1	1	4	1	1
3008370	1	1	1	1	4	1	1
3008377	1	1	1	1	4	1	1
3008378	1	1	1	1	4	1	1
3008379	1	1	1	1	4	1	1
3008380	1	1	1	1	6	1	1
3008381	1	1	2	1	6	2	1
3008383	1	1	2	1	4	2	1
3008384	1	1	3	5	4	2	2
3008385	1	1	2	5	5	2	2
3008386	1	1	3	5	6	2	2
3008387	1	1	1	1	4	1	1
3008389	1	1	3	1	6	2	1
3008390	1	1	2	1	6	2	1
