PERIODO	DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6040	FEX_C	P6090	P5665	P8563	P51	P55	P6160	P8586	P8587	P8587S1	P1088	P1088S1	P6180	P6240	P6250	P6260	P6270	P6351	P6390S1	P7250	P6920
20140939	3004781	2	1	2	23	171.345280962396	1	2				1	2	5	11				1					8511		1
20140939	3004782	1	1	1	63	177.19329634368	1	1	1			2	2	1	0				4	2	2	2				3
20140939	3004782	2	1	2	34	177.19329634368	1	2				1	2	5	11				4	2	2	2	1		12	2
20140939	3004782	3	1	3	9	177.19329634368	1	2				1	1			2	4	1								
20140939	3004783	1	1	1	74	203.982787036238	1	2				1	2	3	3				4	2	2	2				3
20140939	3004783	2	1	2	48	203.982787036238	1	1	1			2	2	3	1				5							2
20140939	3004783	3	1	3	46	203.982787036238	1	2				1	2	3	2				1					9309		2
20140939	3004783	4	1	4	14	203.982787036238	1	2				1	2	3	5				6	2	2	1		7495		2
20140939	3004783	5	1	5	25	203.982787036238	2	2				1	1			4	11	2	2	1				116		2
20140939	3004783	6	1	6	18	203.982787036238	1	2				1	2	4	7				4	2	2	2				2
20140939	3004784	1	1	1	56	2038.38882180442	1	2				1	2	4	6				1					5233		2
20140939	3004784	2	1	2	20	2038.38882180442	2	2				1	1			4	11	2	1					5234		2
20140939	3004785	1	1	1	68	2416.1731353546	1	2				1	2	5	11				4	2	2	2				2
20140939	3004785	2	1	2	38	2416.1731353546	1	2				1	2	11	6				1					8511		2
20140939	3004785	3	1	3	35	2416.1731353546	1	2				1	2	11	6				1					8512		2
20140939	3004786	1	1	1	34	204.77016157503	1	2				1	2	3	3				1					116		2
20140939	3004786	2	1	2	37	204.77016157503	1	2				1	2	5	11				4	2	2	2				2
20140939	3004786	3	1	3	14	204.77016157503	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004786	4	1	4	6	204.77016157503	1	2				1	1			2	1	1								
20140939	3004787	1	1	1	27	630.173771505511	1	2				1	2	5	11				1					115		1
20140939	3004787	2	1	2	34	630.173771505511	1	2				1	2	5	11				1					5511		2
20140939	3004787	3	1	3	14	630.173771505511	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004787	4	1	4	10	630.173771505511	1	2				1	1			2	4	1								
20140939	3004787	5	1	5	9	630.173771505511	1	2				1	1			2	4	1								
20140939	3004787	6	1	6	1	630.173771505511	1	2		2	1															
20140939	3004788	1	1	1	64	176.218403957839	1	1	1			1	2	3	5				6	2	2	2				3
20140939	3004788	2	1	2	48	176.218403957839	1	2				1	2	4	7				4	2	2	2				2
20140939	3004788	3	1	3	19	176.218403957839	2	2				1	2	4	7				1					111		2
20140939	3004789	1	1	1	51	654.453792364325	1	2				1	2	3	5				1					4010		2
20140939	3004789	2	1	2	15	654.453792364325	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004789	3	1	3	18	654.453792364325	1	2				1	2	4	6				4	2	2	2				2
20140939	3004789	4	1	4	1	654.453792364325	1	2		2	2															
20140939	3004790	1	1	1	25	2070.09462416309	1	2				1	2	3	5				1					4542		1
20140939	3004790	2	1	2	21	2070.09462416309	1	2				1	2	5	10				4	2	2	2				2
20140939	3004790	3	1	3	2	2070.09462416309	1	2		1	1															
20140939	3004790	4	1	4	0	2070.09462416309	1	2		2	2															
20140939	3004791	1	1	1	25	2363.17819102711	1	2				1	2	5	11				1					5272		2
20140939	3004791	2	1	2	35	2363.17819102711	1	2				1	2	5	11				4	2	2	2				2
20140939	3004791	3	1	3	15	2363.17819102711	1	2				1	1			4	10	1	3	2	2	2				2
20140939	3004791	4	1	4	10	2363.17819102711	1	2				1	1			2	4	1								
20140939	3004791	5	1	5	1	2363.17819102711	1	2		2	1															
20140939	3004791	6	1	6	0	2363.17819102711	1	2		2	1															
20140939	3004792	1	1	1	24	2436.98835934011	1	2				1	2	7	1				1					501		1
20140939	3004792	2	1	2	24	2436.98835934011	1	1	1			1	1			6	3	2	4	2	2	2	1		4	1
20140939	3004792	3	1	3	3	2436.98835934011	1	1	1	1	2															
20140939	3004793	1	1	1	51	188.784716987517	1	2				1	2	4	9				1					4521		2
20140939	3004793	2	1	2	34	188.784716987517	1	2				1	2	4	6				4	2	2	2				2
20140939	3004793	3	1	3	18	188.784716987517	1	2				1	1			4	10	1	3	2	2	2				2
20140939	3004793	4	1	4	8	188.784716987517	1	2				1	1			2	3	1								
20140939	3004793	5	1	5	60	188.784716987517	1	2				1	2	3	4				4	2	2	2				2
20140939	3004794	1	1	1	31	1514.9446323144	1	1	2			2	2	3	1				1					121		2
20140939	3004794	2	1	2	23	1514.9446323144	1	2				1	2	3	3				4	2	2	2				2
20140939	3004794	3	1	3	7	1514.9446323144	1	2				2	2	2	3											
20140939	3004794	4	1	4	6	1514.9446323144	1	2				2	2	2	3											
20140939	3004794	5	1	5	1	1514.9446323144	2	1	3	2	1															
20140939	3004795	1	1	1	48	3100.5895131378	1	2				1	2	5	11				1					7491		1
20140939	3004795	2	1	2	52	3100.5895131378	1	2				1	2	5	11				1					1810		2
20140939	3004795	3	1	3	20	3100.5895131378	1	2				1	1			7	2	2	3	2	2	2				2
20140939	3004795	4	1	4	16	3100.5895131378	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004795	5	1	5	13	3100.5895131378	1	2				1	1			3	7	2	3	2	2	2				2
20140939	3004796	1	1	1	30	955.595089551149	1	2				1	2	5	11				4	1				5244		2
20140939	3004796	2	1	2	38	955.595089551149	2	2				1	2	5	11				1					5244		2
20140939	3004796	3	1	3	7	955.595089551149	1	2				1	1			2	2	1								
20140939	3004796	4	1	4	5	955.595089551149	1	2				1	1			2	1	1								
20140939	3004796	5	1	5	1	955.595089551149	1	2		2	1															
20140939	3004797	1	1	1	38	204.77016157503	1	2				1	2	3	5				1					116		2
20140939	3004797	2	1	2	29	204.77016157503	1	2				1	2	3	4				1					7493		2
20140939	3004797	3	1	3	14	204.77016157503	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004797	4	1	4	9	204.77016157503	1	1	1			1	1			2	4	1								
20140939	3004798	1	1	1	37	1048.64262261866	2	2				2	2	1	0				1					121		2
20140939	3004798	2	1	2	37	1048.64262261866	2	1	7			2	2	1	0				4	2	2	2				2
20140939	3004798	3	1	3	14	1048.64262261866	2	2				1	2	3	5				1					121		2
20140939	3004798	4	1	4	3	1048.64262261866	2	1	6	1	1															
20140939	3004799	1	1	1	29	645.877455215671	1	2				1	2	3	3				4	2	2	2				2
20140939	3004799	2	1	2	41	645.877455215671	1	2				1	2	3	5				1					121		2
20140939	3004799	3	1	3	9	645.877455215671	1	2				1	1			2	2	1								
20140939	3004799	4	1	4	7	645.877455215671	1	2				1	1			2	2	1								
20140939	3004799	5	1	5	3	645.877455215671	1	2		2	2															
20140939	3004800	1	1	1	50	615.155325669766	1	2				1	2	4	8				1					115		1
20140939	3004800	2	1	2	48	615.155325669766	1	2				1	2	3	5				4	2	2	2				2
20140939	3004800	3	1	3	18	615.155325669766	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004800	4	1	4	16	615.155325669766	1	2				1	1			3	9	2	3	2	2	2				2
20140939	3004800	5	1	5	15	615.155325669766	1	2				1	1			3	8	2	3	2	2	2				2
20140939	3004800	6	1	6	13	615.155325669766	1	2				1	1			3	7	2	3	2	2	2				2
20140939	3004800	7	1	7	22	615.155325669766	1	2				1	2	4	8				1					5529		2
20140939	3004800	8	1	8	2	615.155325669766	1	2		2	1															
20140939	3004801	1	1	1	47	1616.89218003444	1	2				1	2	3	5				1					9000		1
20140939	3004801	2	1	2	50	1616.89218003444	1	2				1	2	4	7				1					9500		2
20140939	3004802	1	1	1	31	112.662895596784	1	2				1	2	5	11				1					117		2
20140939	3004802	2	1	2	32	112.662895596784	1	2				1	2	5	11				4	2	2	2				2
20140939	3004802	3	1	3	10	112.662895596784	1	2				1	1			2	4	1								
20140939	3004802	4	1	4	0	112.662895596784	1	2		2	1															
20140939	3004803	1	1	1	73	115.499860572062	1	2				1	2	3	3				4	2	2	2				2
20140939	3004803	2	1	2	72	115.499860572062	1	2				1	2	3	3				4	2	2	2				2
20140939	3004804	1	1	1	58	179.315093618939	1	2				1	2	3	1				1					6421		2
20140939	3004804	2	1	2	47	179.315093618939	1	2				1	2	3	2				4	2	1			6421		2
20140939	3004804	3	1	3	4	179.315093618939	1	2		1	1															
20140939	3004805	1	1	1	35	170.275618003621	1	2				1	2	5	11				1					117		2
20140939	3004805	2	1	2	29	170.275618003621	1	2				1	2	3	5				4	2	2	2				2
20140939	3004805	3	1	3	7	170.275618003621	1	2				1	1			2	2	1								
20140939	3004805	4	1	4	0	170.275618003621	1	1	1	2	1															
20140939	3004806	1	1	1	48	1281.6796381157	1	2				1	2	5	11				1					121		1
20140939	3004806	2	1	2	17	1281.6796381157	1	1	1			1	2	4	7				4	2	2	2				2
20140939	3004806	3	1	3	0	1281.6796381157	2	1	7	2	2															
20140939	3004807	1	1	1	55	1284.69755691105	1	2				1	2	3	5				1					1720		1
20140939	3004807	2	1	2	41	1284.69755691105	1	2				1	2	3	5				4	2	2	2				2
20140939	3004807	3	1	3	21	1284.69755691105	1	2				1	2	5	11				1					1581		1
20140939	3004807	4	1	4	19	1284.69755691105	2	2				1	2	5	11				3	2	2	2	1		4	2
20140939	3004807	5	1	5	17	1284.69755691105	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004808	1	1	1	44	2416.1731353546	1	2				1	2	5	11				1					9242		2
20140939	3004808	2	1	2	46	2416.1731353546	1	2				1	2	5	11				4	2	2	2				2
20140939	3004808	3	1	3	63	2416.1731353546	1	2				1	2	3	5				4	2	2	2				2
20140939	3004809	1	1	1	19	1188.19220014964	1	2				1	2	4	6				1					121		2
20140939	3004809	2	1	2	17	1188.19220014964	1	1	3			1	2	3	5				4	2	2	2				2
20140939	3004809	3	1	3	0	1188.19220014964	2	2		2	1															
20140939	3004810	1	1	1	39	976.688774627224	1	2				1	2	4	7				1					5241		2
20140939	3004811	1	1	1	58	1407.21496600715	1	2				1	2	1	0				4	1				5239		2
20140939	3004811	2	1	2	73	1407.21496600715	1	2				1	2	3	3				4	2	2	2				3
20140939	3004812	1	1	1	45	1063.47817740824	1	2				2	2	1	0				1					122		2
20140939	3004812	2	1	2	46	1063.47817740824	1	2				2	2	1	0				4	2	2	2				2
20140939	3004812	3	1	3	18	1063.47817740824	2	1	7			2	2	1	0				5							2
20140939	3004812	4	1	4	10	1063.47817740824	1	2				1	1			2	3	1								
20140939	3004812	5	1	5	5	1063.47817740824	1	2				2	1			1	1	1								
20140939	3004813	1	1	1	57	100.624833379981	1	1	1			1	2	3	3				1					111		2
20140939	3004813	2	1	2	56	100.624833379981	1	2				1	2	3	2				4	2	2	2				2
20140939	3004813	3	1	3	14	100.624833379981	1	1	7			1	1			3	6	1	3	2	2	2				2
20140939	3004813	4	1	4	49	100.624833379981	1	2				2	2	1	0				5							2
20140939	3004813	5	1	5	51	100.624833379981	1	2				2	2	1	0				5							2
20140939	3004814	1	1	1	45	212.070769538227	1	2				1	2	4	8				4	2	2	2				2
20140939	3004814	2	1	2	28	212.070769538227	1	2				1	2	5	11				4	2	2	2				2
20140939	3004814	3	1	3	12	212.070769538227	1	2				1	1			3	6	1	3	2	2	2				2
20140939	3004815	1	1	1	41	212.070769538227	1	2				1	2	5	11				1					7524		1
20140939	3004815	2	1	2	31	212.070769538227	1	2				1	2	5	11				4	2	2	2	1		12	2
20140939	3004815	3	1	3	13	212.070769538227	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004816	1	1	1	53	212.070769538227	1	2				1	2	3	3				1					5111		2
20140939	3004816	2	1	2	47	212.070769538227	1	2				1	2	3	1				1					5521		2
20140939	3004816	3	1	3	13	212.070769538227	1	2				1	1			3	6	2	3	2	2	2				2
20140939	3004817	1	1	1	68	112.06429067643	1	2				1	2	3	5				4	2	2	2				2
20140939	3004818	1	1	1	49	2660.01580205992	1	2				1	2	9	4				1					5211		2
20140939	3004818	2	1	2	14	2660.01580205992	1	2				1	1			3	9	2	3	2	2	2				2
20140939	3004818	3	1	3	11	2660.01580205992	1	2				1	1			3	7	2								
20140939	3004819	1	1	1	49	77.0915907374599	1	1	1			1	2	3	5				4	2	1			111		2
20140939	3004819	2	1	2	17	77.0915907374599	1	2				1	1			4	11	1	3	1				5261		2
20140939	3004820	1	1	1	32	524.355164861312	1	2				1	2	3	3				4	2	2	2				2
20140939	3004820	2	1	2	6	524.355164861312	1	2				2	1			2	1	1								
20140939	3004820	3	1	3	3	524.355164861312	1	2		2	1															
20140939	3004821	1	1	1	70	115.499860572062	1	2				1	2	3	5				4	2	2	2				2
20140939	3004821	2	1	2	77	115.499860572062	1	2				2	2	1	0				5							2
20140939	3004822	1	1	1	53	607.275064569872	1	2				1	2	3	5				1					5225		2
20140939	3004822	2	1	2	25	607.275064569872	1	2				1	2	5	11				1					7492		2
20140939	3004822	3	1	3	9	607.275064569872	1	2				1	1			2	3	2								
20140939	3004822	4	1	4	7	607.275064569872	1	2				2	1			1	1	2								
20140939	3004822	5	1	5	6	607.275064569872	1	2				2	1			1	1	2								
20140939	3004823	1	1	1	58	90.6804203352738	1	2				1	2	11	5				4	2	2	2				2
20140939	3004823	2	1	2	80	90.6804203352738	1	2				1	2	3	2				1					118		2
20140939	3004823	3	1	3	82	90.6804203352738	1	2				1	2	3	3				4	2	2	2				2
20140939	3004824	1	1	1	38	145.34031627309	1	1	1			1	2	3	3				1					121		1
20140939	3004824	2	1	2	32	145.34031627309	1	2				1	2	3	5				4	2	2	2				2
20140939	3004824	3	1	3	14	145.34031627309	1	2				1	1			3	6	1	3	2	2	2				2
20140939	3004824	4	1	4	5	145.34031627309	1	2				1	1			1	1	1								
20140939	3004824	5	1	5	23	145.34031627309	1	2				1	2	3	5				1					121		1
20140939	3004825	1	1	1	37	1219.98491023482	1	2				1	2	4	7				1					4521		2
20140939	3004825	2	1	2	44	1219.98491023482	1	2				1	2	5	10				4	2	2	2				2
20140939	3004825	3	1	3	12	1219.98491023482	1	2				1	1			3	6	2	3	2	2	2				2
20140939	3004826	1	1	1	64	103.582491991577	1	2				1	2	3	1				1					140		2
20140939	3004826	2	1	2	59	103.582491991577	1	2				1	2	3	1				4	2	2	2				2
20140939	3004827	1	1	1	46	80.1610274743915	1	2				1	2	3	2				1					111		2
20140939	3004827	2	1	2	43	80.1610274743915	1	2				1	2	3	5				4	2	2	2				2
20140939	3004827	3	1	3	22	80.1610274743915	1	2				1	2	5	11				1					5511		2
20140939	3004827	4	1	4	15	80.1610274743915	1	1	1			1	1			3	9	1	3	2	2	2				2
20140939	3004828	1	1	1	28	109.593458859852	1	2				1	2	5	11				4	2	2	2				2
20140939	3004828	2	1	2	9	109.593458859852	1	2				1	1			2	3	1								
20140939	3004829	1	1	1	73	278.796470162778	1	2				2	2	1	0				5							2
20140939	3004829	2	1	2	64	278.796470162778	1	2				2	2	1	0				4	2	2	2				2
20140939	3004829	3	1	3	35	278.796470162778	1	2				1	2	3	5				1					5521		2
20140939	3004829	4	1	4	30	278.796470162778	1	2				1	2	3	3				1					4521		2
20140939	3004829	5	1	5	26	278.796470162778	1	2				1	2	4	6				1					4530		2
20140939	3004829	6	1	6	64	278.796470162778	1	2				1	2	3	5				2	2	2	2	1		8	2
20140939	3004830	1	1	1	32	779.779688393754	1	2				1	2	3	3				5							2
20140939	3004830	2	1	2	21	779.779688393754	1	2				1	2	3	3				4	2	2	2				2
20140939	3004830	3	1	3	5	779.779688393754	1	2				1	1			1	1	1								
20140939	3004830	4	1	4	4	779.779688393754	1	2		2	2															
20140939	3004830	5	1	5	0	779.779688393754	1	2		2	2															
20140939	3004831	1	1	1	52	465.544930829524	1	2				2	2	1	0				1					201		2
20140939	3004832	1	1	1	50	100.063268706008	1	2				1	2	3	2				1					113		2
20140939	3004832	2	1	2	49	100.063268706008	1	2				1	2	3	5				4	2	2	2				2
20140939	3004832	3	1	3	11	100.063268706008	1	2				1	1			2	5	1								
20140939	3004833	1	1	1	30	441.008591939024	1	2				1	2	5	11				1					121		2
20140939	3004833	2	1	2	29	441.008591939024	1	2				1	2	5	11				4	2	2	2				2
20140939	3004833	3	1	3	11	441.008591939024	1	2				1	1			2	5	2								
20140939	3004833	4	1	4	2	441.008591939024	1	2		1	1															
20140939	3004834	1	1	1	54	311.10967710362	1	1	1			2	2	1	0				1					1511		2
20140939	3004834	2	1	2	53	311.10967710362	1	2				1	2	3	3				4	2	2	2				2
20140939	3004834	3	1	3	9	311.10967710362	1	2				2	1			2	1	2								
20140939	3004834	4	1	4	36	311.10967710362	1	2				1	2	4	9				4	2	2	2				2
20140939	3004834	5	1	5	14	311.10967710362	1	2				1	1			3	7	2	3	2	2	2				2
20140939	3004835	1	1	1	57	175.426936893137	1	2				1	2	4	6				1					7020		2
20140939	3004835	2	1	2	47	175.426936893137	1	2				1	2	3	5				4	2	2	2				2
20140939	3004835	3	1	3	18	175.426936893137	1	2				1	1			3	7	2	1					4521		2
20140939	3004835	4	1	4	17	175.426936893137	1	2				2	1			2	4	2	3	2	2	2				2
20140939	3004835	5	1	5	16	175.426936893137	1	2				1	1			3	9	1	3	2	2	2				2
20140939	3004835	6	1	6	14	175.426936893137	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004835	7	1	7	11	175.426936893137	1	2				1	1			2	4	1								
20140939	3004835	8	1	8	10	175.426936893137	1	2				1	1			2	4	1								
20140939	3004836	1	1	1	47	151.022283997231	1	2				1	2	3	4				4	2	2	2				2
20140939	3004836	2	1	2	76	151.022283997231	1	2				1	2	3	2				4	2	2	2				2
20140939	3004837	1	1	1	57	226.88557279249	1	2				1	2	3	4				4	2	2	2				2
20140939	3004837	2	1	2	33	226.88557279249	1	2				1	2	3	2				1					1551		2
20140939	3004837	3	1	3	11	226.88557279249	1	2				1	1			2	5	1								
20140939	3004837	4	1	4	4	226.88557279249	1	2		1	1															
20140939	3004837	5	1	5	24	226.88557279249	1	2				1	2	4	9				4	2	1			9500		2
20140939	3004837	6	1	6	7	226.88557279249	1	2				1	1			2	2	1								
20140939	3004837	7	1	7	0	226.88557279249	1	2		2	1															
20140939	3004838	1	1	1	43	92.2950952814089	1	1	7			1	2	3	3				1					9500		2
20140939	3004838	2	1	2	26	92.2950952814089	1	2				2	2	1	0				5							2
20140939	3004838	3	1	3	23	92.2950952814089	1	2				1	2	7	2				4	2	2	2				2
20140939	3004838	4	1	4	17	92.2950952814089	1	2				1	2	4	9				2	1				111		2
20140939	3004839	1	1	1	44	121.803379258408	1	2				1	2	4	6				1					5211		2
20140939	3004839	2	1	2	19	121.803379258408	1	2				1	2	5	11				2	2	2	2	1		3	2
20140939	3004840	1	1	1	40	152.757855005355	1	2				1	2	3	4				1					121		2
20140939	3004840	2	1	2	27	152.757855005355	1	2				1	2	5	11				4	2	2	2	1		3	2
20140939	3004840	3	1	3	14	152.757855005355	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004840	4	1	4	5	152.757855005355	1	1	1			1	1			1	3	1								
20140939	3004841	1	1	1	82	148.385592640223	1	2				1	2	3	2				5							2
20140939	3004841	2	1	2	39	148.385592640223	1	2				1	2	4	8				1					111		2
20140939	3004841	3	1	3	5	148.385592640223	1	2				2	1			1	1	1								
20140939	3004842	1	1	1	62	23.9030256523638	2	2				1	2	3	3				1					5239		2
20140939	3004843	1	1	1	73	1406.06870788846	1	2				1	2	11	5				6	2	2	2				2
20140939	3004844	1	1	1	65	1587.94185009086	1	2				1	2	10	4				1					1810		3
20140939	3004844	2	1	2	29	1587.94185009086	1	2				1	1			7	4	2	1					1810		2
20140939	3004845	1	1	1	55	1449.53254879032	1	2				1	2	9	4				1					7499		1
20140939	3004845	2	1	2	49	1449.53254879032	1	2				1	2	9	4				4	2	2	2				2
20140939	3004845	3	1	3	22	1449.53254879032	1	2				1	2	11	5				4	2	2	2				2
20140939	3004846	1	1	1	61	140.901990766801	1	2				1	2	3	5				1					5223		2
20140939	3004846	2	1	2	62	140.901990766801	1	2				1	2	4	6				4	2	2	2				2
20140939	3004847	1	1	1	28	1616.89218003444	1	2				1	2	11	5				1					7220		1
20140939	3004847	2	1	2	27	1616.89218003444	1	1	1			1	2	11	6				1					8513		1
20140939	3004848	1	1	1	74	172.763975593216	2	2				2	2	1	0				4	2	2	2				2
20140939	3004848	2	1	2	28	172.763975593216	2	2				1	2	3	5				5							2
20140939	3004849	1	1	1	54	104.613459223689	1	2				1	2	4	8				1					5231		2
20140939	3004850	1	1	1	60	143.184461389042	1	2				2	2	1	0				2	1				4521		2
20140939	3004850	2	1	2	52	143.184461389042	1	2				2	2	1	0				1					1749		2
20140939	3004850	3	1	3	14	143.184461389042	1	2				1	2	4	8				6	2	2	2				2
20140939	3004850	4	1	4	13	143.184461389042	1	2				1	2	4	7				6	2	2	2				2
20140939	3004851	1	1	1	53	165.445137376856	1	2				1	2	4	6				1					111		2
20140939	3004851	2	1	2	34	165.445137376856	1	2				1	2	3	2				4	2	2	2	1		48	2
20140939	3004851	3	1	3	17	165.445137376856	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004851	4	1	4	15	165.445137376856	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004851	5	1	5	14	165.445137376856	1	2				1	1			4	11	2	3	2	2	2				2
20140939	3004851	6	1	6	10	165.445137376856	1	2				1	1			2	4	1								
20140939	3004851	7	1	7	6	165.445137376856	1	2				2	2	1	0											
20140939	3004851	8	1	8	76	165.445137376856	1	1	1			2	2	1	0				5							2
20140939	3004852	1	1	1	54	192.323417246494	1	2				1	2	3	3				4	2	2	2				2
20140939	3004852	2	1	2	28	192.323417246494	1	2				1	2	5	11				4	2	2	2				2
20140939	3004852	3	1	3	6	192.323417246494	1	1	1			1	1			2	1	1								
20140939	3004852	4	1	4	3	192.323417246494	1	1	1	1	2															
20140939	3004853	1	1	1	42	1256.81679311318	1	2				1	2	11	5				1					7513		1
20140939	3004853	2	1	2	15	1256.81679311318	1	2				1	1			4	12	2	3	2	2	2				2
20140939	3004854	1	1	1	31	1934.96956806604	1	2				1	1			7	5	2	1					2220		1
20140939	3004854	2	1	2	27	1934.96956806604	1	2				1	1			7	5	2	1					6601		1
20140939	3004854	3	1	3	3	1934.96956806604	1	2		1	1															
20140939	3004854	4	1	4	1	1934.96956806604	1	2		1	2															
20140939	3004855	1	1	1	21	139.652404698142	2	2				1	2	5	11				1					113		2
20140939	3004855	2	1	2	19	139.652404698142	2	2				1	2	3	5				4	2	2	2				2
20140939	3004855	3	1	3	7	139.652404698142	2	2				1	1			2	1	1								
20140939	3004856	1	1	1	38	728.177338611619	2	2				1	2	5	11				1					6031		2
20140939	3004857	1	1	1	47	100.063268706008	1	2				1	2	3	5				1					113		2
20140939	3004857	2	1	2	43	100.063268706008	1	2				1	2	3	4				4	2	2	2				2
20140939	3004857	3	1	3	17	100.063268706008	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004858	1	1	1	54	123.924381827798	1	2				1	2	3	4				6	2	2	2				3
20140939	3004859	1	1	1	49	112.662895596784	1	2				1	2	3	5				1					114		2
20140939	3004859	2	1	2	28	112.662895596784	1	2				1	2	4	9				1					114		2
20140939	3004859	3	1	3	5	112.662895596784	1	1	1			2	2	1	0											
20140939	3004859	4	1	4	13	112.662895596784	2	2				1	2	4	6				4	2	2	2				2
20140939	3004860	1	1	1	54	138.182124675602	1	1	7			1	2	4	9				1					114		2
20140939	3004861	1	1	1	53	115.133727413362	1	2				1	2	3	2				1					114		1
20140939	3004861	2	1	2	57	115.133727413362	1	1	1			1	2	3	2				4	1				9500		2
20140939	3004861	3	1	3	18	115.133727413362	1	1	1			1	2	5	11				4	2	2	2	1		2	2
20140939	3004862	1	1	1	64	56.7017393096974	1	2				1	2	3	2				5							2
20140939	3004862	2	1	2	54	56.7017393096974	1	2				1	2	3	5				6	2	2	2				2
20140939	3004862	3	1	3	16	56.7017393096974	1	2				1	1			4	11	1	3	2	2	2				2
20140939	3004862	4	1	4	47	56.7017393096974	1	2				2	2	1	0				4	2	2	2				2
20140939	3004863	1	1	1	43	163.187206459125	1	2				1	2	4	7				1					117		2
20140939	3004863	2	1	2	40	163.187206459125	1	2				1	2	5	10				1					5211		2
20140939	3004863	3	1	3	16	163.187206459125	1	2				1	1			3	9	1	3	2	2	2				2
20140939	3004863	4	1	4	15	163.187206459125	1	2				1	1			3	9	1	3	2	2	2				2
20140939	3004863	5	1	5	65	163.187206459125	1	1	1			1	2	3	3				4	2	2	2				2
20140939	3004864	1	1	1	60	140.901990766801	1	2				2	2	1	0				2	1				111		2
20140939	3004864	2	1	2	64	140.901990766801	1	2				2	2	3	1				4	2	1			8532		2
20140939	3004865	1	1	1	35	120.066368834276	1	1	2			1	2	5	11				6	2	2	2	2			2
20140939	3004865	2	1	2	32	120.066368834276	1	2				1	2	5	11				1					5211		2
20140939	3004865	3	1	3	6	120.066368834276	1	2				1	1			2	2	1								
20140939	3004866	1	1	1	53	155.636319713731	1	2				2	2	1	0				4	1				5529		2
20140939	3004866	2	1	2	21	155.636319713731	2	2				2	2	1	0				6	2	2	2				2
20140939	3004866	3	1	3	17	155.636319713731	1	2				2	2	1	0				1					5522		2
20140939	3004866	4	1	4	1	155.636319713731	1	2		2	1															
20140939	3004867	1	1	1	74	103.582491991577	1	2				1	2	4	8				6	2	2	2				3
20140939	3004867	2	1	2	68	103.582491991577	1	2				1	2	4	7				4	2	2	2				2
20140939	3004868	1	1	1	58	79.9864768066842	1	1	1			1	2	3	3				4	2	2	2				2
20140939	3004868	2	1	2	48	79.9864768066842	1	2				1	2	4	6				4	2	2	2				2
20140939	3004869	1	1	1	59	108.804621319603	1	1	1			1	2	1	0				1					2090		2
20140939	3004869	2	1	2	51	108.804621319603	1	2				1	2	3	4				4	2	2	2				2
20140939	3004870	1	1	1	83	164.184972716125	1	2				1	2	3	5				6	2	2	2				2
20140939	3004870	2	1	2	73	164.184972716125	1	1	1			1	2	4	9				4	2	2	2				3
20140939	3004871	1	1	1	34	126.753777893408	1	1	2			2	2	1	0				1					114		2
20140939	3004871	2	1	2	34	126.753777893408	1	2				1	2	3	2				4	2	2	2				2
20140939	3004871	3	1	3	15	126.753777893408	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004871	4	1	4	13	126.753777893408	1	2				1	1			3	6	1	3	2	2	2				2
20140939	3004871	5	1	5	7	126.753777893408	1	2				2	1			2	1	1								
20140939	3004872	1	1	1	53	26.1683743806536	1	2				1	2	3	5				1					5241		1
20140939	3004872	2	1	2	51	26.1683743806536	1	2				1	2	4	7				4	2	2	2				2
20140939	3004872	3	1	3	11	26.1683743806536	1	2				1	1			2	5	2								
20140939	3004873	1	1	1	67	116.484563647881	1	2				2	2	1	0				1					5519		2
20140939	3004874	1	1	1	40	137.57214284849	1	2				1	2	5	11				1					115		2
20140939	3004874	2	1	2	33	137.57214284849	1	1	1			2	2	1	0				4	2	2	2				2
20140939	3004874	3	1	3	15	137.57214284849	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004874	4	1	4	14	137.57214284849	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004874	5	1	5	14	137.57214284849	1	2				1	1			3	7	1	3	2	2	2				2
20140939	3004874	6	1	6	9	137.57214284849	1	2				1	1			2	3	1								
20140939	3004875	1	1	1	34	65.652133441011	1	1	1			1	2	3	3				1					117		2
20140939	3004875	2	1	2	34	65.652133441011	1	2				1	2	4	8				4	2	1			117		2
20140939	3004875	3	1	3	14	65.652133441011	1	2				1	1			3	8	1	3	2	2	2				2
20140939	3004875	4	1	4	63	65.652133441011	1	1	1			1	2	3	4				4	2	2	2				2
20140939	3004875	5	1	5	53	65.652133441011	1	2				1	2	3	3				4	2	2	2				2
