PERIODO	DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6040	FEX_C	P6090	P5665	P8563	P51	P55	P6160	P8586	P8587	P8587S1	P1088	P1088S1	P6180	P6240	P6250	P6260	P6270	P6351	P6390S1	P7250	P6920
20140939	2986337	1	1	1	41	1125.54007856567	1	2				1	2	7	2				1					8511		1
20140939	2986337	2	1	2	40	1125.54007856567	1	2				1	2	4	8				1					6021		1
20140939	2986337	3	1	3	12	1125.54007856567	1	2				1	1			3	6	2	3	2	2	2				2
20140939	2986338	1	1	1	35	416.294195727658	1	2				1	2	5	11				1					5241		1
20140939	2986339	1	1	1	35	543.941550140176	1	2				2	2	1	0				1					0		2
20140939	2986339	2	1	2	35	543.941550140176	1	2				1	2	5	11				1					9500		2
20140939	2986339	3	1	3	17	543.941550140176	2	2				1	2	5	10				4	2	2	2				2
20140939	2986339	4	1	4	14	543.941550140176	1	2				1	1			3	6	1	3	2	2	2				2
20140939	2986339	5	1	5	9	543.941550140176	1	2				1	1			2	4	1								
20140939	2986339	6	1	6	5	543.941550140176	1	2				1	1			1	1	1								
20140939	2986340	1	1	1	43	385.629843313955	2	2				1	2	4	7				4	2	2	2	1		1	2
20140939	2986340	2	1	2	48	385.629843313955	1	2				1	2	3	5				1					140		2
20140939	2986340	3	1	3	38	385.629843313955	2	2				1	2	3	5				1					6031		2
20140939	2986340	4	1	4	18	385.629843313955	1	2				1	1			4	10	1	3	2	2	2				2
20140939	2986341	1	1	1	57	759.17661202099	1	2				1	2	4	7				1					111		2
20140939	2986341	1	2	1	24	759.17661202099	1	2				1	2	4	7				4	1				5233		2
20140939	2986341	2	1	2	43	759.17661202099	1	2				2	2	1	0				4	2	2	2				2
20140939	2986341	2	2	2	7	759.17661202099	1	2				1	1			2	1	2								
20140939	2986341	3	1	3	21	759.17661202099	1	2				1	2	5	11				1					111		2
20140939	2986341	4	1	4	11	759.17661202099	1	2				1	1			3	6	2								
20140939	2986341	5	1	5	2	759.17661202099	1	2		2	1															
20140939	2986342	1	1	1	56	617.549720219417	1	2				1	2	3	4				1					122		2
20140939	2986342	2	1	2	54	617.549720219417	1	2				1	2	4	7				6	2	2	2				2
20140939	2986342	3	1	3	12	617.549720219417	1	2				1	1			2	4	1	3	2	2	2				2
20140939	2986342	4	1	4	7	617.549720219417	1	1	1			2	1			2	1	1								
20140939	2986343	1	1	1	54	180.126058281738	1	2				1	2	3	5				4	1				5529		2
20140939	2986344	1	1	1	34	263.218908700106	1	2				1	2	3	4				1					111		2
20140939	2986344	2	1	2	23	263.218908700106	1	1	3			1	2	4	6				4	2	2	2				2
20140939	2986344	3	1	3	7	263.218908700106	1	1	3			1	1			2	2	1								
20140939	2986344	4	1	4	3	263.218908700106	1	2		2	1															
20140939	2986345	1	1	1	64	1245.98632988235	1	1	1			1	2	5	10				1					5521		2
20140939	2986345	2	1	2	66	1245.98632988235	1	2				1	2	3	2				1					6031		2
20140939	2986345	3	1	3	20	1245.98632988235	1	2				1	2	5	11				1					1551		1
20140939	2986346	1	1	1	51	2495.48353565771	1	2				1	2	3	5				1					6310		1
20140939	2986346	2	1	2	23	2495.48353565771	1	1	1			1	1			6	2	2	3	2	2	2	2			2
20140939	2986346	3	1	3	23	2495.48353565771	1	2				1	1			7	3	2	1					6320		1
20140939	2986347	1	1	1	32	417.355010697484	1	2				1	2	11	5				1					8022		1
20140939	2986347	2	1	2	26	417.355010697484	1	2				1	2	11	5				6	2	1			4010		1
20140939	2986347	3	1	3	4	417.355010697484	1	2		1	1															
20140939	2986348	1	1	1	34	1277.01491044607	1	2				1	2	3	4				6	1				7493		2
20140939	2986348	2	1	2	10	1277.01491044607	1	2				1	1			2	5	2								
20140939	2986348	3	1	3	0	1277.01491044607	1	2		2	1															
20140939	2986349	1	1	1	72	3527.24715986638	1	2				1	2	2	1				4	1				9500		2
20140939	2986349	2	1	2	45	3527.24715986638	1	2				1	2	4	7				1					5262		2
20140939	2986349	3	1	3	24	3527.24715986638	2	2				1	2	5	11				1					3611		2
20140939	2986349	4	1	4	23	3527.24715986638	1	1	1			1	2	4	9				6	2	2	2				2
20140939	2986349	5	1	5	36	3527.24715986638	1	2				1	2	4	8				1					6031		2
20140939	2986349	6	1	6	4	3527.24715986638	1	1	1	1	1															
20140939	2986349	7	1	7	1	3527.24715986638	1	2		2	1															
20140939	2986349	8	1	8	42	3527.24715986638	1	2				1	2	4	9				1					1810		2
20140939	2986349	9	1	9	23	3527.24715986638	1	2				1	2	5	11				1					3611		2
20140939	2986349	10	1	10	20	3527.24715986638	1	2				1	1			5	1	2	3	2	2	2				2
20140939	2986349	11	1	11	16	3527.24715986638	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986349	12	1	12	11	3527.24715986638	2	2				1	1			3	6	2								
20140939	2986350	1	1	1	83	79.2913346205206	1	2				1	2	3	5				4	2	2	2				2
20140939	2986350	2	1	2	79	79.2913346205206	1	2				1	2	11	6				6	2	2	2				3
20140939	2986350	3	1	3	42	79.2913346205206	1	2				1	2	13	2				1					8513		2
20140939	2986350	4	1	4	46	79.2913346205206	1	1	2			1	2	11	5				1					7411		1
20140939	2986350	5	1	5	17	79.2913346205206	1	2				1	1			4	11	2	3	2	2	2				2
20140939	2986350	6	1	6	14	79.2913346205206	1	1	1			1	1			3	8	2	3	2	2	2				2
20140939	2986351	1	1	1	36	263.218908700106	1	2				2	2	1	0				1					111		2
20140939	2986351	2	1	2	23	263.218908700106	1	2				1	2	5	11				4	2	2	2				2
20140939	2986351	3	1	3	3	263.218908700106	1	1	3	2	1															
20140939	2986351	4	1	4	1	263.218908700106	1	2		2	1															
20140939	2986352	1	1	1	69	368.073231657488	1	2				1	2	3	2				5							2
20140939	2986352	2	1	2	58	368.073231657488	1	1	1			1	2	3	1				4	2	2	2				2
20140939	2986352	3	1	3	33	368.073231657488	1	2				1	2	5	11				1					1931		2
20140939	2986352	4	1	4	16	368.073231657488	1	2				1	2	4	9				1					5234		2
20140939	2986353	1	1	1	55	248.103600666332	1	2				1	2	3	2				4	2	1			6421		2
20140939	2986353	2	1	2	37	248.103600666332	1	2				1	2	11	5				2	2	2	2	1		52	2
20140939	2986353	3	1	3	4	248.103600666332	1	2		2	1															
20140939	2986353	4	1	4	20	248.103600666332	1	2				1	2	5	11				1					5234		1
20140939	2986353	5	1	5	92	248.103600666332	1	2				1	2	3	1				5							2
20140939	2986353	6	1	6	67	248.103600666332	1	2				1	2	5	10				4	2	1			6421		2
20140939	2986355	1	1	1	55	433.297236592336	1	2				1	2	3	5				4	2	2	2	1		6	2
20140939	2986355	2	1	2	18	433.297236592336	1	2				1	2	5	10				4	2	2	2				2
20140939	2986355	3	1	3	5	433.297236592336	1	1	1			2	1			1	1	1								
20140939	2986355	4	1	4	1	433.297236592336	1	1	1	2	1															
20140939	2986356	1	1	1	76	279.115240661323	1	2				1	2	3	1				1					5511		3
20140939	2986356	2	1	2	39	279.115240661323	1	2				1	2	5	11				4	2	1			5233		2
20140939	2986356	3	1	3	4	279.115240661323	1	2		1	1															
20140939	2986356	4	1	4	16	279.115240661323	1	2				1	1			4	11	2	1					9500		2
20140939	2986358	1	1	1	48	2403.90508206858	1	2				1	2	7	3				1					7512		1
20140939	2986358	2	1	2	48	2403.90508206858	1	1	3			1	2	4	9				4	2	2	2				2
20140939	2986358	3	1	3	25	2403.90508206858	2	2				1	1			7	4	2	3	2	2	2				2
20140939	2986358	4	1	4	21	2403.90508206858	2	2				1	1			6	1	2	3	1				5521		2
20140939	2986359	1	1	1	43	1496.04060675658	1	2				1	2	11	5				1					5135		1
20140939	2986359	2	1	2	43	1496.04060675658	1	2				1	1			7	5	2	1					5135		1
20140939	2986359	3	1	3	11	1496.04060675658	1	2				1	1			3	8	2								
20140939	2986359	4	1	4	5	1496.04060675658	1	2				2	1			1	1	1								
20140939	2986360	1	1	1	56	145.495047706188	1	2				2	2	1	0				4	2	2	2				2
20140939	2986360	2	1	2	24	145.495047706188	1	2				1	2	5	11				1					7513		1
20140939	2986360	3	1	3	35	145.495047706188	1	1	1			1	2	7	3				1					6593		1
20140939	2986360	4	1	4	9	145.495047706188	1	2				1	1			2	3	1								
20140939	2986361	1	1	1	62	127.001533171867	1	2				1	2	3	1				1					111		2
20140939	2986361	2	1	2	43	127.001533171867	1	2				1	2	3	2				4	1				9500		2
20140939	2986361	3	1	3	16	127.001533171867	1	2				1	1			4	10	2	3	2	2	2				2
20140939	2986361	4	1	4	15	127.001533171867	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986361	5	1	5	22	127.001533171867	1	1	1			1	2	5	11				4	2	2	2				2
20140939	2986361	6	1	6	1	127.001533171867	1	2		2	1															
20140939	2986362	1	1	1	60	438.271892061193	1	2				1	2	7	3				4	2	2	2				3
20140939	2986362	2	1	2	25	438.271892061193	1	2				1	2	13	1				1					5151		1
20140939	2986362	3	1	3	27	438.271892061193	1	2				1	2	7	2				1					7523		1
20140939	2986362	4	1	4	26	438.271892061193	1	2				1	2	7	2				1					4542		1
20140939	2986362	5	1	5	1	438.271892061193	1	2		4	1															
20140939	2986362	6	1	6	36	438.271892061193	1	2				1	1			7	2	2	1					5125		1
20140939	2986363	1	1	1	30	337.237943952904	1	2				1	2	8	2				1					5529		2
20140939	2986363	2	1	2	42	337.237943952904	1	2				1	2	3	5				1					7522		1
20140939	2986363	3	1	3	13	337.237943952904	1	2				1	1			3	7	2	3	2	2	2				2
20140939	2986363	4	1	4	5	337.237943952904	1	1	1			2	1			2	1	2								
20140939	2986363	5	1	5	2	337.237943952904	1	2		1	1															
20140939	2986364	1	1	1	41	371.836707892969	1	2				1	2	5	11				6	2	2	2				3
20140939	2986364	2	1	2	41	371.836707892969	1	2				1	2	4	9				1					5241		1
20140939	2986364	3	1	3	18	371.836707892969	1	2				1	1			4	10	2	3	2	2	2				2
20140939	2986364	4	1	4	15	371.836707892969	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986364	5	1	5	13	371.836707892969	1	2				1	1			3	7	2	3	2	2	2				2
20140939	2986365	1	1	1	76	161.931034715053	1	2				2	2	1	0				6	2	2	2				2
20140939	2986365	2	1	2	26	161.931034715053	1	2				1	2	5	11				1					4521		2
20140939	2986365	3	1	3	26	161.931034715053	1	2				1	1			4	11	2	1					9500		2
20140939	2986366	1	1	1	52	891.754740181709	1	2				1	2	5	11				1					2892		1
20140939	2986366	2	1	2	40	891.754740181709	1	2				1	2	4	6				1					5522		2
20140939	2986366	3	1	3	19	891.754740181709	1	2				1	2	4	9				1					2892		2
20140939	2986366	4	1	4	17	891.754740181709	1	2				1	2	4	8				1					5135		2
20140939	2986367	1	1	1	42	367.955321899819	1	2				1	2	13	4				1					8511		1
20140939	2986368	1	1	1	47	401.876677137092	1	1	2			1	2	13	2				1					8042		1
20140939	2986368	2	1	2	26	401.876677137092	1	2				1	1			8	1	2	1					7512		1
20140939	2986369	1	1	1	90	1432.98469587003	1	2				1	2	3	5				5							2
20140939	2986369	1	2	1	62	1432.98469587003	1	2				1	2	3	5				4	2	2	2				2
20140939	2986369	2	1	2	72	1432.98469587003	1	2				1	2	3	3				4	2	2	2				2
20140939	2986369	2	2	2	33	1432.98469587003	1	2				1	2	3	1				6	2	2	2				3
20140939	2986369	3	1	3	13	1432.98469587003	1	2				1	1			3	8	1	3	2	2	2				2
20140939	2986370	1	1	1	43	507.43619660018	1	2				1	2	9	3				1					8042		1
20140939	2986370	2	1	2	22	507.43619660018	1	1	2			1	2	5	11				4	2	2	2				2
20140939	2986370	3	1	3	2	507.43619660018	1	2		2	1															
20140939	2986370	4	1	4	0	507.43619660018	1	1	1	2	2															
20140939	2986371	1	1	1	28	1785.58845586157	1	2				1	2	5	11				1					5244		1
20140939	2986371	2	1	2	24	1785.58845586157	1	2				1	2	5	11				4	2	2	2				2
20140939	2986371	3	1	3	4	1785.58845586157	1	2		2	2															
20140939	2986371	4	1	4	1	1785.58845586157	1	2		2	2															
20140939	2986372	1	1	1	59	2107.63720313585	1	2				1	2	4	9				1					1810		2
20140939	2986372	2	1	2	55	2107.63720313585	1	2				1	2	4	9				1					8045		2
20140939	2986372	3	1	3	14	2107.63720313585	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986373	1	1	1	72	244.696095910236	1	2				1	2	3	1				1					5223		2
20140939	2986373	2	1	2	72	244.696095910236	1	2				1	2	3	5				6	2	2	2				2
20140939	2986373	3	1	3	38	244.696095910236	1	2				1	2	5	11				4	2	2	2				2
20140939	2986373	4	1	4	35	244.696095910236	1	2				1	2	11	5				4	2	2	2				2
20140939	2986374	1	1	1	44	244.696095910236	1	2				1	1			8	1	2	1					8043		2
20140939	2986374	2	1	2	50	244.696095910236	1	2				1	2	3	5				4	1				5211		2
20140939	2986374	3	1	3	30	244.696095910236	1	2				1	2	11	6				1					7512		2
20140939	2986374	4	1	4	78	244.696095910236	1	2				1	2	1	0				5							2
20140939	2986374	5	1	5	44	244.696095910236	1	2				1	2	5	11				1					5223		2
20140939	2986375	1	1	1	34	301.015501409172	1	2				1	2	3	5				4	2	2	1		111		2
20140939	2986375	2	1	2	13	301.015501409172	1	2				1	1			3	7	1	3	2	2	2				2
20140939	2986375	3	1	3	13	301.015501409172	1	2				1	1			3	7	1	3	2	2	2				2
20140939	2986376	1	1	1	28	320.729879536493	1	2				1	2	3	3				4	2	2	2	1		3	2
20140939	2986376	2	1	2	0	320.729879536493	1	2		2	1															
20140939	2986377	1	1	1	76	245.251995018045	1	2				1	2	1	0				4	2	2	2				2
20140939	2986377	2	1	2	85	245.251995018045	1	2				2	2	1	0				5							2
20140939	2986377	3	1	3	48	245.251995018045	1	2				1	2	13	1				1					7512		1
20140939	2986377	4	1	4	19	245.251995018045	2	2				1	2	7	3				1					140		2
20140939	2986377	5	1	5	15	245.251995018045	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986378	1	1	1	62	427.823843638388	1	2				1	2	3	5				1					6031		2
20140939	2986378	2	1	2	59	427.823843638388	1	2				1	2	3	3				4	1				5211		2
20140939	2986378	3	1	3	17	427.823843638388	1	2				1	1			4	11	2	3	2	2	2				2
20140939	2986378	4	1	4	13	427.823843638388	1	2				1	1			3	7	2	3	2	2	2				2
20140939	2986378	5	1	5	8	427.823843638388	1	2				1	1			2	3	2								
20140939	2986379	1	1	1	60	430.687791856296	1	2				2	2	3	1				4	2	2	2				2
20140939	2986379	2	1	2	36	430.687791856296	1	1	6			1	2	4	8				1					5521		2
20140939	2986379	3	1	3	11	430.687791856296	1	2				1	1			2	5	1								
20140939	2986380	1	1	1	62	2005.44874983357	1	2				1	2	3	4				1					6031		2
20140939	2986380	2	1	2	57	2005.44874983357	1	2				2	2	1	0				1					8043		1
20140939	2986380	3	1	3	15	2005.44874983357	1	1	1			1	1			4	10	1	3	2	2	2				2
20140939	2986380	4	1	4	14	2005.44874983357	1	2				1	1			2	4	1	3	2	2	2				2
20140939	2986381	1	1	1	73	334.618271505612	1	2				1	2	3	2				4	2	2	2				2
20140939	2986381	2	1	2	26	334.618271505612	1	2				1	2	5	11				1					4521		2
20140939	2986381	3	1	3	38	334.618271505612	1	2				1	2	3	5				1					5219		2
20140939	2986381	4	1	4	35	334.618271505612	1	2				1	2	3	4				1					6022		2
20140939	2986381	5	1	5	12	334.618271505612	1	2				1	1			3	6	1	3	2	2	2				2
20140939	2986381	6	1	6	11	334.618271505612	1	2				1	1			2	5	1								
20140939	2986381	7	1	7	27	334.618271505612	1	2				1	2	3	5				1					5511		2
20140939	2986381	8	1	8	12	334.618271505612	1	2				1	1			3	6	1	3	2	2	2				2
20140939	2986381	9	1	9	2	334.618271505612	1	2		2	1															
20140939	2986382	1	1	1	80	1637.2572516209	1	2				1	2	3	3				4	2	2	2				2
20140939	2986382	2	1	2	52	1637.2572516209	1	1	2			1	2	11	5				1					8532		1
20140939	2986383	1	1	1	30	307.644600918319	1	2				1	2	5	11				1					6332		1
20140939	2986383	2	1	2	26	307.644600918319	1	2				1	2	5	11				4	2	2	2	1		4	2
20140939	2986383	3	1	3	9	307.644600918319	1	2				1	1			2	3	2								
20140939	2986383	4	1	4	7	307.644600918319	1	2				1	1			2	2	2								
20140939	2986384	1	1	1	97	163.683163327679	1	1	4			1	2	3	3				6	2	2	2				3
20140939	2986384	2	1	2	59	163.683163327679	1	2				1	2	3	1				4	2	2	2				2
20140939	2986385	1	1	1	46	306.930269856226	1	2				1	2	3	4				1					9309		2
20140939	2986385	2	1	2	48	306.930269856226	1	1	1			1	2	3	4				1					5529		2
20140939	2986385	3	1	3	12	306.930269856226	1	2				1	1			2	5	1	3	2	2	2				2
20140939	2986386	1	1	1	44	836.87661677807	1	2				1	2	5	11				1					5111		2
20140939	2986386	2	1	2	40	836.87661677807	1	2				1	2	9	3				4	2	2	2				2
20140939	2986386	3	1	3	19	836.87661677807	1	2				1	1			7	3	2	3	2	2	2				2
20140939	2986386	4	1	4	14	836.87661677807	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986387	1	1	1	30	462.254676956433	1	2				1	2	7	1				2	2	2	2	1		8	2
20140939	2986387	2	1	2	14	462.254676956433	1	1	1			1	2	3	5				4	2	2	2				2
20140939	2986387	3	1	3	10	462.254676956433	1	2				1	1			2	3	1								
20140939	2986387	4	1	4	9	462.254676956433	1	2				2	1			2	2	1								
20140939	2986388	1	1	1	44	745.312188648423	1	2				1	2	11	4				1					6340		2
20140939	2986388	2	1	2	48	745.312188648423	1	2				1	2	11	5				1					7523		1
20140939	2986388	3	1	3	16	745.312188648423	1	2				1	1			4	11	2	3	2	2	2				2
20140939	2986389	1	1	1	51	402.932887963434	1	2				2	2	1	0				4	1				7493		2
20140939	2986389	2	1	2	13	402.932887963434	1	2				1	1			3	6	2	3	2	2	2				2
20140939	2986389	3	1	3	10	402.932887963434	1	2				1	1			3	6	2								
20140939	2986390	1	1	1	47	687.432668797911	1	2				1	2	5	11				1					5241		1
20140939	2986390	2	1	2	30	687.432668797911	1	2				1	2	5	11				4	2	2	2				2
20140939	2986390	3	1	3	11	687.432668797911	1	2				1	1			2	5	2								
20140939	2986390	4	1	4	10	687.432668797911	1	2				1	1			2	3	2								
20140939	2986390	5	1	5	5	687.432668797911	1	2				2	1			1	2	1								
20140939	2986392	1	1	1	49	671.897985338366	1	2				2	2	1	0				1					111		2
20140939	2986392	2	1	2	48	671.897985338366	1	2				2	2	1	0				4	1				5233		2
20140939	2986392	3	1	3	24	671.897985338366	1	2				1	2	3	5				1					5233		2
20140939	2986392	4	1	4	22	671.897985338366	1	2				1	2	4	7				4	2	2	2				2
20140939	2986392	5	1	5	13	671.897985338366	1	2				1	1			3	7	2	3	2	2	2				2
20140939	2986392	6	1	6	10	671.897985338366	1	2				1	1			2	5	1								
20140939	2986392	7	1	7	13	671.897985338366	1	2				1	1			2	5	1	3	2	2	2				2
20140939	2986393	1	1	1	32	783.758479761772	1	2				1	2	5	11				1					7020		2
20140939	2986393	2	1	2	33	783.758479761772	1	2				1	1			7	2	2	4	2	2	2				2
20140939	2986393	3	1	3	10	783.758479761772	1	2				1	1			2	5	2								
20140939	2986393	4	1	4	23	783.758479761772	2	2				1	2	5	11				1					7020		2
20140939	2986394	1	1	1	62	2376.61811724164	1	2				1	2	3	5				1					5271		2
20140939	2986394	2	1	2	35	2376.61811724164	1	2				1	2	4	7				1					9302		2
20140939	2986394	3	1	3	32	2376.61811724164	1	2				1	2	5	11				1					3699		1
20140939	2986394	4	1	4	3	2376.61811724164	1	2		1	1															
20140939	2986394	5	1	5	31	2376.61811724164	1	2				1	2	5	11				1					5127		1
20140939	2986394	6	1	6	26	2376.61811724164	1	2				1	2	4	9				4	2	2	2	2			2
20140939	2986394	7	1	7	3	2376.61811724164	1	2		1	1															
20140939	2986395	1	1	1	31	225.183486590615	1	2				1	2	5	11				1					6031		2
20140939	2986395	2	1	2	28	225.183486590615	1	2				1	2	5	11				4	1				9500		2
20140939	2986395	3	1	3	3	225.183486590615	1	2		1	2															
20140939	2986395	4	1	4	3	225.183486590615	1	2		1	1															
20140939	2986395	5	1	5	59	225.183486590615	1	2				1	2	3	3				4	2	2	2				2
20140939	2986396	1	1	1	46	147.977500712585	1	2				1	1			7	2	2	3	2	2	2				1
20140939	2986396	2	1	2	42	147.977500712585	1	2				1	2	3	5				4	2	1			1749		2
20140939	2986396	3	1	3	20	147.977500712585	1	2				1	2	5	11				1					140		2
20140939	2986396	4	1	4	18	147.977500712585	1	2				1	1			5	1	2	1					7491		2
20140939	2986397	1	1	1	42	550.552656563663	2	2				1	2	5	11				1					6031		2
20140939	2986397	2	1	2	37	550.552656563663	2	2				1	2	4	8				4	2	2	2				2
20140939	2986397	3	1	3	21	550.552656563663	1	2				1	2	8	3				6	2	2	2	1		60	2
20140939	2986397	4	1	4	17	550.552656563663	2	2				1	2	5	11				3	2	2	2				2
20140939	2986397	5	1	5	16	550.552656563663	2	2				1	1			4	11	2	3	2	2	2				2
20140939	2986397	6	1	6	11	550.552656563663	2	2				1	1			2	5	2								
20140939	2986397	7	1	7	9	550.552656563663	2	2				1	1			2	3	2								
20140939	2986398	1	1	1	33	342.243364858383	1	1	7			1	2	5	11				1					5139		2
20140939	2986398	2	1	2	35	342.243364858383	1	2				1	2	5	11				4	2	2	2				2
20140939	2986398	3	1	3	15	342.243364858383	1	2				1	1			3	9	2	3	2	2	2				2
20140939	2986398	4	1	4	12	342.243364858383	1	2				1	1			3	6	1	3	2	2	2				2
20140939	2986399	1	1	1	41	660.252115022821	1	2				1	2	4	8				1					9500		2
20140939	2986399	2	1	2	5	660.252115022821	1	2				2	1			2	1	2								
20140939	2986399	3	1	3	27	660.252115022821	1	2				2	2	3	1				4	1				9301		2
20140939	2986399	4	1	4	10	660.252115022821	1	2				1	1			2	4	1								
20140939	2986399	5	1	5	7	660.252115022821	1	2				1	1			2	2	1								
20140939	2986399	6	1	6	1	660.252115022821	1	2		2	2															
20140939	2986401	1	1	1	22	224.347024201859	1	2				1	2	7	3				4	1				5521		2
20140939	2986401	2	1	2	28	224.347024201859	1	2				1	2	5	11				1					6031		2
20140939	2986401	3	1	3	6	224.347024201859	1	1	7			2	1			1	1	1								
20140939	2986402	1	1	1	33	507.43619660018	1	2				1	2	5	11				4	2	1			3611		2
20140939	2986402	2	1	2	20	507.43619660018	1	2				1	2	4	7				4	2	2	2				2
20140939	2986402	3	1	3	3	507.43619660018	1	1	1	2	1															
20140939	2986402	4	1	4	1	507.43619660018	1	2		2	1															
20140939	2986403	1	1	1	63	345.445283275671	1	2				1	2	3	5				4	1				5521		2
20140939	2986403	2	1	2	33	345.445283275671	1	2				1	1			4	11	2	3	1				5529		2
20140939	2986404	1	1	1	63	726.617111363548	1	2				1	2	3	5				4	2	2	2				1
20140939	2986404	2	1	2	27	726.617111363548	1	2				1	2	5	11				4	1				5521		2
20140939	2986404	3	1	3	35	726.617111363548	1	2				1	2	4	8				1					5211		1
20140939	2986404	4	1	4	5	726.617111363548	1	2				2	1			1	3	2								
20140939	2986405	1	1	1	60	756.716879231348	1	2				1	2	5	10				1					9309		2
20140939	2986405	2	1	2	34	756.716879231348	1	1	1			1	2	11	4				1					8046		1
20140939	2986406	1	1	1	61	650.356907056734	1	2				1	2	4	6				1					5512		1
20140939	2986406	1	2	1	53	650.356907056734	1	2				1	2	3	5				1					5211		1
20140939	2986406	2	1	2	54	650.356907056734	1	2				1	2	4	6				4	2	2	2				2
20140939	2986406	2	2	2	31	650.356907056734	1	2				1	1			5	1	2	1					3430		1
20140939	2986406	3	2	3	66	650.356907056734	1	2				1	2	3	5				5							2
20140939	2986407	1	1	1	66	155.539007020873	1	2				1	2	4	8				4	2	2	1		6412		2
20140939	2986407	2	1	2	51	155.539007020873	1	2				1	2	4	6				1					9301		2
20140939	2986407	3	1	3	28	155.539007020873	1	2				1	2	3	4				4	1				6031		2
20140939	2986407	4	1	4	12	155.539007020873	1	2				1	1			3	6	2	3	2	2	2				2
20140939	2986407	5	1	5	18	155.539007020873	1	2				1	2	5	10				1					8532		2
20140939	2986407	6	1	6	1	155.539007020873	1	1	1	2	1															
20140939	2986408	1	1	1	33	251.993424896885	1	2				1	2	5	11				1					5211		2
20140939	2986408	2	1	2	19	251.993424896885	1	2				1	1			4	10	2	4	2	2	1		5211		2
20140939	2986408	3	1	3	2	251.993424896885	1	2		2	1															
20140939	2986408	4	1	4	0	251.993424896885	1	2		2	1															
20140939	2986409	1	1	1	20	357.39363686609	1	2				1	2	3	4				1					4521		2
20140939	2986409	2	1	2	22	357.39363686609	1	2				1	2	3	5				1					5233		2
20140939	2986410	1	1	1	58	105.422873265444	1	2				1	2	5	11				4	2	2	2				3
20140939	2986410	2	1	2	62	105.422873265444	1	2				1	2	11	5				4	2	2	2				3
20140939	2986411	1	1	1	35	401.242329589576	1	2				1	2	7	2				1					5125		2
20140939	2986411	2	1	2	28	401.242329589576	1	2				1	2	11	5				1					6601		2
20140939	2986411	3	1	3	6	401.242329589576	1	2				2	1			2	1	2								
20140939	2986412	1	1	1	33	393.459425399982	1	2				1	2	5	11				4	2	2	2				2
20140939	2986412	2	1	2	3	393.459425399982	1	2		1	1															
20140939	2986413	1	1	1	74	2129.73660797326	1	2				1	2	3	5				4	2	2	2				2
20140939	2986413	2	1	2	41	2129.73660797326	1	2				1	2	3	5				2	2	2	2	1		3	2
20140939	2986413	3	1	3	17	2129.73660797326	1	2				1	1			3	9	2	1					2090		2
20140939	2986414	1	1	1	37	707.748869535689	1	2				1	2	7	2				1					4542		2
20140939	2986414	2	1	2	47	707.748869535689	1	2				1	2	7	3				4	2	2	2				2
20140939	2986415	1	1	1	54	802.560962963033	1	2				1	2	5	11				1					7499		2
20140939	2986415	2	1	2	48	802.560962963033	1	2				1	2	11	5				1					7421		1
20140939	2986415	3	1	3	39	802.560962963033	1	2				1	2	11	6				1					7411		1
20140939	2986415	4	1	4	65	802.560962963033	1	2				1	2	11	5				4	2	2	2				3
20140939	2986415	5	1	5	50	802.560962963033	1	2				1	2	5	11				1					5237		2
20140939	2986416	1	1	1	53	86.2626076953125	1	2				1	2	5	11				4	2	1			140		2
20140939	2986416	1	2	1	29	86.2626076953125	1	2				1	2	5	11				1					6022		2
20140939	2986416	2	1	2	39	86.2626076953125	1	2				1	2	5	11				1					140		2
20140939	2986416	2	2	2	31	86.2626076953125	1	2				1	2	5	11				2	2	2	2	1		4	2
20140939	2986416	3	1	3	14	86.2626076953125	1	2				1	1			3	9	1	3	2	2	2				2
20140939	2986416	3	2	3	9	86.2626076953125	1	2				1	1			2	4	1								
20140939	2986416	4	1	4	82	86.2626076953125	1	2				1	2	3	3				4	2	2	2				2
20140939	2986416	5	1	5	73	86.2626076953125	1	2				1	2	3	3				4	2	2	2				2
20140939	2986417	1	1	1	36	381.69341406819	1	1	6			1	2	3	5				6	2	1			111		2
20140939	2986417	2	1	2	30	381.69341406819	1	1	1			1	2	7	3				4	1				8046		2
20140939	2986417	3	1	3	8	381.69341406819	2	1	2			1	1			2	2	1								
20140939	2986418	1	1	1	57	932.25240268901	1	2				1	2	3	5				1					6041		1
20140939	2986418	2	1	2	60	932.25240268901	1	2				1	2	13	2				4	2	2	2				3
20140939	2986419	1	1	1	87	617.524872057357	1	1	1			1	2	3	5				6	2	2	2				2
20140939	2986419	2	1	2	65	617.524872057357	1	2				1	2	7	3				2	2	2	2	1		4	2
20140939	2986419	3	1	3	32	617.524872057357	1	2				1	2	13	1				1					8050		1
20140939	2986419	4	1	4	34	617.524872057357	1	2				1	2	11	5				1					7512		1
20140939	2986419	5	1	5	6	617.524872057357	1	2				1	1			2	1	2								
20140939	2986420	1	1	1	75	149.853824227652	1	1	1			2	2	3	1				5							2
20140939	2986420	1	2	1	48	149.853824227652	1	2				1	1			8	1	2	1					8011		1
